BOR;AN;FI;FI_EJ;UNV;LIT_UNV;SEJ_UNV;JOU_UNV;EFFPL_PM;EFFPA_PM;ETP_PM;GAR_PM;AST_PM;EFFPL_NEU;EFFPA_NEU;ETP_NEU;GAR_NEU;AST_NEU;EFFPL_PNM;EFFPA_PNM;ETP_PNM
MCOAVC;2013;010000024;010780054;1;18;540;4693;4;1;2.1;;;4;1;2.1;0;1;0;0;0
MCOAVC;2013;020000162;020000063;1;6;611;1409;3;1;3.25;0;0;3;1;3.25;0;0;18;2;18.1
MCOAVC;2013;020000519;020000261;1;4;442;1113;4;;4;1;1;4;;4;1;1;10;2;11.75
MCOAVC;2013;030000087;030780118;1;10;366;3439;6;0;6;0;0;6;0;6;0;0;8;6;12.52
MCOAVC;2013;060001450;060785011;1;18;815;3920;6;2;3.76;0;1;4;1;2.66;0;1;252;44;249.27
MCOAVC;2013;110000023;110780061;1;6;498;1480;4;1;0.79;0;1;4;1;0.79;0;1;12;2;12.4
MCOAVC;2013;120000039;120780044;1;4;224;1602;5;1;5.35;0;1;5;1;5.35;;;;;
MCOAVC;2013;130000409;130041916;1;2;310;357;2;;0.09;;;;;;;;4;2;3.61
MCOAVC;2013;130783293;130786049;1;28;1211;8426;4;2;2.15;1;1;4;0;2.15;1;1;54;3;53.66
MCOAVC;2013;140000027;140000035;1;2;229;557;3;1;0.4;0;1;2;1;0.3;0;1;35;13;34.23
MCOAVC;2013;140000209;140000100;1;16;738;5219;4;;1.37;0;1;4;;1.37;0;1;19;13;23.33
MCOAVC;2013;160000253;160000451;1;10;630;3442;3;0;0.8;0;0;3;0;0.8;0;1;30;8;32.45
MCOAVC;2013;170000087;170023279;1;8;731;2517;7;;2.86;0;0;7;;2.86;0;0;22;1;19.27
MCOAVC;2013;170000103;170780175;1;3;596;4913;1;;1;1;0;1;;1;1;1;21;6;16.95
MCOAVC;2013;180000010;180000028;1;12;550;3691;2;;2;0;1;2;;2;;;26;;26
MCOAVC;2013;210987558;210780581;1;8;980;2501;8;;1.35;0;0;8;;1.35;0;0;28;;19.1
MCOAVC;2013;220000012;220000020;1;6;1326;9139;4;;4;0;1;4;;4;0;1;32;17;43.14
MCOAVC;2013;240000489;240000117;1;15;605;4862;3;;1.55;;;3;;1.55;;;9;1;9.02
MCOAVC;2013;250000114;900000365;1;28;291;2323;3;2;4.82;0;1;3;2;4.82;0;1;;;
MCOAVC;2013;250006954;250000015;1;24;792;8370;5;;3.14;0;1;4;;2.14;0;1;22;15;32.49
MCOAVC;2013;260000013;260000021;1;12;691;6298;6;;1.35;0;1;6;;1.35;0;1;11;5;13.76
MCOAVC;2013;280000084;280000183;1;5;392;1309;5;1;1.43;1;0;3;1;0.92;1;1;28;3;11.44
MCOAVC;2013;280504267;280000134;1;4;488;4804;5;;1.3;0;0;5;;1.3;0;1;10;13;9.88
MCOAVC;2013;290000025;290020700;1;6;694;4448;3;;2.8;0;1;2;;1.8;0;1;30;14;12.12
MCOAVC;2013;290004324;290000017;1;18;963;5773;5;1;3.2;0;0;27;9;32.5;0;0;;;
MCOAVC;2013;2A0000022;2A0000014;1;9;;;3;;;;;2;;;;;;;
MCOAVC;2013;300782117;300780038;1;8;644;2813;6;3;7.5;1;0;6;3;7.5;1;0;24;3;25.14
MCOAVC;2013;310781000;310788880;1;15;227;1586;3;;3;0;1;3;;3;0;1;31;;31
MCOAVC;2013;310783048;310781406;1;33;1434;10340;6;;5.8;1;1;6;;5.8;1;1;45;9;51.9
MCOAVC;2013;310783055;310781406;1;30;1795;10357;4;;3.1;1;1;4;;3.1;1;1;43;10;50.25
MCOAVC;2013;320000086;320780117;1;14;709;3736;3;0;1.5;1;;0;0;0;1;;13;0;5.06
MCOAVC;2013;330781360;330781196;1;34;2053;10110;4;;2.55;;;3;;2.1;;;57;10;66.84
MCOAVC;2013;340000033;340780055;1;25;1087;7922;6;1;2.2;0;1;5;1;2.2;0;1;30;12;36.1
MCOAVC;2013;340015502;340000512;1;16;426;1488;4;;4;;1;4;;4;;1;;;
MCOAVC;2013;340782085;340780477;1;27;718;924;;;;;;4;;4;1;1;;;67.5
MCOAVC;2013;350000147;350000022;1;14;830;4286;2;;1.2;0;1;2;;1.2;;;10;7;14.6
MCOAVC;2013;350000741;350005179;1;14;647;4001;3;0;1.16;;;3;0;1.16;;;70;31;84.74
MCOAVC;2013;360000137;360000053;1;16;;;;;;;;;;;;;;;
MCOAVC;2013;370000861;370000481;1;27;1120;7496;1;1;1.5;0;1;1;1;1.5;0;1;37;15;42.14
MCOAVC;2013;380000067;380780080;1;28;731;8221;2;1;1.88;1;0;2;1;1.88;;;35;7;38.76
MCOAVC;2013;380000174;380781435;1;15;472;3985;4;1;1.53;0;1;4;1;1.53;0;1;26;22;18.79
MCOAVC;2013;390000040;390780146;1;3;307;825;4;;4;0;1;;;;;;;;
MCOAVC;2013;400000105;400780193;1;16;601;5593;3;3;1.07;0;1;3;2;0.91;0;1;2;30;34.88
MCOAVC;2013;400000139;400011177;1;16;542;4274;5;;4.2;0;1;4;;4;0;1;2;39;27.03
MCOAVC;2013;420785354;420784878;1;23;598;7858;3;1;3.29;;;2;1;2.29;;;30;9;35.89
MCOAVC;2013;440000016;440000057;1;14;53;158;4;;3.16;;;4;;3.16;0;1;2;33;23.78
MCOAVC;2013;440017598;440000289;1;22;855;1837;4;0;1.1;1;0;4;0;1.1;;;26;18;39.07
MCOAVC;2013;450002613;450000088;1;16;817;4915;3;0;1.7;;;;;;;;33;16;30.49
MCOAVC;2013;460000110;460780216;1;12;536;2857;2;0;2;0;1;2;0;2;0;1;28;2;28.42
MCOAVC;2013;470000423;470000316;1;16;630;4616;5;;1.61;0;1;5;;1.61;0;1;32;5;28.38
MCOAVC;2013;490000049;490000031;1;20;1012;6064;2;0;2;0;1;1;0;1;0;1;8;4;8.7
MCOAVC;2013;500000187;500000013;1;6;650;2026;4;1;6.43;;;4;1;6.43;;;44;25;65.52
MCOAVC;2013;500000450;500000112;1;20;462;4519;53;16;57.45;0;1;5;2;5.1;0;1;3;0;3.28
MCOAVC;2013;510004302;510000029;1;4;500;1090;1;0;0.5;0;1;1;0;0.5;0;1;20;9;22.4
MCOAVC;2013;540001138;540002078;1;25;3354;23217;3;1;0.86;1;1;3;1;0.86;1;1;21;6;19.36
MCOAVC;2013;560000127;560023210;1;20;960;6873;3;0;2;0;1;3;0;2;0;1;41;17;33.82
MCOAVC;2013;560000135;560005746;1;12;612;5393;3;3;2.8;0;1;2;3;2.4;0;1;19;5;9.94
MCOAVC;2013;560000143;560014748;1;15;464;4599;5;;2.4;;1;4;;2;;1;10;3;12
MCOAVC;2013;570000091;750050759;1;8;1216;10844;3;2;4.75;1;1;3;2;4.75;0;1;19;4;21.9
MCOAVC;2013;570026682;570005165;1;31;1363;10890;8;1;7.5;1;0;8;1;7.5;1;0;44;12;51.57
MCOAVC;2013;590000337;590781415;1;6;408;1753;4;1;2.6;0;1;3;0;2.33;0;1;13;4;15.73
MCOAVC;2013;590000535;590781803;1;16;647;5024;5;;5;1;1;5;;5;;;14;;13.96
MCOAVC;2013;590000618;590782215;1;27;1295;9221;3;;3;0;0;3;;3;0;0;29;16;41.43
MCOAVC;2013;590780284;590051801;1;22;812;5907;1;1;1.5;0;1;1;1;1.5;0;1;17;17;25.76
MCOAVC;2013;590796975;590780193;1;45;1408;14606;8;;4.46;;;8;;4.46;;;43;18;58.33
MCOAVC;2013;590801106;590782421;1;20;732;6923;4;7;5.45;;;4;7;5.45;;;13;;13
MCOAVC;2013;590804696;590781902;1;12;263;1131;6;;2.52;0;1;6;;2.52;0;1;26;7;24.85
MCOAVC;2013;600000194;600100713;1;20;613;5431;3;1;3.6;0;1;2;1;2.6;1;;13;4;20.91
MCOAVC;2013;600000467;600101984;1;4;188;799;3;1;0.72;0;1;3;1;0.72;0;1;8;0;4.18
MCOAVC;2013;600113476;600100721;1;4;466;1219;6;2;4.27;0;1;5;2;4.02;0;1;53;16;31.23
MCOAVC;2013;620000034;620100057;1;17;845;4727;1;3;2.1;1;;1;3;2.1;1;;27;4;29.58
MCOAVC;2013;620000224;620100651;1;8;537;2846;5;;5;;;5;;5;0;1;;35;15.5
MCOAVC;2013;620000257;620100685;1;30;1038;8938;3;;3;1;0;3;;3;1;0;51;4;54.15
MCOAVC;2013;620000323;620101337;1;6;353;1691;1;;1;0;1;;;;;;15;14;26.81
MCOAVC;2013;620000653;620103440;1;18;806;6255;3;2;4.4;0;1;;;;;;1;1;1.6
MCOAVC;2013;630000404;630780989;1;21;661;7487;2;;1.1;;;2;;1.1;;;29;16;35.65
MCOAVC;2013;640000162;640780417;1;6;894;4945;0;0;;;1;;;;;1;12;2;12.09
MCOAVC;2013;640000600;640781290;1;16;790;5148;3;;2.4;0;1;;;;;;9;4;12.93
MCOAVC;2013;650000417;650783160;1;4;526;4055;1;;0.3;0;1;1;;0.3;0;1;11;1;11.65
MCOAVC;2013;660000084;660780180;1;8;1206;2597;6;3;7.7;1;0;6;3;7.7;1;0;20;5;22.82
MCOAVC;2013;670783273;670780055;1;34;1690;11323;8;2;7.17;1;0;7;0;5.17;1;0;61;18;67.7
MCOAVC;2013;680000684;680000973;1;15;441;5097;6;;6;;;6;;6;0;1;6;4;7.88
MCOAVC;2013;680004546;680000486;1;15;531;5784;4;0;2;0;1;3;0;1.4;0;1;15;4;17.6
MCOAVC;2013;690000575;690782222;1;14;514;4923;;;;;;;;;;;;;
MCOAVC;2013;690784178;690781810;1;35;1107;7269;;;;;;2;2;3.75;1;0;40;5;29.64
MCOAVC;2013;690784194;690781810;1;4;202;1754;;;;;;;;;;;4;1;4.22
MCOAVC;2013;710978263;710780958;1;4;688;1358;6;2;1;0;1;6;1;1;0;1;;;
MCOAVC;2013;720000033;720000025;1;15;923;4327;;5;1.5;0;1;;5;1.5;0;1;;3;2
MCOAVC;2013;730000031;730000015;1;16;551;5424;;;;;;;;;;;64;7;63.13
MCOAVC;2013;740000237;740781133;1;15;635;4522;2;1;2.24;0;1;2;1;2.24;0;1;7;10;16.41
MCOAVC;2013;750000499;750140014;1;35;1387;11677;5;3;4.8;1;;5;3;4.8;;;77;6;74.76
MCOAVC;2013;750000523;750150120;1;16;1043;8351;3;1;3.88;1;0;3;1;3.88;1;0;23;2;16.37
MCOAVC;2013;750000549;750150229;1;8;333;1718;1;;1;0;1;1;;1;0;1;35;9;31.35
MCOAVC;2013;750100042;750712184;1;35;1028;7779;6;2;5.5;1;0;6;2;5.5;1;0;45;2;45.8
MCOAVC;2013;750100125;750712184;1;26;943;8590;3;4;5.1;;;3;4;5.1;;;55;5;59
MCOAVC;2013;750100232;750712184;1;28;1021;9183;;;;;;;;;;;;;
MCOAVC;2013;750100273;750712184;1;22;795;7124;8;3;6.8;1;0;2;4;3.9;1;0;29;2;30.6
MCOAVC;2013;760000158;760780239;1;30;1329;10092;;;;;;;;;;;69;28;87.41
MCOAVC;2013;760805770;760780726;1;20;453;2402;3;;1.97;0;1;3;;1.97;0;1;28;12;37.78
MCOAVC;2013;770000446;770700185;1;26;529;5758;0;7;1.6;1;;0;7;1.6;1;;;1;0.08
MCOAVC;2013;780000287;780110011;1;12;432;894;5;0;1.2;0;1;5;0;1.2;0;1;17;10;15.83
MCOAVC;2013;780000311;780001236;1;25;454;1236;1;1;1.94;0;1;1;1;1.94;0;1;13;2;13.57
MCOAVC;2013;780800256;780110078;1;24;885;6022;11;4;10.46;1;0;;;;;;30;3;31.32
MCOAVC;2013;790000087;790000012;1;20;1127;6255;4;1;4;0;1;4;1;4;0;1;29;8;32.65
MCOAVC;2013;800000192;800000044;1;20;672;2056;13;3;6.45;1;;13;3;6.45;1;0;42;3;43.72
MCOAVC;2013;810000224;810000471;1;4;313;1269;3;;3;0;1;3;;3;0;1;;;
MCOAVC;2013;810000505;810000331;1;6;393;1747;3;4;0.88;0;1;3;4;0.88;0;1;30;8;10.7
MCOAVC;2013;810000521;810000380;1;4;332;864;4;1;0.41;0;1;4;;0.4;0;1;28;14;14.82
MCOAVC;2013;820000032;820000016;1;6;640;2272;4;1;0.52;0;1;4;1;0.52;0;1;21;4;17.08
MCOAVC;2013;830000345;830100616;1;16;856;4854;2;;0.8;;;2;;0.8;;;5;4;11.66
MCOAVC;2013;830100574;750821092;1;12;384;2635;4;;3;1;1;4;;3;1;1;25;;25
MCOAVC;2013;840001861;840006597;1;17;132;886;5;0;0.5;0;1;5;0;0.5;;;6;;1.5
MCOAVC;2013;850000142;850000019;1;10;299;3192;;4;1;;;;4;1;0;1;9;32;17.48
MCOAVC;2013;860000223;860013077;1;18;869;7742;5;;2.76;0;1;4;;1.76;0;1;13;;13
MCOAVC;2013;870000064;870000015;1;26;1405;9169;103;75;87.39;;;;;;;;22;5;22.51
MCOAVC;2013;880000021;880007059;1;4;156;1514;;;;0;1;;;;0;1;65;8;57.47
MCOAVC;2013;910000306;910110063;1;14;437;4882;5;;1.52;1;;5;;1.52;1;;1;3;2.3
MCOAVC;2013;910020254;910002773;1;32;732;6406;;;;;;;;;;;11;2;12.83
MCOAVC;2013;920000650;920150059;1;24;939;8053;3;;3;1;1;3;;3;1;1;8;1;8.8
MCOAVC;2013;930000328;930110051;1;12;471;4898;6;1;6.8;1;;6;1;6.8;1;;1;;1
MCOAVC;2013;930000336;930110069;1;32;750;7102;8;;1.57;;;;;;;;;;
MCOAVC;2013;940100027;750712184;1;7;504;2618;2;;2;1;1;2;;2;1;1;10;;10
MCOAVC;2013;940100043;750712184;1;34;801;6079;4;;3.3;;;3;;3;;;41;;25
MCOAVC;2013;950000331;950110049;1;18;597;5437;4;;4;0;1;4;;4;0;1;40;3;31.04
MCOAVC;2013;950000364;950110080;1;4;889;7412;;;;;;;;;;;;;
MCOAVC;2013;970100442;970100228;1;24;606;5586;6;2;6.97;;;;;;;;46;1;47.12
MCOAVC;2013;970211215;970211207;1;17;417;4707;2;;1.2;0;1;1;;0.3;0;1;33;;31.89
MCOAVC;2013;970400024;970408589;1;12;561;3964;2;1;2.8;0;1;2;;2;0;1;14;3;15.2
MCOAVC;2013;970400057;970408589;1;19;627;2447;4;;1;0;1;4;;1;0;1;20;;20
