BOR;AN;FI;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A19;PALIA_A20
PALIA;2013;310780283;310000112;1;4;;;170;0;;;37;1;220;;;;;;;;;
PALIA;2013;310780309;310000120;1;2;;;10;0;;;;0;;;;;;;;;;
PALIA;2013;310780366;310000153;1;14;5;;148;0;;;;0;;;;;;;;;;
PALIA;2013;310780374;310000161;1;4;4;;;1;1;0;12;0;;;;;;;;;;
PALIA;2013;310781000;310788880;1;6;;;203;0;;;;0;;;;;;;;;;
PALIA;2013;310781067;310788898;1;2;0;0;31;1;1;10;183;1;83;;0;;;;;51;90;210
PALIA;2013;310781695;750043994;1;11;;;179;0;;;;1;124;;6;87;87;;;113;;1
PALIA;2013;310782347;310789136;1;12;0;0;233;0;;;;1;1580;0;0;0;;;;538;220;1240
PALIA;2013;310783048;310781406;1;6;;;231;0;;;;0;;;;;;;;;;
PALIA;2013;310783055;310781406;1;8;;;314;0;;;;0;;;;;;;;;;
PALIA;2013;310787304;310781406;1;3;;;98;1;1;10;202;1;2147;0;0;0;0;0;0;966;178;286
PALIA;2013;310792635;310002191;1;4;4;;61;0;;;;0;;;;;;;;;;
PALIA;2013;320000086;320780117;1;8;4;;118;0;;;;1;1377;10;10;125;86;0;39;349;185;185
PALIA;2013;320000102;320780133;1;4;1;0;1411;0;;;;0;;;;;;;;;;
PALIA;2013;320000110;320004310;1;5;3;;76;0;;;;0;;;;;;;;;;
PALIA;2013;320000128;320780158;1;5;3;;;0;;;;0;;;;;;;;;;
PALIA;2013;320000144;320780174;1;2;0;0;85;0;;;;0;;;;;;;;;;
PALIA;2013;320000151;320780182;1;2;1;0;36;0;;;;0;;;;;;;;;;
PALIA;2013;320000169;320780190;1;2;2;;;0;;;;0;;;;;;;;;;
PALIA;2013;320000185;320780216;1;2;2;;42;0;;;;0;;;;;;;;;;
PALIA;2013;330000217;330780347;0;;;;;1;1;12;233;1;28;0;14;508;508;0;0;367;15;83
PALIA;2013;330000340;330780552;1;4;;;84;0;;;;1;648;25;2;385;45;315;25;231;26;36
PALIA;2013;330000555;330781204;0;;;;;0;;;;1;2749;3;2;616;78;136;402;229;5;9
PALIA;2013;330000571;330781220;1;3;0;0;48;0;;;;0;;;;;;;;;;
PALIA;2013;330000589;330027509;1;5;0;0;141;0;;;;1;247;;;;;;;123;;
PALIA;2013;330000597;330027509;1;5;0;0;114;0;;;;0;;;;;;;;;;
PALIA;2013;330000605;330781253;1;3;3;0;39;0;;;;1;1556;33;12;32;0;20;12;303;118;24
PALIA;2013;330000662;330781329;1;9;0;0;196;0;;;;1;1937;;;245;;245;;;;
PALIA;2013;330780081;330000043;0;;;;;0;;;;1;44;;;44;;;;44;;
PALIA;2013;330780115;330000076;1;6;0;0;168;0;;;;0;;;;;;;;;;
PALIA;2013;330780263;330000134;1;11;6;0;112;0;;;;0;;;;;;;;;;
PALIA;2013;330780479;330000274;1;5;0;0;;0;;;;0;;;;;;;;;;
PALIA;2013;330780537;330000324;0;;;;;0;;;;1;514;1;1;26;2;6;18;103;24;2
PALIA;2013;330780743;330056540;1;4;4;;93;0;;;;0;;;;;;;;;;
PALIA;2013;330781303;750821092;1;6;0;0;90;0;;;;0;;;;;;;;;;
PALIA;2013;330781337;330781196;1;3;0;0;80;0;;;;0;;;;;;;;;;
PALIA;2013;330781352;330781196;1;12;0;0;364;1;1;11;210;1;7788;0;0;0;;;;;120;550
PALIA;2013;330781360;330781196;1;4;;2;51;0;;;;0;;;;;;;;;;
PALIA;2013;330783648;330781196;1;5;0;0;250;0;;;;0;;;;;;;;;;
PALIA;2013;340000025;340780048;1;3;3;3;18;0;;;;0;;;;;;;;;;
PALIA;2013;340000033;340780055;1;8;3;;634;0;;;;1;2388;8;;80;33;;47;410;311;
PALIA;2013;340000173;340780451;1;3;;;33;0;;;;0;;;;;;;;;;
PALIA;2013;340000207;340780493;1;12;0;0;321;0;;;;1;6022;0;0;0;0;0;0;488;316;0
PALIA;2013;340000223;340011295;1;8;3;;189;0;;;;1;5806;9;1;248;110;138;150;726;1159;107
PALIA;2013;340000231;340780535;1;6;3;;1102;0;;;;0;;;;;;;;;;
PALIA;2013;340000249;340780543;1;3;0;0;26;0;;;;0;;;;;;;;;;
PALIA;2013;340008275;340780477;1;6;3;;721;0;;;;0;;;;;;;;;;
PALIA;2013;340009018;340008978;1;3;3;;43;0;;;;0;;;;;;;;;;
PALIA;2013;340009885;340009877;1;8;0;0;159;0;;;;0;;;;;;;;;;
PALIA;2013;340015965;340000074;1;3;0;0;248;0;;;;0;;;;;;;;;;
PALIA;2013;340780436;340011295;1;2;;;33;0;;;;0;;;;;;;;;;
PALIA;2013;340780444;340009893;1;3;;;38;0;;;;0;;;;;;;;;;
PALIA;2013;340780667;340000280;1;6;0;0;59;0;;;;0;;;;;;;;;;
PALIA;2013;340780675;340000298;1;8;;;223;0;;;;0;;;;;;;;;;
PALIA;2013;340780683;340000306;1;5;;;4;0;;;;0;;;;;;;;;;
PALIA;2013;340781608;340015171;0;;;;;1;1;12;124;1;98;41;12;241;23;218;0;158;49;80
PALIA;2013;340782036;340780477;1;12;6;;1713;1;1;6;115;1;2707;1;0;0;;;;506;1969;0
PALIA;2013;350000063;220020739;0;;;;;1;1;10;111;0;;;;;;;;;;
PALIA;2013;350000071;750000218;1;5;5;0;36;0;;;;0;;;;;;;;;;
PALIA;2013;350000147;350000022;0;;;;;1;1;13;225;1;446;25;23;241;12;44;176;176;272;108
PALIA;2013;350000154;350000030;1;3;0;0;47;1;1;5;70;1;672;20;2;792;209;247;336;316;38;46
PALIA;2013;350000162;350000048;0;;;;;0;;;;1;1217;16;2;607;129;221;257;216;115;33
PALIA;2013;350000204;350023248;1;2;0;0;36;0;;;;0;;;;;;;;;;
PALIA;2013;350000410;350002291;1;3;0;0;27;0;;;;0;;;;;;;;;;
PALIA;2013;350000436;350002317;1;3;3;;;0;;;;0;;;;;;;;;;
PALIA;2013;350000444;350048518;1;2;;;21;0;;;;0;;;;;;;;;;
PALIA;2013;350000741;350005179;1;10;0;0;;0;;;;1;443;5;5;60;22;27;11;310;699;757
PALIA;2013;350002192;220020739;1;9;4;0;148;1;1;6;86;0;;;;;;;;;;
PALIA;2013;350002812;350023503;0;;;;;1;1;8;234;0;;;;;;;;;;
PALIA;2013;350005021;440042844;1;3;3;0;13;1;1;6;92;1;240;48;4;303;33;159;111;237;49;175
PALIA;2013;350005146;350000733;1;4;0;0;71;0;;;;0;;;;;;;;;;
PALIA;2013;350016135;350000055;1;3;3;;61;0;;;;0;;;;;;;;;;
PALIA;2013;360000038;360000046;1;4;0;0;32;0;;;;0;;;;;;;;;;
PALIA;2013;360000137;360000053;1;20;5;0;189;0;;;;1;2947;;;;;;;310;424;
PALIA;2013;360000145;360000061;1;2;0;0;56;0;;;;0;;;;;;;;;;
PALIA;2013;360000160;360000079;1;4;2;0;73;0;;;;0;;;;;;;;;;
PALIA;2013;360003149;360000053;1;;;;;0;;;;0;;;;;;;;;;
PALIA;2013;370000093;370000192;1;9;;;141;0;;;;0;;;;;;;;;;
PALIA;2013;370000515;370000481;0;;;;;0;;;;1;1;;;;;;;;;
PALIA;2013;370000531;370000606;1;4;4;0;;0;;;;1;1864;1;;27;15;12;0;212;0;0
PALIA;2013;370000861;370000481;1;14;0;0;198;0;;;;1;508;;;;;;;3987;89;24
PALIA;2013;370001109;370002701;0;;;;;1;1;10;207;0;;;;;;;;;;
PALIA;2013;370004467;370000481;1;4;0;0;94;0;;;;1;97;;;;;;;;;
PALIA;2013;370007569;370007528;1;18;0;0;421;0;;;;1;155;0;2;0;0;0;0;493;10;5
PALIA;2013;380000034;380780049;1;5;;;424;0;;;;1;3472;;;;;;;276;;
PALIA;2013;380000042;380780056;1;3;;;;0;;;;0;;;;;;;;;;
PALIA;2013;380000059;380780072;1;3;;;26;0;;;;0;;;;;;;;;;
PALIA;2013;380000067;380780080;1;16;;;525;1;1;10;270;1;7126;;;;;;;715;138;175
PALIA;2013;380000091;380780171;1;3;0;0;41;0;;;;0;;;;;;;;;;
PALIA;2013;380000174;380781435;1;16;8;0;128;0;;;;1;4001;13;5;58;20;38;0;401;162;124
PALIA;2013;380000406;380784751;1;3;0;0;35;0;;;;1;2334;10;18;769;;;;190;;
PALIA;2013;380012658;380012609;1;11;0;0;54;0;;;;1;2592;0;0;0;;;;259;20;19
PALIA;2013;380780379;380798249;1;5;5;;42;0;;;;0;;;;;;;;;;
PALIA;2013;380785956;380795211;1;3;0;0;64;0;;;;0;;;;;;;;;;
PALIA;2013;390000040;390780146;1;3;0;0;49;0;;;379;1;1893;6;5;25;5;14;6;398;14;14
PALIA;2013;390000065;390780161;1;3;0;0;67;0;;;;1;689;1;0;2;0;2;0;75;67;14
PALIA;2013;390000131;390780377;1;2;2;;13;0;;;;0;;;;;;;;;;
PALIA;2013;390000214;390780591;0;;;;;0;;;;1;249;2;0;22;0;20;2;91;21;0
PALIA;2013;390000222;390780609;1;3;1;0;87;0;;;;1;5310;13;3;57;20;25;12;356;70;70
PALIA;2013;400000105;400780193;1;5;;;178;0;;;;1;4585;23;9;399;176;198;25;385;77;108
PALIA;2013;400000139;400011177;1;5;0;0;114;0;;;;1;4578;13;16;37;1;24;12;379;5;75
PALIA;2013;400000147;400780268;1;3;0;0;60;0;;;;0;;;;;;;;;;
PALIA;2013;400000261;400780458;1;2;2;0;27;0;;;;0;;;;;;;;;;
PALIA;2013;410000020;410000087;1;12;6;0;173;0;;;;1;4327;26;8;598;134;118;346;787;39;112
PALIA;2013;410000038;410000095;1;9;0;0;152;0;;;;1;388;0;0;0;0;0;0;117;26;0
PALIA;2013;410000046;410000103;1;6;2;0;46;0;;;;0;;;;;;;;;;
PALIA;2013;410000053;410000111;1;2;1;;715;0;;;;0;;;;;;;;;;
PALIA;2013;410000178;410000137;1;5;5;0;43;0;;;;0;;;;;;;;;;
PALIA;2013;410000202;410000319;1;12;;;199;0;;;7324;0;;;;;;;;;;
PALIA;2013;420000010;420780033;1;5;;;48;0;;;;1;1811;22;3;870;105;249;516;441;90;45
PALIA;2013;420000226;420013831;1;3;0;0;152;0;;;;0;;;;;;;;;;
PALIA;2013;420000234;420780652;0;;;;;0;;;;1;3410;17;1;5745;5577;168;0;502;209;1502
PALIA;2013;420000242;420780660;1;8;8;;97;0;;;;0;;;;;;;;;;
PALIA;2013;420000267;420013831;1;4;0;0;107;0;;;;1;2858;19;3;9035;6652;2591;789;547;57;195
PALIA;2013;420010241;420013492;1;6;;;128;0;;;;0;;;;;;;;;;
PALIA;2013;420780546;420000168;1;4;0;0;9;0;;;;0;;;;;;;;;;
PALIA;2013;420780637;420002495;1;3;0;0;32;0;;;;1;2538;;;;;;;141;;
PALIA;2013;420782559;420784878;0;;;;;1;1;8;226;1;323;33;4;114;23;56;4;944;840;660
PALIA;2013;420782567;420784878;1;3;0;0;72;0;;;;0;;;;;;;;;;
PALIA;2013;420785354;420784878;1;9;0;0;371;0;;;;0;;;;;;;;;;
PALIA;2013;430000117;430000018;1;9;2;0;104;0;;;;1;2667;2;6;;;;;330;313;324
PALIA;2013;430000190;430000034;1;1;0;0;31;0;;;;0;;;;;;;;;;
PALIA;2013;430000307;430000067;1;2;2;0;15;0;;;;1;33;1;1;18;4;14;0;33;28;0
PALIA;2013;430000356;430000091;1;2;0;0;28;0;;;;0;;;;;;;;;;
PALIA;2013;440000016;440000057;1;9;;;;0;;;;1;318;35;6;84;45;37;2;578;87;112
PALIA;2013;440000271;440000289;1;;;;261;1;1;8;211;1;;;;;;;;;;
PALIA;2013;440000396;440000297;1;5;0;0;102;0;;;;1;362;26;0;153;;153;;172;84;27
PALIA;2013;440000503;440000313;1;4;2;;122;0;;;;1;1038;14;5;299;184;111;4;295;120;7
PALIA;2013;440000560;850009010;1;10;7;0;152;0;;;;1;321;15;4;51;24;11;16;232;104;100
PALIA;2013;440000883;440042141;1;10;8;0;87;0;;;;0;;;;;;;;;;
PALIA;2013;440001113;490017258;1;12;;;121;0;;;;0;;;;;;;;;;
PALIA;2013;440001253;440028538;1;6;0;0;17;0;;;;0;;;;;;;;;;
PALIA;2013;440001261;440028538;1;0;;;59;0;;;;0;;;;;;;;;;
PALIA;2013;440001287;440041531;1;6;0;0;113;0;;;;0;;;;;;;;;;
PALIA;2013;440002459;440001501;1;6;;;66;0;;;;1;5;;1;;;;;;546;
PALIA;2013;440017598;440000289;1;4;;;;0;;;;0;;;;;;;;;;
PALIA;2013;440023364;440006377;1;16;0;0;362;0;;;;0;;;;;;;;;;
PALIA;2013;440024669;440042844;1;10;10;;105;0;;;;0;;;;;;;;;;
PALIA;2013;440024982;440000461;1;4;;;129;0;;;;0;;;;;;;;;;
PALIA;2013;440048239;440041895;1;4;;;85;0;;;;0;;;;;;;;;;
PALIA;2013;440050433;440041895;1;16;12;0;170;0;;;;0;;;;;;;;;;
PALIA;2013;450000021;450000088;1;0;0;0;64;0;;;;0;;;;;;;;;;
PALIA;2013;450000062;450000104;1;10;4;0;93;0;;;;1;1676;15;1;41;0;41;0;318;60;0
PALIA;2013;450000070;450000112;1;5;3;;50;0;;;;0;;;;;;;;;;
PALIA;2013;450002613;450000088;1;37;6;0;273;0;;;;1;2834;0;3;0;;;;735;558;45
PALIA;2013;460000045;460780083;1;2;0;0;37;0;;;;0;;;;;;;;;;
PALIA;2013;460000052;460780091;1;4;2;;86;0;;;;1;1205;2;2;160;73;4;83;220;60;41
PALIA;2013;460000102;460780208;1;5;3;0;88;0;;;;0;;;;;;;;;;
PALIA;2013;460000110;460780216;1;8;0;0;185;0;;;;1;1886;0;0;0;0;0;0;166;543;0
PALIA;2013;460006075;460006067;1;2;;;52;0;;;;0;;;;;;;;;;
PALIA;2013;470000027;470014069;1;5;0;0;86;0;;;;0;;;;;;;;;;
PALIA;2013;470000431;470000324;1;5;;;83;0;;;;1;986;6;4;172;48;9;106;233;76;3
PALIA;2013;470000480;470001660;0;;;;;0;;;;1;109;2;1;12;4;4;4;121;3;5
PALIA;2013;470005406;470000316;1;5;0;0;158;0;;;;1;851;10;4;767;131;34;602;195;34;0
PALIA;2013;480000017;480780097;1;5;;;158;0;;;;1;996;18;19;239;213;26;;226;195;27
PALIA;2013;480000041;480780139;1;2;;;;0;;;;0;;;;;;;;;;
PALIA;2013;490000049;490000031;1;8;0;0;111;1;1;5;205;1;181;45;14;61;20;40;1;383;192;576
PALIA;2013;490000155;490017258;1;14;;;231;0;;;;0;;;;;;;;;;
PALIA;2013;490000239;490015765;1;2;2;;20;0;;;;0;;;;;;;;;;
PALIA;2013;490000254;490015765;1;3;1;;28;0;;;;0;;;;;;;;;;
PALIA;2013;490000262;490000171;1;3;;;49;0;;;;0;;;;;;;;;;
PALIA;2013;490000320;490000395;1;2;;;39;0;;;;0;;;;;;;;;;
PALIA;2013;490000494;490000429;1;2;0;0;30;0;;;;0;;;;;;;;;;
PALIA;2013;490000569;490000437;1;4;4;0;26;0;;;;0;;;;;;;;;;
PALIA;2013;490000601;490015856;1;3;3;0;67;0;;;;1;26;16;5;150;;150;;236;0;59
PALIA;2013;490000635;490000676;1;10;0;0;130;0;;;;1;1881;26;5;88;27;19;42;299;56;68
PALIA;2013;490001765;490528452;1;7;4;0;188;0;;;;1;401;;;;;;;173;16;20
PALIA;2013;490004256;490001716;1;2;0;0;33;0;;;;0;;;;;;;;;;
PALIA;2013;490009248;490535168;1;6;6;0;132;0;;;;0;;;;;;;;;;
PALIA;2013;490532173;530000025;1;2;2;0;29;0;;;;0;;;;;;;;;;
PALIA;2013;490537818;490011384;0;;;;;0;;;;1;4;0;1;0;0;0;0;0;0;0
PALIA;2013;500000021;500000054;0;;;;;0;;;;1;1719;1;1;120;115;9;;376;;
PALIA;2013;500000146;500000500;1;7;0;0;129;0;;;;0;;;;;;;;;;
PALIA;2013;500000187;500000013;1;8;0;0;;0;;;;1;3329;22;5;3191;;655;2536;991;125;72
PALIA;2013;500000195;500000039;1;3;;;67;0;;;;0;;;;;;;;;;
PALIA;2013;500000302;500000062;1;3;;;23;0;;;;0;;;;;;;;;;
PALIA;2013;500000435;500000104;1;5;0;0;71;0;;;;0;;;;;;;;;;
PALIA;2013;500000450;500000112;1;5;0;0;68;0;;;;1;3829;1;;1;;1;;187;68;
PALIA;2013;500000476;500000138;1;4;;;54;0;;;39;0;;;;;;;;;;
PALIA;2013;500000591;500000393;0;;;;;0;;;;1;1381;1;1;157;0;125;32;;;
PALIA;2013;510000169;510000037;1;5;0;0;31;0;;;;1;11238;9;4;2440;35;780;519;1300;102;155
PALIA;2013;510000185;510000532;1;5;;;220;0;;;;0;;;;;;;;;;
PALIA;2013;510000235;510000060;1;5;;;60;0;;;;0;;;;;;;;;;
PALIA;2013;510000250;510000078;1;6;0;0;52;0;;;;0;;;;;;;;;;
PALIA;2013;510000466;510000102;1;2;0;0;17;0;;;;0;;;;;;;;;;
PALIA;2013;510000516;510000136;1;10;;;247;0;;;;1;5764;1;2;462;458;0;4;691;92;103
PALIA;2013;510002447;510000029;1;13;0;0;314;0;;;;0;;;;;;;;;;
PALIA;2013;510002454;510000029;0;;;;;1;1;14;261;1;1082;16;6;816;275;205;336;419;36;38
PALIA;2013;510002470;510000029;1;2;0;2;61;0;;;;1;57;;0;16;0;7;9;18;8;6
PALIA;2013;510004302;510000029;1;12;0;0;262;0;;;;0;;;;;;;;;;
PALIA;2013;510012040;510000557;1;5;;;71;0;;;;0;;;;;;;;;;
PALIA;2013;520000043;520780057;1;5;0;0;180;0;;;;1;2529;8;4;397;98;260;39;201;84;73
PALIA;2013;520000068;520780073;1;6;;;83;0;;;;1;6828;8;7;183;4;28;151;519;45;12
PALIA;2013;530000017;530000025;1;4;4;0;48;0;;;;1;441;17;1;550;403;85;62;406;4610;1359
PALIA;2013;530000132;530007202;1;3;;;26;0;;;;1;116;6;1;;;;;;;
PALIA;2013;530000140;530000058;1;5;0;0;75;0;;;;0;;;;;;;;;;
PALIA;2013;530000165;530000066;1;4;1;;50;0;;;;0;;;;;;;;;;
PALIA;2013;530000173;530000074;1;3;0;0;62;0;;;;1;1180;22;8;593;48;171;374;206;107;24
PALIA;2013;530000181;530007202;1;2;;;57;0;;;;1;65;6;1;61;;52;9;162;14;6
PALIA;2013;530000264;530000371;1;3;0;0;51;0;;;;1;1502;18;3;128;40;42;46;369;1344;413
PALIA;2013;540000023;540000049;0;;;;;0;;;;1;2018;6;0;1274;;;;150;22;7
PALIA;2013;540000072;540014081;1;6;;;65;0;;;;0;;;;;;;;;;
PALIA;2013;540000155;540000080;0;;;;;0;;;;1;230;3;4;71;52;19;;120;21;0
PALIA;2013;540000270;540003399;1;5;5;;48;0;;;;1;1903;2;2;1690;213;325;1152;106;0;0
PALIA;2013;540000296;540000106;1;5;;;63;0;;;;0;;;;;;;;;;
PALIA;2013;540000395;540000122;1;6;6;;42;0;;;;0;;;;;;;;;;
PALIA;2013;540000486;540000932;1;8;0;0;450;0;;;;0;;;;;;;;;;
PALIA;2013;540000585;540006707;1;13;13;;113;0;;;;0;;;;;;;;;;
PALIA;2013;540001096;570010181;1;7;;;97;0;;;;1;800;2;1;21;0;0;21;157;;
PALIA;2013;540001104;540000882;1;8;4;;43;0;;;;1;322;3;2;180;6;174;0;199;38;0
PALIA;2013;540001138;540002078;0;;;;;1;1;15;245;1;1169;12;3;66;26;40;;415;5368;0
PALIA;2013;540001286;540003019;1;12;;;219;0;;;;1;2174;0;0;0;;;;284;25;36
PALIA;2013;540002698;540002078;1;11;;1;420;0;;;;0;;;;;;;;;;
PALIA;2013;550000012;550000020;1;8;2;0;63;0;;;;1;2792;7;1;119;19;23;77;334;96;40
PALIA;2013;550000038;550000046;1;3;0;0;55;0;;;;0;;;;;;;;;;
PALIA;2013;550000434;550003354;1;8;3;;116;0;;;;1;1096;3;5;342;326;16;25;476;91;168
PALIA;2013;560000127;560023210;1;7;0;0;163;0;;;;1;816;10;2;62;2;35;25;297;112;62
PALIA;2013;560000135;560005746;1;12;;;300;0;;;;1;1635;26;6;127;28;71;28;418;105;70
PALIA;2013;560000143;560014748;0;;;;;0;;;;1;1233;;;0;;;;;;
PALIA;2013;560000184;560006017;0;;;;;1;2;8;116;0;;;;;;;;;;
PALIA;2013;560000291;560000085;1;2;;;594;0;;;;0;;;;;;;;;;
PALIA;2013;560000366;560000259;1;6;0;0;90;0;;;;0;;;;;;;;;;
PALIA;2013;560008799;560013989;1;20;0;0;;0;;;;0;;;;;;;;;;
PALIA;2013;560015422;560002214;1;4;4;;49;0;;;;0;;;;;;;;;;
