BOR;AN;FI;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A37;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42
PSY2;2013;570000349;570005165;416;;;1;1;16;1;;;1;1;16;1;1162;;;0;1;33;1;;;;;;;;;;;;;;;;1;2.5;0;;0;;0;;0;
PSY2;2013;570000596;750821092;276;1;;;;;;;;;;;;5952;22;;;;;;1146;;;;;;;4033;;;;;;;4;0;;0;;0;;0;;0;
PSY2;2013;570000885;570000133;9481;35;;;;144;57;;;;;;;53808;3874;;;;7734;1591;17680;106;;;;118;9;78297;131;;;;405;51;25.8;1;0.2;1;3.8;0;;0;;1;20.24
PSY2;2013;570000893;570000141;8435;286;43;;39;305;191;298;43;;42;391;202;89120;46443;7727;;4507;5802;3596;15662;5;21;;;239;33;77513;509;94;;22;607;138;30.4;1;1;0;;0;;1;231.69;;
PSY2;2013;570001016;570000513;2047;80;2;2;10;388;148;94;0;2;10;809;151;88046;2369;724;28;566;15578;4171;5264;0;0;0;0;0;0;114319;152;0;5;0;2467;265;31.43;1;3.67;0;;1;31.53;0;;0;
PSY2;2013;570001099;570023630;361;;;;;;;;;;;;;12045;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;570002287;570001230;537;;;;;;;;;;;;;24235;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;570005256;570005165;209;;;;;103;2;;;;;142;2;10829;;;;;5855;22;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;570010181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;1;0.2;0;;0;;0;;0;
PSY2;2013;570015750;570005165;4299;;;;;;;;;;;;;;;;;;;;1378;;;;;;;41849;;;;;;;;1;5.2;0;;0;;0;;0;
PSY2;2013;570023309;570023283;39;;;;;;;;;;;;;4825;;;;;;;749;;;;;;;;;;;;;;1.5;0;;0;;0;;0;;0;
PSY2;2013;580780237;580000099;718;;;;;;;;;;;;;34510;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;580972636;580780971;7703;55;2;;9;106;55;86;2;;10;191;60;46325;2681;721;;56;5687;1628;13176;1113;;;;1872;230;83194;1330;;;1640;3489;90;24;1;0.5;0;;0;;0;;0;
PSY2;2013;580972693;580780039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;1.64;0;;;
PSY2;2013;590000014;590780052;;;;;;;;6;;;;47;9;;;;;;;;;;;;;;;;;;;;;;4.1;0;;0;;0;;0;;0;
PSY2;2013;590000105;590780193;177;86;;12;;74;14;90;;12;;74;14;1163;3073;;;;3500;98;3956;;;;;;;;;;;;;;;1;1.4;1;;1;;0;;1;
PSY2;2013;590000428;590781605;557;16;;;;164;1;16;;;;164;1;22910;2313;;;;10653;1;;;;;;;;;;;;;;;11.6;;1.04;;;;22.77;;;;
PSY2;2013;590000469;590781662;217;10;;;;33;3;10;;;;36;6;3439;305;;;;319;17;;;;;;;;3795;10;;;;1;;;1;2;0;;0;;0;;0;
PSY2;2013;590000535;590781803;497;25;3;0;2;129;5;25;3;0;2;150;5;21511;2272;1087;0;13;4273;284;4052;101;;;;32;;;;;;;;;;1;;0;;0;;0;;0;
PSY2;2013;590000592;590782165;306;10;3;;3;157;8;10;3;;3;172;9;10449;1015;432;;99;8249;279;7474;27;;;;78;;12375;23;;;;269;;;;;;;;;;;;
PSY2;2013;590000600;590782207;525;4;1;;;75;6;;;;;;;15398;697;11;;;6799;105;;;;;;;;;;;;;;;7.9;0;;0;;0;;0;;0;
PSY2;2013;590000782;590782660;19945;83;7;2;41;541;183;86;7;2;57;569;195;59917;5609;781;24;390;12479;3861;26267;88;;;;223;;236171;2113;252;;;11619;683;66.6;1;1.83;0;;1;25.83;0;;0;
PSY2;2013;590000790;590782678;1400;24;3;1;8;194;101;36;4;1;10;252;126;55221;2948;467;13;95;4925;1593;11717;213;0;0;0;269;0;103553;339;0;0;19;628;251;47;1;0.6;0;;1;9.15;0;;0;
PSY2;2013;590001004;590783239;624;16;1;;7;93;4;18;1;;9;128;6;12699;914;58;;44;2456;122;7171;40;;;;257;;73132;1041;;;3161;486;;;0;;0;;0;;0;;0;
PSY2;2013;590001418;590034740;22635;96;2;3;33;477;179;120;4;3;36;669;243;85695;5982;72;381;329;13014;3953;23581;397;37;0;0;1077;369;225003;1038;2;3;72;2586;615;75;1;1;0;;1;37.52;0;;0;
PSY2;2013;590002317;590799912;28;;;;;;;;;;;;;;;;;;;;2759;;;;;;;;;;;;;;0.39;0;;0;;0;;0;;0;
PSY2;2013;590005245;;559;;;;;;;;;;;;;27117;;;;;;;3037;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;590009148;810002519;83;;;;;;;;;;;;;13221;;;;;;;;;;;;;;;;;;;;;2;0;;0;;0;;0;;0;
PSY2;2013;590009528;590782165;30;;;;;;;;;;;;;;;;;;;;2981;;;;;;;;;;;;;;8.2;1;0.2;0;;0;;0;;0;
PSY2;2013;590016408;590016358;323;;;;;;;;;;;;;9441;;;;;;;1775;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;590044665;750720575;70;;;;;;;;;;;;;7414;;;;;;;4229;;;;;;;;;;;;;;;0;;0;;1;27.14;0;;0;
PSY2;2013;590053955;;1100;;;;;;;;;;;;;38443;;;;;;;15753;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;590785341;750005068;613;;;;;;;;;;;;;;;;;;;;5482;;;;;;;5574;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;590787529;590782215;1183;41;7;8;9;242;17;;;;;;;22934;1780;459;88;91;7794;447;16013;79;359;0;0;806;16;79238;108;78;1;7;339;91;30.7;1;1.1;1;0.9;0;;0;;0;
PSY2;2013;590797353;590051801;322;;;;;;;;;;;;;5921;;;;;;;544;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;590816427;590781829;491;;;;;;;;;;;;;21966;;;;;;;3084;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;600000012;600100028;21619;231;5;1;60;954;189;241;5;1;91;1025;197;185387;20911;272;14;727;60366;6254;39182;316;;;1;1408;24;312881;184;4;;97;1373;180;128.2;1;3.2;1;28.21;0;;0;;0;
PSY2;2013;600009054;600000798;402;;;;;;;;;;;;;402;;;;;;;;;;;;;;;;;;;;;3;0;;0;;0;;0;;0;
PSY2;2013;600107049;;2425;;;;;;;;;;;;;259;;;;;;;9784;;;;;;;11072;;;;;;;5.5;0;;0;;1;5.5;0;;0;
PSY2;2013;610000028;610780025;996;46;7;0;17;211;91;47;7;0;18;223;95;48135;4830;1629;0;76;7687;1698;15086;886;0;0;0;341;283;108499;1102;;;;5795;;;1;1;1;3.1;1;32.93;0;;0;
PSY2;2013;610788325;610780165;240;12;;;;51;3;;;;;;;9368;809;;;;1539;283;5874;598;;;;613;;29189;355;;;;861;63;;1;;0;;0;;0;;0;
PSY2;2013;620000034;620100057;856;19;6;;6;130;15;19;6;;6;130;15;22668;3885;;;;3821;515;;;;;;;;;;;;;;;13.6;1;1.1;0;;0;;0;;0;
PSY2;2013;620000059;620100073;605;11;;;;1;1;;;;;;;7861;;;;;;;380;;;;;;;5772;14;;;;1;1;2;0;;0;;0;;0;;0;
PSY2;2013;620000240;620100677;3838;17;0;0;1;165;29;9;;;1;154;34;22833;2408;;;21;5705;438;5602;;;;;;;28688;63;;;;287;;;1;0.9;0;;1;;0;;0;
PSY2;2013;620000257;620100685;618;16;3;1;2;123;34;17;3;1;2;131;35;26447;1423;730;18;30;3671;584;6206;929;40;;;;;17542;556;60;;;361;150;;1;;0;;0;;0;;;
PSY2;2013;620000281;620101287;2461;38;8;0;67;416;290;40;10;0;87;444;327;103405;5046;2840;;700;11683;6496;21127;;;;;;;169764;;;;;;;55;1;1.1;0;;0;;0;;0;
PSY2;2013;620000323;620101337;1895;18;5;;;92;11;18;5;;;94;11;14767;1543;365;;;3337;616;3314;105;12;;;;;33031;;60;;;49;8;;1;;0;;0;;0;;0;
PSY2;2013;620000638;;116;;;;;;;;;;;;;16056;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;620000653;620103440;2816;25;;;;137;;;;;;;;23058;2746;;;;4859;;2706;42;;;;5;;44109;416;;;;401;;;1;;0;;0;;0;;0;
PSY2;2013;620001834;;263;1;1;;1;43;15;1;1;;1;66;17;15262;47;365;;14;935;452;;;;;;;;;;;;;;;;1;;0;;0;;0;;0;
PSY2;2013;620002154;620112607;35;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;10;1;9.17;0;;1;16.07;0;;0;
PSY2;2013;620003202;620103432;1686;7;;;;62;;7;;;;65;;13622;740;;;;698;;11273;88;;;;485;;8013;37;;;;97;;6;1;1;1;0.1;0;;0;;0;
PSY2;2013;620003475;620100685;145;;;;;;;;;;;;;2349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;620018143;620100057;0;;;;;;;;;;;;;0;;;;;;;0;;;;;;;0;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;620024349;620024299;925;;;;;;;;;;;;;27465;;;;;;;6227;;;;;;;;;;;;;;;0;;0;;1;11.2;0;;0;
PSY2;2013;620025387;620025361;886;;;;;;;;;;;;;22886;;;;;;;6324;;;;;;;;;;;;;;;0;;0;;1;10.03;0;;0;
PSY2;2013;620100347;590039863;607;;;;;;;;;;;;;21338;;;;;;;51;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;620105973;590039863;17;;;;;;;;;;;;;6167;;;;;;;;;;;;;;;;;;;;;0.23;0;;0;;0;;0;;0;
PSY2;2013;630000412;630780997;361;1;;;;1;;;;;;;;;;;;;;;1666;2;;;;12;;2946;3;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;630000446;630781029;268;13;0;0;0;49;1;25;0;0;0;54;1;7174;729;;;;878;7;6462;21;;;;;;16053;78;;;;78;;;1;;0;;0;;0;;0;
PSY2;2013;630780195;630786754;8975;119;5;4;35;328;140;;;;;;;72786;7177;747;29;415;15434;5187;45743;1562;125;0;0;1182;162;86377;1495;24;4;325;1510;116;37.69;0;;0;;0;;0;;0;
PSY2;2013;630780401;630000172;1005;;;;;;;;;;;;;37389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;630781417;630000578;781;;;;;;;;;;;;;24355;;;;;;;1729;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;630781771;630780989;1733;;;2;;112;9;;;2;;118;10;53254;;;26;;2537;251;18204;;;;;8;;31157;;;;;2;;;;;;;1;5;;;;
PSY2;2013;630781821;750043994;977;;;;;;;;;;;;;39157;;;;;;;7440;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;640000162;640780417;1132;;;;;;;;;;;;;3745;;;;;;;5455;;;;;;;11953;;;;;;;;1;;0;;1;;1;;0;
PSY2;2013;640000436;640780862;2292;75;3;8;22;574;37;56;4;6;29;495;22;66834;5066;390;103;1087;33550;1145;34440;396;190;2;0;3038;17;0;0;0;0;0;0;0;57.05;0;;0;;1;54.85;0;;0;
PSY2;2013;640007019;;448;;;;;;;;;;;;;24352;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;0;;0;
PSY2;2013;640017521;640790374;438;;;;;;;;;;;;;;;;;;;;;;;;;;;7531;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;640780334;640000147;52;;;;;;;;;;;;;;;;;;;;601;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;640780409;640000154;666;;;;;;;;;;;;;17628;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;640781365;640014601;522;;;;;;;;;;;;;15063;;;;;;;2222;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;640781399;640000683;544;;;;;;;;;;;;;17756;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;640784278;640780417;5866;31;;6;;293;41;16;;6;;237;46;29844;1141;;113;;6831;813;5797;0;;16;;148;4;85194;313;;52;;4641;293;;;;;;;;;;;
PSY2;2013;650000060;650780174;10944;50;2;3;6;332;127;50;3;3;8;352;127;60682;2329;7;82;278;11969;6565;28214;42;;;;1327;134;116952;613;8;28;66;5784;1426;30.1;1;0.1;1;18.96;1;24.23;0;;0;
PSY2;2013;650780729;650000276;517;;;;;1;;;;;;;;14366;;;;;14;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;650780737;650000284;411;;;;;;;;;;;;;15211;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;660000092;660780198;12919;91;7;;20;606;207;93;7;;20;633;216;50648;3315;1557;;177;17140;7284;23575;414;94;;;3349;689;163671;1433;77;;74;7588;1520;55.8;1;3;1;7.26;1;50.37;0;;1;19.94
PSY2;2013;660000142;;1549;;;;;;;;;;;;;38902;;;;;;;6180;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;660000365;;969;;;;;;;;;;;;;780;;;;;;;189;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;660780214;660000118;268;;;;;;;;;;;;;20863;;;;;;;;;;;;;;;;;;;;;2;0;;0;;0;;0;;0;
PSY2;2013;670000025;670780055;593;32;0;4;2;125;26;36;0;4;2;155;27;20674;1402;0;106;3;3608;751;3652;;;;;;;;;;;;;;;1;3.5;0;;1;26.39;0;;;
PSY2;2013;670000058;670013366;2871;49;21;0;7;335;400;68;26;0;7;343;422;108154;4896;3790;;40;10533;6571;58000;623;333;;0;1187;145;;;;;;;;90.6;1;1.9;1;48.95;1;2.62;0;;1;19.25
PSY2;2013;670000603;670781152;7681;59;15;;4;297;230;59;15;;4;297;232;53501;4402;1223;;49;12477;;29111;1126;243;;;1430;289;81842;824;241;;2;3370;790;;1;73.6;1;601.57;1;47.6;0;;0;
PSY2;2013;670013754;;834;3;1;;;42;15;3;1;;;60;17;12932;208;18;;;1531;182;2787;;42;;;;;8230;;22;;;11;11;3;0;;0;;0;;0;;0;
PSY2;2013;680000627;680000486;6483;19;2;1;9;109;34;8;5;;9;127;40;26986;609;166;194;94;2064;564;11643;113;;;;;;42886;81;1;;;19;;;1;0.55;1;0.5;0;;0;;0;
PSY2;2013;680000684;680000973;5667;2;1;;;4;;2;1;;;4;;15637;;;;;;;9969;;175;;;14;;39194;2;;;;29;;18.5;1;1;0;;1;;0;;0;
PSY2;2013;680000874;680001179;14198;104;20;;68;762;133;82;16;;30;620;151;82679;6987;1307;0;212;22872;4451;31006;891;193;0;0;907;15;134571;1697;960;0;1799;4824;464;41.9;1;1.18;1;85.95;1;23.6;0;;0;
PSY2;2013;680001294;680000890;872;;;;;;;;;;;;;23157;;;;;;;;;;;;;;;;;;;;;3;0;;0;;0;;0;;0;
PSY2;2013;690000088;690780101;23606;328;28;0;163;1046;259;353;38;0;197;1131;364;166000;30241;62070;;8574;42372;12254;57709;1350;324;;1;1291;50;260416;1856;177;;8;2526;143;;0;;1;130.48;1;32.97;1;109.2;1;22.99
PSY2;2013;690000096;690780119;11667;81;5;;4;271;187;85;5;;4;305;207;37025;3494;205;;24;7403;5063;13018;13;;;;27;36;70986;89;13;;;85;61;50;1;1.5;1;2.87;1;32.49;0;;0;
PSY2;2013;690000310;;1411;;;;;;;;;;;;;40227;;;;;;;7478;;;;;;;;;;;;;;;0;;1;;0;;0;;0;
PSY2;2013;690000336;690780564;745;;;;;;;;;;;;;36070;;;0;;;;2925;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690002092;010783009;607;;;;;;;;;;;;;23896;;;;;;;4451;;;;;;;;;;;;;;4.2;0;;0;;0;;0;;0;
PSY2;2013;690022959;690000732;100;;;;;;;;;;;;;368;;;;;;;466;;;;;;;;;;;;;;1.27;0;;0;;0;;0;;0;
PSY2;2013;690036108;690036090;262;;;;;;;;;;;;;;;;;;;;5909;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690780093;750821092;172;;;;;;;;;;;;;3294;;;;;;;799;;;;;;;4431;;;;;;;;1;4;0;;0;;0;;0;
PSY2;2013;690780507;750052276;1573;;;;;;;;;;;;;61203;;;;;;;4444;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690780515;690000294;499;;;;;;;;;;;;;20481;;;;;;;6908;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690780523;750047938;429;;;;;;;;;;;;;19838;;;;;;;3719;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690780549;750043994;1819;;;;;;;;;;;;;63308;;;;;;;854;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690781745;690000542;488;;;;;;;;;;;;;42025;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;690782081;750005068;616;;;;;;;;;;;;;;;;;;;;6607;;;;;;;8795;;;;;;;3.75;0;;0;;1;;0;;0;
PSY2;2013;690782172;;1063;;;;;;;;;;;;;8664;;;;;;;2448;;;;;;;8305;;;;;;;3.91;0;;0;;1;;0;;0;
PSY2;2013;690784178;690781810;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.67;0;;0;;0;;0;;0;
PSY2;2013;690796727;;14628;232;21;;;864;248;183;17;;;662;259;76233;11765;1320;;;32631;9398;21305;696;96;;;1591;302;160843;2280;114;;;5767;674;79.32;;;;;;;;;;
PSY2;2013;700780075;700004096;8198;44;1;7;4;190;163;43;1;7;4;207;174;116761;1533;365;162;21;5532;2936;15053;;;;;;;103362;115;;;;239;;36.2;1;1;1;100.07;1;40.38;1;42.95;0;
PSY2;2013;710780818;710000233;1238;;;;;;;;;;;;;42876;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;710978230;710781329;1000;17;2;45;27;327;92;17;2;45;27;327;92;83423;3619;1000;3740;365;15072;5385;18976;50;0;88;;810;93;60206;45;0;107;;538;89;;;;;;;;;;;
PSY2;2013;710978289;710780263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;1;;0;
PSY2;2013;720000041;720000058;19628;89;14;;22;287;131;89;14;;27;307;133;103032;5843;3933;;227;10671;3795;24195;1122;247;;;1620;142;167809;2467;43;;368;4181;;54.6;1;0;;2.57;1;9.05;0;;0;
PSY2;2013;720017748;720000561;503;;;;;;;;;;;;;17566;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;720018100;750720575;114;;;;;;;;;;;;;18386;;;;;;;;;;;;;;;;;;;;;4.5;0;;0;;0;;0;;0;
PSY2;2013;730000304;730780582;13499;50;4;0;17;360;256;50;4;0;19;389;272;63128;2386;434;0;134;15972;7455;11550;32;;0;;376;61;134999;315;66;0;4;1476;558;;1;0.43;1;3.51;1;38.22;0;;0;
PSY2;2013;730007978;730011731;834;;;;;;;;;;;;;28746;;;;;;;378;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;740000328;740790381;2581;20;;;2;64;16;;;;;;;11485;1605;;;0;2210;385;7287;265;;;;193;96;31550;132;;;2;160;63;;1;;0;;1;;0;;0;
PSY2;2013;740000583;740785035;635;63;;;14;323;185;138;;;17;362;197;31402;3883;;;86;10899;4544;8095;15;;;;1;;53383;409;;;;1957;;23.13;0;;1;28.15;1;8.89;0;;0;
PSY2;2013;740013412;740781133;5441;28;;;1;200;25;57;;;1;279;31;24429;3036;;;4;9513;833;6270;;;;;;;50699;11;;;;7;;38;1;4.2;0;;0;;0;;0;
PSY2;2013;740780184;750052334;524;;;;;;;;;;;;;17851;;;;;;;;;;;;;;;;;;;;;2;0;;0;;0;;0;;0;
PSY2;2013;740781026;740000211;1500;;;2;;;;;;2;;;;47563;;;30;;;;9634;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;740781034;750048787;738;;;;;;;;;;;;;24209;;;;;;;8200;;;;;;;;;;;;;;;0;;0;;1;27.5;0;;0;
PSY2;2013;750000499;750140014;33564;185;2;0;3;948;254;115;2;;12;907;240;87919;7719;142;;74;30313;7297;42609;2406;15;;;3652;417;340365;4143;;;22;6932;1393;;;;1;4.6;1;31.73;0;;1;17.04
PSY2;2013;750006348;910140011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.42;0;;0;;1;3.6;1;1.9;;
PSY2;2013;750006538;940016819;9341;186;14;;1;708;212;;;;;;;58635;16731;1315;;198;15160;6062;;;;;;;;225760;86;13;;;1944;22;;0;;0;;0;;0;;0;
PSY2;2013;750007528;750804940;58;;;;;;;;;;;;;12016;;;;;;;;;;;;;;;;;;;;;0.97;0;;0;;1;22.33;0;;0;
PSY2;2013;750007668;750719270;565;;;;;;;;;;;;;;;;;;;;35560;;;;;;;;;;;;;;3.62;0;;1;;0;;0;;0;
PSY2;2013;750023749;750034308;17876;437;37;13;1;953;635;448;37;13;1;1033;675;116073;32829;4448;83;9;40173;16059;22724;1156;63;90;0;671;102;256402;5996;1274;436;0;4656;1528;123.92;1;3;0;;0;;0;;0;
PSY2;2013;750039448;750720914;460;1;;;;151;58;1;;;;171;60;16848;115;;;;3183;890;20335;95;;;;31;;;;;;;;;;1;0;0;;1;;0;;0;
PSY2;2013;750051872;;1273;;;;;;;;;;;;;94691;;;;;;;2601;;;;;;;;;;;;;;6;0;;0;;1;23.31;0;;0;
PSY2;2013;750052037;;10746;55;;;2;180;33;68;;;3;219;38;58183;4643;0;0;65;7071;963;16305;329;0;0;0;317;15;91929;756;0;0;0;299;54;;1;0.6;1;43.42;1;33.78;0;;0;
PSY2;2013;750100018;750712184;179;;;;;;;;;;;;;4002;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;0;;0;
PSY2;2013;750100042;750712184;418;;;;;;;;;;;;;11192;;;;;;;;;;;;;;11677;;;;;;;;1;9;0;;0;;0;;0;
PSY2;2013;750100091;750712184;1948;0;0;0;0;0;0;0;0;0;0;0;0;12009;0;0;0;0;0;0;1712;0;0;0;0;0;0;8625;0;0;0;0;0;0;;1;1.5;0;;0;;0;;0;
PSY2;2013;750100109;750712184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;;1;2.7;0;;0;
PSY2;2013;750100125;750712184;4758;;;;;;;;;;;;;30904;;;;;;;9124;;;;;;;16116;;;;;;;32.1;1;1;0;;1;311.4;0;;0;
PSY2;2013;750100166;750712184;411;;;;;;;;;;;;;7674;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;0;;0;
PSY2;2013;750100208;750712184;1577;;;;;;;;;;;;;0;;;;;;;790;;;;;;;6334;;;;;;;;;;0;;;;0;;0;
PSY2;2013;750100232;750712184;0;;;;;;;;;;;;;3342;;;;;;;1718;;;;;;;11517;;;;;;;;1;1;0;;1;9.4;0;;0;
PSY2;2013;750100273;750712184;660;0;0;0;0;0;0;0;0;0;0;0;0;7136;0;0;0;0;0;0;0;0;0;0;0;0;0;2751;0;0;0;0;0;0;6;1;1.5;0;;0;;0;;0;
PSY2;2013;750120016;750821092;1231;;;;;;;;;;;;;7073;;;;;;;;;;;;;;;;;;;;;5;1;;0;;0;;0;;0;
PSY2;2013;750140022;750720575;115;;;;;;;;;;;;;;;;;;;;3678;;;;;;;;;;;;;;11.98;0;;0;;0;;0;;0;
PSY2;2013;750150104;750720476;1858;;;5;;1;;;;5;;1;;10455;;;226;;104;;4537;;;;;;;30683;;;;;;;17.24;0;;0;;1;105.78;0;;0;
PSY2;2013;750170102;750721391;2629;;;;;;;;;;;;;224;;;;;;;24122;;;;;;;33135;;;;;;;;;;;;;;;;;
PSY2;2013;750170128;750710428;45;;;;;;;;;;;;;;;;;;;;7171;;;;;;;;;;;;;;1.4;0;;0;;;;0;;0;
PSY2;2013;750170235;750005068;2074;;;;;;;;;;;;;;;;;;;;50076;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;750170243;750720922;97;;;;;;;;;;;;;120;;;;;;;13574;;;;;;;;;;;;;;2.89;0;;0;;1;22.03;0;;0;
PSY2;2013;750170268;750721334;30;;;;;;;;;;;;;;;;;;;;3940;;;;;;;;;;;;;;1.7;0;;0;;0;;0;;0;
PSY2;2013;750170490;750719312;24;;;;;;;;;;;;;;;;;;;;2777;;;;;;;;;;;;;;0.8;0;;0;;0;;0;;0;
PSY2;2013;750310013;750043994;415;;;;;;;;;;;;;19096;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;750719361;;78;;;;;;;;;;;;;;;;;;;;35020;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;750720674;;320;;;;;;;;;;;;;0;;;;;;;18653;;;;;;;;;;;;;;;0;;0;;1;56.08;0;;0;
PSY2;2013;750802316;750720492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.27;0;;0;;0;;0;;0;
PSY2;2013;750802985;;528;;;;;;;;;;;;;7898;;;;;;;5388;;;;;;;6147;;;;;;;4.15;0;;0;;0;;0;;0;
PSY2;2013;750803447;750712184;4182;1;;;;1;8;1;;;;1;8;;;;;;;;;;;;;;;14785;1;;;;1;8;;1;;0;;0;;0;;0;
PSY2;2013;750803454;750712184;4875;;;24;;;;;;;;;;6056;;;225;;;;4647;;;;;;;11806;;;;;;;;1;;0;;1;;0;;0;
PSY2;2013;750826141;750825960;91;;;;;;;;;;;;;130;;;;;;;7219;;;;;;;;;;;;;;1.44;0;;0;;1;16.98;0;;0;
PSY2;2013;750827214;750815607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23;0;;0;;0;;0;;0;
PSY2;2013;760000018;760780023;3772;35;;;;251;12;5;;;;122;23;17076;1492;;;;7371;258;7108;185;;;;170;0;38694;1646;;;;2475;18;;1;;;;1;2;;;;
