BOR;AN;FI;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A37;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42
PSY2;2013;760000158;760780239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;760000190;760780270;3193;38;3;23;92;520;162;43;3;26;159;644;202;161243;5155;637;155;4009;32034;4521;;;;;;;;;;;;;;;93.5;0;;1;38.53;1;23.7;1;91.34;1;29.84
PSY2;2013;760000356;760780726;674;;;;;;;;;;;;;11753;;;;;;;;;;;;;;829;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;760000372;760780742;2108;0;0;0;0;0;0;;;;;;;3558;;;;;;;;;;;;;;24510;;;;;;;4.6;1;;0;;0;;0;;0;
PSY2;2013;760004143;;107;;;;;;;;;;;;;;;;;;;;4383;;;;;;;26451;;;;;;;0.14;0;;0;;0;;0;;0;
PSY2;2013;760026674;750035578;1067;;;;;;;;;;;;;28054;;;;;;;2497;;;;;;;;;;;;;;5;0;;1;6.3;0;;0;;;
PSY2;2013;760780288;750005068;335;;;;;;;;;;;;;;;;;;;;9860;;;;;;;1456;;;;;;;2.79;0;;0;;1;7.4;0;;0;
PSY2;2013;760781070;760780726;9944;57;4;;29;323;23;61;4;;44;333;23;46712;4701;315;;326;19621;1770;57705;725;246;;;2502;65;5241;419;86;;;1786;28;;1;0.6;0;;1;3.81;0;;0;
PSY2;2013;760783563;760910919;15;;;;;;;;;;;;;;;;;;;;210;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;760800938;760780023;676;;;;;;;;;;;;;0;;;;;;;3452;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;760805770;760780726;1320;;;;;;;;;;;;;;;;;;;;;;;;;;;2156;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;760913137;760009001;156;;;;;;;;;;;;;;;;;;;;;;;;;;;144;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;770000131;770110013;346;16;2;;;62;5;16;2;;;64;5;12613;1500;259;;;4863;147;2489;32;87;;;132;;;;;;;;;17.7;1;;0;;1;;0;;0;
PSY2;2013;770000156;770110054;261;33;2;4;31;168;22;34;2;4;40;189;23;21991;1122;238;105;439;6494;807;1707;;;;;108;;;;;;;;;;1;;0;;0;;0;;0;
PSY2;2013;770000172;770110070;808;;15;;;20;2;;;;;;;5205;;410;;;876;35;895;;94;;;74;;3519;;27;;;11;;;;;;;;;;;;
PSY2;2013;770000214;770130052;424;26;2;;;134;18;28;2;;;147;19;14061;1985;651;;;5542;474;;;;;;;;41290;257;;;;115;;;1;;0;;1;;0;;0;
PSY2;2013;770000446;770700185;748;50;4;;13;153;17;82;4;;14;183;24;27198;5428;634;;229;6600;1066;;;;;;;;;;;;;;;;1;;1;3;1;1;0;;0;
PSY2;2013;770006138;310021217;1081;;;;;;;;;;;;;39186;;;;;;;11427;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;770019032;770170017;1130;64;2;;;187;24;;;;;;;13824;12671;655;;;11041;1341;;;;;;;;;;;;;;;;1;1;1;20.01;1;13.28;1;4.7;0;
PSY2;2013;770150027;750720575;207;;;;;;;;;;;;;7966;;;;;;;3710;;;;;;;28;;;;;;;;0;;0;;1;57.5;0;;0;
PSY2;2013;770310019;770000370;835;;;;;;;;;;;;;36035;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;770310027;770000388;1000;;;;;;;;;;;;;36376;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;770510055;750719270;475;;;;;;;;;;;;;15735;;;;;;;;;;;;;;;;;;;;;2;0;;0;;0;;0;;0;
PSY2;2013;780000287;780110011;366;22;1;;4;73;;36;1;;4;110;;8554;1750;123;;58;2886;;3829;;;;;;;1240;;;;;;;;1;;0;;1;6;0;;0;
PSY2;2013;780000295;780002697;339;15;0;0;4;75;8;0;0;0;0;0;0;14021;1585;0;0;25;1948;439;2452;0;0;0;0;0;0;4799;;0;0;0;0;0;20.04;1;0.3;0;;0;;0;;0;
PSY2;2013;780000303;780110037;103;;;;;;;;;;;;;;;;;;;;1992;;;;;;;;;;;;;;1;0;;1;0.5;0;;0;;0;
PSY2;2013;780000311;780001236;4153;19;1;0;1;74;15;19;1;0;1;76;15;13727;1161;142;0;2;925;339;3939;19;131;0;0;45;0;17301;173;0;0;0;45;16;7.8;1;1.74;0;;0;;0;;;
PSY2;2013;780000337;780001236;493;7;0;0;2;146;10;7;0;0;2;145;10;7893;147;0;0;350;2399;138;;;;;;;;;;;;;;;7.8;1;;0;;0;;0;;0;
PSY2;2013;780000402;780140026;11962;68;3;0;10;328;46;68;3;0;23;425;56;26415;2612;15;0;54;10681;1463;18146;44;164;0;0;20;0;119545;412;40;0;0;465;30;;;;;;;;;;;
PSY2;2013;780000410;780140059;4479;49;;4;3;186;27;;;;;;;18175;2680;;111;30;6220;782;11794;27;;;;106;;55309;471;;;;1518;122;;0;;0;;0;;0;;0;
PSY2;2013;780009528;;36;;;;;;;;;;;;;4991;;;;;;;;;;;;;;;;;;;;;1;0;;0;;0;;0;;0;
PSY2;2013;780020111;;494;;;;;;;;;;;;;;;;;;;;5107;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;780140018;750005068;1674;10;;;1;132;13;;;;;;;47039;730;;;18;5351;590;10016;415;;;;1013;177;9950;13;;;;96;9;22.03;0;;1;1;1;1;0;;0;
PSY2;2013;780140042;780017455;1877;;;;;;;;;;;;;49318;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;780140075;750804114;564;;;;;;;;;;;;;14955;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;780170056;780825097;32;;;;;;;;;;;;;4587;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;780310025;750043994;413;;;;;;;;;;;;;17720;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;;;0;
PSY2;2013;780800256;780110078;1062;47;;;9;174;7;48;;;9;174;7;9314;1301;;;491;2606;50;;;;;;;;;;;;;;;;1;6.1;0;;0;;0;;0;
PSY2;2013;790000087;790000012;7484;299;13;1;8;378;26;;;;;;;55563;21133;33;0;42;26854;981;1585;419;0;0;0;170;0;51767;184;15;1;4;428;8;22.5;1;;1;58.02;1;32.07;0;;0;
PSY2;2013;790003537;790006654;431;22;;;;77;;;;;;;;21980;3178;;;;9621;;;;;;;;;;;;;;;;14;;;0;;0;;0;;0;
PSY2;2013;790007694;790006654;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;1;;0;;1;;0;;0;
PSY2;2013;790012355;790000012;2607;29;2;1;1;36;6;;;;;;;3611;;;;;;;126;10;;;;11;;19106;26;3;1;1;157;6;1;0;;0;;0;;0;;0;
PSY2;2013;800000143;800000028;280;65;;;;376;;31;;;;244;;11449;1034;;;;5936;;;;;;;;;16943;180;;;;211;1;16;1;12.79;0;;0;;0;;0;
PSY2;2013;800000390;800000085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;0;;0;;0;
PSY2;2013;800000457;800000119;8765;78;9;1;49;523;129;85;9;1;72;597;139;103492;6667;1288;14;419;31364;5112;20819;323;268;;;846;76;134818;248;1;;308;551;49;;1;;1;;1;;0;;1;
PSY2;2013;800004111;800000093;123;8;;;;33;9;8;;;;33;9;4847;60;;;;1369;99;419;49;;;;106;1;1091;76;;;;360;48;;1;0.2;;;0;;;;;
PSY2;2013;810000562;810000455;5939;21;4;1;1;110;38;23;2;1;2;125;38;34601;696;26;0;10;2266;898;20478;0;5;0;0;56;15;49354;204;3;1;0;549;46;21;1;15;0;;1;;0;;0;
PSY2;2013;810100008;;11117;111;1;5;12;154;100;137;;5;14;206;127;71713;13712;;85;118;5718;2323;30621;324;;;;38;28;96904;630;32;;1;206;195;;;;;;;;;;;
PSY2;2013;820000032;820000016;2272;35;0;0;6;179;15;38;0;0;7;195;15;;;;;;;;;;;;;;;;;;;;;;11.55;0;;0;;0;;0;;0;
PSY2;2013;820002152;310781562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;0.8;0;;0;
PSY2;2013;820003911;240000265;35;;;;;;;;;;;;;8701;;;;;;;340;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;820004067;820000016;5071;9;0;0;0;58;2;9;0;0;0;63;2;;;;;;;;;;;;;;;;;;;;;;15.36;0;;0;;0;;0;;0;
PSY2;2013;830000287;830100525;2169;120;11;;;70;154;120;11;;;70;154;7671;1440;146;;;643;2949;3382;317;274;;;394;46;15187;362;35;;;211;255;8;1;7;0;;1;1.05;0;;0;
PSY2;2013;830000311;830100566;3096;54;1;;;108;;55;1;;;126;;9566;2316;7;;;2082;;8508;298;;;;139;;26304;772;3;;;766;;16;1;0.8;0;;1;28;0;;0;
PSY2;2013;830000345;830100616;5174;90;4;;;219;13;91;4;;;234;11;24306;2672;678;;;6668;150;8411;363;59;;;263;;50054;1626;256;;;1811;8;;0;;0;;0;;0;;0;
PSY2;2013;830000600;830101200;767;54;8;2;20;172;82;98;15;3;26;201;89;43574;2673;1950;43;504;7024;2879;15737;1405;116;0;0;492;306;60703;758;0;92;0;742;355;44.69;0;;0;;0;;0;;0;
PSY2;2013;830017497;830004958;624;;;;;;;;;;;;;18988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;830100442;830000204;648;;;;;;;;;;;;;30764;;;;;;;1936;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;830100574;750821092;270;;;;;;;;;;;;;5141;;;;;;;;;;;;;;850;;;;;;;;1;6;0;;0;;0;;0;
PSY2;2013;830100608;830100616;3531;43;;;;129;6;46;;;;160;6;10725;1866;;;;4759;41;5951;117;;;;244;;37593;255;;;;432;12;;;;;;;;;;;
PSY2;2013;830100756;750043994;99;;;;;;;;;;;;;15209;;;;;;;2;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;830200515;830001012;954;;;;;;;;;;;;;37309;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;830215919;920000395;85;;;;;;;;;;;;;14170;;;;;;;836;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;840000509;840000707;990;;;;;;;;;;;;;35002;;;;;;;2714;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;840000541;840000137;21523;227;29;1;115;792;584;190;34;1;146;698;582;90499;22666;4413;4;3519;22377;14173;57663;387;73;;;2484;628;241463;1428;236;;24;10149;3679;111.53;1;3.67;1;23.32;1;54.88;1;172.51;0;
PSY2;2013;850000175;850009010;3479;44;0;0;0;204;0;;0;0;0;;0;8822;1447;0;0;0;5431;0;1162;35;0;0;0;95;0;19415;550;0;0;0;694;0;7;1;1;1;2.37;0;;0;;0;
PSY2;2013;850000183;850000035;219;6;;;;50;9;6;;;;52;9;5817;340;;;;866;53;219;0;;;;19;0;9719;;;;;;;4;1;;0;;0;;0;;0;
PSY2;2013;850000258;850000092;14521;41;3;0;6;440;196;42;3;0;12;463;211;87810;1531;6;0;485;15605;4247;27071;174;23;0;0;638;177;107853;349;116;0;0;2622;846;45.8;0;;1;56.66;1;32.09;0;;0;
PSY2;2013;850013103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;0;;0;;0;;0;;0;
PSY2;2013;860000017;860780048;2290;44;9;1;3;453;145;54;10;1;3;534;158;125501;2726;1236;14;73;18892;4272;23380;222;264;;;1617;410;131759;429;;;92;926;304;65;1;55.14;1;49.74;1;107.89;0;;1;21.94
PSY2;2013;870000221;870000973;550;;;;;;;;;;;;;12147;;;;;;;1180;;;;;;;;;;;;;;;0;;;;0;;0;;0;
PSY2;2013;870006137;870002466;17686;140;6;6;22;431;41;144;6;6;23;461;45;111211;5190;1512;87;371;14021;1299;75288;595;;;;382;66;108441;258;;49;35;246;79;;1;6.38;1;7.96;1;2.5;0;;;
PSY2;2013;880000088;880780119;15856;68;7;3;1;280;154;69;1;6;5;306;168;64371;5778;967;104;8;8001;3053;24516;125;0;0;0;852;114;161184;483;122;12;0;1824;730;30.9;1;1.35;0;;1;9.5;0;;0;
PSY2;2013;890000326;890008105;25;;;;;;;;;;;;;8041;;;;;;;;;;;;;;;;;;;;;0.17;0;;0;;0;;0;;0;
PSY2;2013;890002298;890000672;512;;;;;;;;;;;;;31043;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;0;;0;
PSY2;2013;890002371;890000722;1882;0;0;0;0;0;0;0;0;0;0;0;0;51702;0;0;0;0;0;0;6445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;
PSY2;2013;890975519;890000052;10528;59;6;1;969;161;143;70;6;1;969;182;154;72032;2475;751;17;170;3387;1544;17686;201;;;;30;;82963;460;1;;8221;81;40;42;0;;1;5.12;1;29.65;0;;0;
PSY2;2013;900002429;700004096;3508;9;;;;27;1;2;;;;27;1;30700;2;;;;495;365;5201;;;;;;;31061;117;;;;49;;15.1;1;0.75;1;49.31;0;;0;;0;
PSY2;2013;910000322;910140011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;0;;0;;1;29.4;0;;;
PSY2;2013;910000330;910140029;19012;216;;;;771;260;101;;;;407;186;68834;5971;;;;14709;4427;19747;18;;;;383;307;157057;1008;;;;2943;616;81.66;0;;1;3.9;1;43.69;0;;0;
PSY2;2013;910020254;910002773;526;48;1;2;8;186;36;52;2;2;10;5445;40;16976;4325;365;46;20233;8711;1718;2305;41;;;;514;;14919;756;;;;1717;81;;;;;;;;;;;
PSY2;2013;910110071;910110063;547;26;;;;188;19;;;;;;;16779;3443;;;;8666;428;14598;1773;;;;3712;13;;;;;;;;;1;;0;;1;;0;;0;
PSY2;2013;910140037;750720914;121;73;;1;;105;25;85;;1;;112;30;15553;8693;;25;;7594;1552;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;910150010;910014919;236;;;;;;;;;;;;;8250;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;910310010;750052326;786;;;;;;;;;;;;;32432;;;;;;;;;;;;;;;;;;;;;8;0;;0;;1;19.45;0;;0;
PSY2;2013;910310028;750043994;621;;;;;;;;;;;;;26478;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;920000650;920150059;257;;;;;;;;;;;;;3989;;;;;;;;;;;;;;;;;;;;;3.4;1;;0;;0;;0;;0;
PSY2;2013;920001096;;695;;;;;;;;;;;;;28397;;;;;;;2863;;;;;;;;;;;;;;;;;;;1;5.18;;;;
PSY2;2013;920002177;920804465;8758;53;1;6;1;235;109;55;1;6;1;257;124;25465;2419;286;572;25;9933;5238;;;;;;;;;;;;;;;56.11;1;0.9;0;;1;23.16;0;;0;
PSY2;2013;920007408;950140012;153;10;0;0;0;14;7;11;0;0;0;15;7;5075;442;0;0;0;627;269;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;920027711;940140049;499;68;3;1;;316;144;77;3;1;;340;155;17852;4954;802;109;;12745;4951;10963;133;;;;60;15;;;;;;;;;1;7.49;0;;0;;0;;0;
PSY2;2013;920100039;750712184;65;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;;;;;;1;2;0;;0;;0;;0;
PSY2;2013;920100047;750712184;4086;30;;;;114;10;32;;;;119;11;9502;1593;0;;;5792;121;3820;142;;;;293;;21785;788;;;;245;;;1;1;1;0.3;1;0.5;0;;0;
PSY2;2013;920100062;750712184;2773;28;2;0;0;145;36;38;0;0;0;180;48;11042;1867;24;0;0;5926;1343;7120;605;193;0;0;2148;193;21750;322;30;0;0;2394;470;;0;;1;19.9;0;;0;;0;
PSY2;2013;920120011;750821092;276;;;;;;;;;;;;;5681;;;;;;;38;;;;;;;6074;;;;;;;5;0;;0;;0;;0;;0;
PSY2;2013;920140019;750005068;1088;13;4;;;49;19;14;4;;;54;19;10528;761;1235;;;2073;1114;4288;566;38;;;315;27;6881;71;11;;;45;14;;0;;0;;0;;0;;0;
PSY2;2013;920140027;750720575;315;;;;;;;;;;;;;27894;;;;;;;6844;;;;;;;7352;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;920170024;940809452;69;;;;;;;;;;;;;;;;;;;;8506;;;;;;;163;;;;;;;0.7;0;;0;;0;;0;;0;
PSY2;2013;920170081;750721391;215;;;;;;;;;;;;;214;;;;;;;20196;;;;;;;189;;;;;;;;;;;;;;;;;
PSY2;2013;920170115;920718053;104;;;;;;;;;;;;;0;;;;;;;8894;;;;;;;208;;;;;;;;0;;0;;1;19.11;0;;0;
PSY2;2013;920310026;920001070;501;;;;;;;;;;;;;21523;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;920310034;920001088;672;;;;;;;;;;;;;14067;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;920310059;920001104;444;;;;;;;;;;;;;14027;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;920690278;920718202;43;;;;;;;;;;;;;5589;;;;;;;;;;;;;;;;;;;;;0.88;0;;0;;0;;0;;0;
PSY2;2013;920811635;780140059;3400;;;6;;2;;;;;;;;6085;;;153;;10;;8565;;;;;;;43589;;;46;;2;;;0;;0;;1;3.33;0;;0;
PSY2;2013;930000336;930110069;50;;;3;;;;;;3;;;;2240;;;1095;;;;;;;;;;;;;;;;;;;1;;0;;1;;0;;;
PSY2;2013;930000344;930140025;3062;252;21;1;9;851;470;288;38;0;13;829;532;113388;7745;1289;50;150;19009;9103;43268;72;;;;81;7;443460;2387;1665;18;5;1737;513;212.82;1;8.53;1;5.18;1;73.28;0;;0;
PSY2;2013;930001433;930110051;3556;;;;;;;;;;;;;;;;;;;;2712;;;;;;;;;;;;;;;0;;0;;1;82.09;0;;0;
PSY2;2013;930004288;750720922;41;;;;;;;;;;;;;4432;;;;;;;;;;;;;;;;;;;;;1;0;;0;;0;;0;;0;
PSY2;2013;930020920;750043408;613;;;;;1;;;;;;;;30155;;;;;20;;1260;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;930100037;750712184;3437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;870;0;0;0;0;0;0;18175;0;0;0;0;0;0;;1;0;0;;1;11.9;0;;;
PSY2;2013;930310016;930022553;1197;3;;;;127;;;;;;;;53396;139;;;;5924;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;930703921;750721334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51;0;;0;;0;;0;;0;
PSY2;2013;930817465;930712716;40;;;;;;;;;;;;;6539;;;;;;;;;;;;;;;;;;;;;1.5;0;;0;;0;;0;;0;
PSY2;2013;940000573;940110018;4530;;;;;;;;;;;;;1378;;;;;;;4125;;;;;;;48369;;;;;;;;1;1.5;0;;1;1.2;0;;0;
PSY2;2013;940000599;940110042;2479;13;1;;;31;10;13;1;;;36;10;8031;540;97;;;1191;637;2202;;;;;;;14442;281;7;;;36;;;;4.5;;;;;;;;
PSY2;2013;940000607;940140015;2217;;;11;;;;;;;;;;12051;;;120;;;;9323;;;;;;;23670;;;;;;;22.1;0;;0;;0;;0;;0;
PSY2;2013;940000615;940140023;1401;55;;;;347;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.2;0;;0;;0;;0;
PSY2;2013;940000631;940140049;1174;243;33;;70;619;258;271;33;;75;679;270;59386;30008;7736;;3948;28198;10136;48907;911;326;;;1468;213;;;;;;;;;1;4.49;1;0.38;0;;1;147.44;1;50.37
PSY2;2013;940016868;940016819;5733;12;;;;49;35;;;;;;;15620;815;;;;776;228;;;;;;;;112049;;;;;;;;0;;1;2;0;;0;;0;
PSY2;2013;940100027;750712184;642;16;;;;83;6;123;;;;394;204;32223;2753;;;;4679;212;5703;113;;;;2;;25889;342;;;;46;1;;1;4;0;;0;;0;;0;
PSY2;2013;940100035;750712184;429;;;;;;;;;;;;;6462;;;;;;;2147;;;;;;;1197;;;;;;;;0;;1;33;0;;0;;0;
PSY2;2013;940100043;750712184;328;;;;;;;;;;;;;12644;;;;;;;1482;;;;;;;8084;;;;;;;;1;;0;;0;;0;;0;
PSY2;2013;940100068;750712184;292;16;0;0;2;57;12;16;0;0;2;57;12;11487;579;0;0;100;2445;648;390;167;;;55;;;6308;216;24;0;0;204;180;;1;;0;0.5;0;;0;;0;
PSY2;2013;940120017;750821092;99;;;;;;;;;;;;;2025;;;;;;;;;;;;;;;;;;;;;2;0;;0;;0;;0;;0;
PSY2;2013;940170012;940000672;60;;;;;;;;;;;;;11598;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;940170137;750721391;61;;;;;;;;;;;;;130;;;;;;;8116;;;;;;;4;;;;;;;;;;;;;;;;;
PSY2;2013;940310014;940000979;1270;;;;;;;;;;;;;46028;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;940310022;310021241;1183;;;;;;;;;;;;;38068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;940721400;;3342;;;;;;;;;;;;;4760;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;940807654;;77;;;;;;;;;;;;;5801;;;;;;;9278;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;950000307;950110015;223;24;;;2;143;15;24;;;2;143;15;7568;1015;;;55;4795;;;;;;;18;;;;;;;52;15;;0;;0;;1;17.34;0;;0;
PSY2;2013;950000315;950001370;3149;33;3;1;;130;22;30;5;0;;147;14;10188;2643;132;20;;4561;689;9591;61;238;;;211;71;25789;185;56;;;365;20;15;1;8.49;0;;1;0.3;0;;0;
PSY2;2013;950000323;950013870;3966;30;;;;251;30;;;;;;;23871;2476;;;;8117;1610;4300;150;;;;;;25564;165;;;;155;9;;1;2;1;1.2;1;;0;;0;
PSY2;2013;950000331;950110049;4117;36;1;1;0;141;45;;;;;;;13451;1755;315;5;0;4851;2110;29980;3;0;0;0;394;285;40887;11;0;0;0;12;0;39.5;1;21;1;1;1;3.3;0;;0;
PSY2;2013;950000356;950013870;1261;5;;;;18;2;;;;;;;;;;;;;;7180;250;;;;587;;17886;25;;;;168;19;;0;;0;;0;;0;;0;
PSY2;2013;950000364;950110080;;48;1;;;224;;48;;;;224;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;0;;;
PSY2;2013;950000398;950140012;471;89;12;;;259;157;90;12;;;263;164;26084;7007;2385;;;10235;6274;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;950002568;750043994;2075;;;;;21;1;;;;;;;91823;;;;;1432;29;5327;;;;;;;;;;;;;;15;0;;0;;0;;0;;0;
PSY2;2013;950006908;750719270;180;;;;;;;;;;;;;19397;;;;;;;;;;;;;;;;;;;;;4;0;;0;;0;;0;;0;
PSY2;2013;950150052;750720575;223;;;;;;;;;;;;;15611;;;;;;;940;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;950170019;750721342;24;;;;;;;;;;;;;3754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;950300301;950000562;494;;;;;;;;;;;;;11240;;;;;;;1583;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;950310029;950008938;486;;;;;;;;;;;;;23452;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;;
PSY2;2013;950787119;950802405;21;;;;;;;;;;;;;3056;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;970100251;970100467;284;;;;;;;;;;;;;14481;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;970100400;970100186;146;0;;;;38;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;1;0.1;0;;0;;0;
PSY2;2013;970100442;970100228;419;70;3;2;7;373;11;;;;;;;13818;2793;523;96;139;12996;89;6914;62;0;0;0;23;0;37260;110;0;0;0;354;0;;1;;0;;0;;0;;1;
PSY2;2013;970100475;970100277;5431;54;5;2;7;320;15;64;7;2;11;450;17;22159;3388;1315;36;229;12434;310;8253;14;0;0;0;235;0;66234;883;267;8;0;4126;42;32.8;1;;0;;0;;0;;1;
PSY2;2013;970200069;970202180;678;144;26;3;21;407;135;124;30;3;19;493;116;56983;6931;6839;81;835;14551;6041;4306;791;0;0;0;0;0;81600;1756;77;0;0;938;13;;1;2;1;2;1;3;1;2;1;2
PSY2;2013;970209714;970210225;369;;;;;;;;;;;;;15477;;;;;;;2699;;;;;;;;;;;;;;0.4;0;;0;;0;;0;;0;
PSY2;2013;970211215;970211207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
PSY2;2013;970300026;970302022;334;28;2;2;24;148;126;28;2;2;24;148;126;11357;373;485;50;417;;;1396;;;;;;;;;;;;;;;1;9.9;;;;;;;;
PSY2;2013;970300083;970302121;105;;;;;;;;;;;;;3603;;;;;;;1968;;;;;;;4826;;;;;;;;1;;0;;1;;0;;0;
PSY2;2013;970400016;970411005;2626;55;;;29;412;260;;;;;;;42397;5781;;;425;9808;3392;;;;;;;;;;;;;;;65.65;1;7.68;1;2.7;1;10.01;0;;1;29.93
PSY2;2013;970400057;970408589;9497;51;34;0;2;258;33;51;34;0;2;258;33;13834;1079;6;0;0;3364;584;13240;184;69;0;0;651;11;54562;342;418;0;5;2250;127;37;1;4;1;3;1;11;0;;0;
PSY2;2013;970408753;970408746;396;;;;;;;;;;;;;20245;;;;;;;2860;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;970467155;970467148;609;;;;;;;;;;;;;24710;;;;;;;5928;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;980500011;980500003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;
