BOR;AN;FI;FI_EJ;CAEH;CAEF;CUIH;CUIF;CAPH;CAPF;CAVH;CAVF;CAUH;CAUF
Q25;2013;300780442;300000254;;;;;;;;1;;
Q25;2013;300780475;340015171;;1;;;;;;3;;
Q25;2013;300781465;300000726;;;;;;2;;;;
Q25;2013;300782117;300780038;;2;;;;;2;2;;
Q25;2013;300782125;300780038;;;;;;;;2;;
Q25;2013;300787421;340000264;;;;;;1;;;;
Q25;2013;300788502;300788486;0;0;0;0;0;1;0;0;0;0
Q25;2013;310000310;310780671;3;7;;;;;1;;;
Q25;2013;310000336;310780713;2;;;;;;;;;
Q25;2013;310000369;310780754;;3;;;;;;13;;
Q25;2013;310009279;310780671;;3;;;;;;;;
Q25;2013;310013628;310786256;;;;;;;1;1;;
Q25;2013;310016977;310781406;7;21;0;0;0;2;0;0;0;0
Q25;2013;310018049;750043713;;;;;;;1;1;;
Q25;2013;310019351;310781406;2;9;0;0;0;0;0;0;0;0
Q25;2013;310021571;310021563;;;;;;1;;3;;
Q25;2013;310780135;310000054;;;;;2;2;;;;
Q25;2013;310780150;310788799;1;;;;;;;;;
Q25;2013;310780234;310000591;0;0;0;0;0;1;0;0;0;0
Q25;2013;310780259;310000096;;;;;3;12;;;;
Q25;2013;310780309;310000120;;;;;;1;;;;
Q25;2013;310780382;310000179;;;;;3;3;;;;
Q25;2013;310780481;340015171;1;;;;;;;;;
Q25;2013;310781067;310788898;1;6;;;;;;;;
Q25;2013;310781422;310781562;;;;;;;1;2;;
Q25;2013;310781505;310000492;;;;;2;1;;;;
Q25;2013;310781695;750043994;;;;;;1;;;;
Q25;2013;310782339;310781406;1;4;0;0;0;0;0;0;0;0
Q25;2013;310782347;310789136;;;;;3;5;1;1;;
Q25;2013;310782396;920000395;;;;;1;2;;;;
Q25;2013;310783048;310781406;35;68;0;0;9;3;0;0;0;0
Q25;2013;310783055;310781406;24;48;0;0;4;8;0;0;0;0
Q25;2013;310783063;310781406;1;3;0;0;0;0;0;0;0;0
Q25;2013;310784558;310180013;2;1;0;0;0;0;1;0;0;0
Q25;2013;310786702;750043713;;;;;;3;1;1;;
Q25;2013;310787304;310781406;1;10;0;0;0;1;0;0;0;0
Q25;2013;310787965;310788898;;2;;;;;;;;
Q25;2013;310794094;310780754;;;;;;;;2;;
Q25;2013;320000086;320780117;0;0;0;0;0;0;3;0;0;0
Q25;2013;320000094;320780125;2;3;;;;;;;;
Q25;2013;320000102;320780133;;;;;1;;2;3;;
Q25;2013;320000110;320004310;;;;;;;2;4;;
Q25;2013;320000128;320780158;;3;;;1;1;;;;
Q25;2013;320000144;320780174;1;5;;;;;;1;;
Q25;2013;320000151;320780182;;1;;;;;;2;;
Q25;2013;320000177;320780208;;;;;;;1;;;
Q25;2013;320000185;320780216;;;;;;;1;;;
Q25;2013;320780067;320000052;;;;;;1;;;;
Q25;2013;320780323;750810590;;2;;;;1;;3;;
Q25;2013;330000217;330780347;1;;;;;;1;1;;
Q25;2013;330000332;330780545;1;;;;;;;;;
Q25;2013;330000340;330780552;;;;;;;;;;6
Q25;2013;330000555;330781204;;;;;1;;;;;
Q25;2013;330000571;330781220;;1;;;;;7;;;
Q25;2013;330000589;330027509;8;27;0;0;0;0;2;9;0;0
Q25;2013;330000597;330027509;1;6;0;0;0;0;0;0;0;0
Q25;2013;330000605;330781253;7;30;;;;;4;29;;
Q25;2013;330000613;330781261;10;15;;;;;;;;
Q25;2013;330000621;330781279;;;;;;;1;;;
Q25;2013;330000639;330781287;;;;;4;1;;;;
Q25;2013;330000647;330781295;1;13;;;1;;;1;;
Q25;2013;330000662;330781329;8;13;;;1;3;1;1;;
Q25;2013;330025958;330025859;1;1;;;;;;;;
Q25;2013;330780081;330000043;;;;;1;;;;;
Q25;2013;330780115;330000076;;;;;;1;;;;
Q25;2013;330780206;330000126;0;0;0;0;0;1;0;0;0;0
Q25;2013;330780263;330000134;0;0;0;0;1;4;0;0;0;0
Q25;2013;330780289;330790809;;;;;;1;;;;
Q25;2013;330780479;330000274;;;;;;4;;;;
Q25;2013;330780743;330056540;;1;;;;;;;;
Q25;2013;330781121;930019484;;;;;;;2;1;;
Q25;2013;330781170;330785072;;;;;;;1;;;
Q25;2013;330781303;750821092;;;;;;2;;;;
Q25;2013;330781402;330000670;;;;;1;;;;;
Q25;2013;330782582;330000928;;;;;;4;;;;
Q25;2013;330783614;330785072;1;1;;;;;;;;
Q25;2013;330783721;330781253;;5;;;;;1;7;;
Q25;2013;330804501;330781212;6;3;;;;;;;;
Q25;2013;340000033;340780055;15;29;;;;;2;6;;
Q25;2013;340000173;340780451;2;20;;;;;1;;;
Q25;2013;340000181;340780469;1;10;;;;;0;4;;
Q25;2013;340000207;340780493;2;15;;;;1;;1;;
Q25;2013;340000215;340780519;6;13;;;;;;;;
Q25;2013;340000223;340011295;2;3;;;1;;;;;
Q25;2013;340000231;340780535;1;1;;;;;;;;
Q25;2013;340000249;340780543;0;7;0;0;0;0;1;4;0;0
Q25;2013;340000439;340780881;;;;;;1;;;;
Q25;2013;340008275;340780477;;2;;;;;;;;
Q25;2013;340013168;340000264;;;;;;1;;;;
Q25;2013;340015502;340000512;;;;;;1;;;;
Q25;2013;340015965;340000074;;;;;1;1;;;;
Q25;2013;340016732;340780055;2;;;;;;;1;;
Q25;2013;340019090;340019082;;;;;;1;;;;
Q25;2013;340780139;340000090;;;;;;1;;;;
Q25;2013;340780147;340000108;;;;;;1;;;;
Q25;2013;340780154;340000116;;;;;;2;;;;
Q25;2013;340780196;340798123;;;;;2;;;;;
Q25;2013;340780220;340796358;2;11;;;;;2;0;;
Q25;2013;340780436;340011295;;1;;;;;;;;
Q25;2013;340780444;340009893;4;11;0;0;0;0;0;0;0;0
Q25;2013;340780634;340000272;0;0;0;0;1;2;0;0;0;0
Q25;2013;340780642;340785856;;;;;;1;;;;1
Q25;2013;340780667;340000280;;;;;1;5;;;;
Q25;2013;340780741;340000348;;;;;;1;;;;
Q25;2013;340780782;340000371;;;;;1;;;;;
Q25;2013;340780816;340008291;;;;;2;1;;;;
Q25;2013;340780824;340000405;;;;;;1;;;;
Q25;2013;340781608;340015171;3;7;;;;1;1;3;;
Q25;2013;340782036;340780477;;;;;;;1;;;25
Q25;2013;340782085;340780477;;;;;;;1;;;15
Q25;2013;340785161;340780477;2;20;;;1;1;1;4;;
Q25;2013;340789379;340001825;;;;;1;1;;;;
Q25;2013;340796663;340780477;;;;;;;3;3;37;7
Q25;2013;340798552;340798545;;;;;;1;;;;
Q25;2013;350000071;750000218;1;;;;;;;;;
Q25;2013;350000121;350000303;;;;;;1;;;;
Q25;2013;350000147;350000022;1;16;;;2;1;3;;;
Q25;2013;350000154;350000030;3;10;;;;;1;;;
Q25;2013;350000162;350000048;0;1;0;0;0;0;1;0;0;0
Q25;2013;350000204;350023248;;;;;;;;2;;
Q25;2013;350000212;350000089;1;9;;;;;;;;
Q25;2013;350000337;350000246;;1;;;1;1;;;;
Q25;2013;350000360;350048518;1;1;;;;;;;;
Q25;2013;350000410;350002291;;;;;;;1;3;;
Q25;2013;350000428;350002309;;3;;;;;1;;;
Q25;2013;350000436;350002317;;;;;;;;1;;
Q25;2013;350000444;350048518;6;5;;;;;;1;;
Q25;2013;350000741;350005179;0;0;0;0;0;1;11;15;0;0
Q25;2013;350002192;220020739;;;;;;;2;2;;
Q25;2013;350002564;350046199;1;;;;;;;;;
Q25;2013;350002747;440042844;;1;;;;;;;;
Q25;2013;350002812;350023503;;;;;;1;3;2;;
Q25;2013;350002911;220020739;;;;1;;;;;;
Q25;2013;350005021;440042844;1;3;;;;;;;;
Q25;2013;350005278;350023586;1;2;;;2;3;;;;
Q25;2013;350007084;350005179;0;0;0;0;0;0;0;9;0;0
Q25;2013;350008579;350039673;;2;;;;;;;;
Q25;2013;350013249;350002317;;;;;;;;1;;
Q25;2013;350013629;350000022;1;1;;;;;;1;;
Q25;2013;350031803;440042844;1;2;;;;;;;;
Q25;2013;350044764;350036281;;;;;;1;;;;
Q25;2013;360000038;360000046;6;18;0;0;0;1;1;0;0;0
Q25;2013;360000137;360000053;6;62;;;;;6;10;;
Q25;2013;360000145;360000061;4;11;;;;;1;;;
Q25;2013;360000160;360000079;2;7;0;0;0;0;1;3;0;0
Q25;2013;360000178;360000087;;2;;;;;;;;
Q25;2013;360000186;360000095;2;8;;;;;;1;;
Q25;2013;360000327;360000053;1;2;;;;;;1;;
Q25;2013;360003149;360000053;;14;;;;;;2;;
Q25;2013;360004618;360000046;1;5;0;0;0;0;0;0;0;0
Q25;2013;360006688;360000392;;5;;;;;;;;
Q25;2013;370000051;370000028;0;0;0;0;0;1;0;0;0;0
Q25;2013;370000085;370000077;;;;;1;4;;;;
Q25;2013;370000093;370000192;;;;;;4;;;;
Q25;2013;370000127;370000259;0;0;0;0;0;1;0;0;0;0
Q25;2013;370000218;450018106;;1;;;;;;;;
Q25;2013;370000341;750804114;;1;;;1;1;;;;
Q25;2013;370000374;750721334;1;;;;;;;8;;
Q25;2013;370000499;370000481;1;3;;;;;0;1;;
Q25;2013;370000515;370000481;0;2;;;;;;;;
Q25;2013;370000531;370000606;7;28;;;;;2;;;
Q25;2013;370000580;370000564;2;6;;;;;;;;
Q25;2013;370000861;370000481;7;13;;;0;1;0;4;;
Q25;2013;370000879;370000564;;10;;;;;;;;
Q25;2013;370000903;370000614;3;2;;;;;2;2;;
Q25;2013;370000986;370000713;4;13;;;;;2;;;
Q25;2013;370001109;370002701;2;5;;;;;1;1;;
Q25;2013;370001158;370004327;;1;;;;;;;;
Q25;2013;370004467;370000481;4;6;;;;;;;;
Q25;2013;370007569;370007528;;;;;1;8;;;;
Q25;2013;370100539;370100935;1;;;;;;;;;
Q25;2013;380000018;380780023;2;5;;;;;;;;
Q25;2013;380000026;380780031;;1;;;;;;;;
Q25;2013;380000034;380780049;;;;;1;2;;;;
Q25;2013;380000059;380780072;;1;;;;;1;;;
Q25;2013;380000067;380780080;1;10;;;;;2;1;;
Q25;2013;380000075;380780098;;;;;;;2;1;;
Q25;2013;380000091;380780171;;5;;;2;1;1;2;;
Q25;2013;380000125;380780239;;1;;;;;;;;
Q25;2013;380000133;380780247;0;0;0;0;0;0;8;1;0;0
Q25;2013;380000166;380781351;;2;;;;;;;;
Q25;2013;380000174;380781435;;7;;;;;;5;;
Q25;2013;380000356;380782698;2;12;0;0;0;0;0;0;0;0
Q25;2013;380009928;380804542;;2;;;;;;;;
Q25;2013;380012658;380012609;;;;;;3;3;1;;
Q25;2013;380017095;380017087;1;;;;;;;1;;
Q25;2013;380780197;380798173;;2;;;;;;;;
Q25;2013;380781369;010783009;1;1;;;;;;;;
Q25;2013;380782722;380780080;;;;;;;1;1;;
Q25;2013;380784736;380780049;;;;;;1;;;;
Q25;2013;380785956;380795211;;;;;1;2;;;;
Q25;2013;380794297;;2;;;;;;;;;
Q25;2013;380802512;380793265;;2;;;;;;;;
Q25;2013;390000040;390780146;1;2;;;;;;;;
Q25;2013;390000057;390780153;1;;;;;;;1;;
Q25;2013;390000065;390780161;2;3;;;;;;1;;
Q25;2013;390000073;390780179;2;7;;;;;;;;
Q25;2013;390000164;390780476;6;6;;;;;;3;;
Q25;2013;390000172;250006335;;;;;;1;;;;
Q25;2013;390000214;390780591;;5;;;;;;;;
Q25;2013;390000222;390780609;3;21;;;;;;;;
Q25;2013;390006161;390781177;;1;;;;;;;;
Q25;2013;390780369;210010294;;;;;;;;1;;
Q25;2013;390780575;390000198;;;;;;1;;;;
Q25;2013;400000105;400780193;3;39;;;3;1;4;5;;
Q25;2013;400000113;400011177;0;1;0;0;0;0;0;2;0;0
Q25;2013;400000139;400011177;25;43;0;0;0;0;3;5;0;0
Q25;2013;400000261;400780458;1;1;;;;1;;;;
Q25;2013;400008199;400008108;;;;;;;1;1;;
Q25;2013;400780250;400011177;0;3;0;0;0;0;0;0;0;0
Q25;2013;400780284;400000154;;;;;;1;;;;
Q25;2013;400780367;750720575;;1;;;;;;;;
Q25;2013;400780383;640010328;;;;;;;1;1;;
Q25;2013;400781043;400780193;1;2;;;;;;;;
Q25;2013;400782769;400001764;;;;;;1;;;;
Q25;2013;400787354;400780193;1;6;;;;;;;;
Q25;2013;400787446;400780458;2;7;;;;3;;;;
Q25;2013;410000020;410000087;0;22;0;0;2;1;2;9;0;0
Q25;2013;410000038;410000095;6;15;;;1;;3;19;;
Q25;2013;410000046;410000103;5;16;;;;;;;;
Q25;2013;410000053;410000111;3;11;;;;;;;;
Q25;2013;410000202;410000319;0;0;0;0;0;2;0;0;0;0
Q25;2013;410000210;410000145;1;3;;;;;;;;
Q25;2013;410000244;410000152;1;;;;;;;;;
Q25;2013;410000285;410000475;;;;;;1;;;;
Q25;2013;410000293;410000491;0;0;0;0;4;0;0;0;0;0
Q25;2013;410000418;410008122;;;;;;1;;;;
Q25;2013;410003768;410000095;;;;;;;;3;;
Q25;2013;410004063;410000095;0;1;;;;;;1;;
Q25;2013;410004998;410000871;;;;;;1;;;;
Q25;2013;410005284;410000947;;;;;;1;;;;
Q25;2013;410007553;330030958;;;;;1;1;;;;
Q25;2013;420000010;420780033;0;0;0;0;1;1;0;0;0;0
Q25;2013;420000028;420780041;;1;;;;;;;;
Q25;2013;420000036;420780058;6;;;;;;;4;;
Q25;2013;420000192;750034589;;2;;;;;;;;
Q25;2013;420000226;420013831;8;36;;;;;;4;;
Q25;2013;420000234;420780652;11;41;;;;1;2;5;;
Q25;2013;420000242;420780660;7;3;0;0;0;1;1;17;0;0
Q25;2013;420000267;420013831;4;22;;;1;2;;6;;
Q25;2013;420000275;420780694;;5;;;;;;;;
Q25;2013;420000283;420780702;;1;;;;;;;;
Q25;2013;420000317;420780736;;7;;;;;;;;
Q25;2013;420000556;420781791;;2;;;;;;;;
Q25;2013;420002669;420784878;0;2;;;;;;;;
Q25;2013;420011413;420011405;;;2;;1;3;;;;
Q25;2013;420780546;420000168;2;3;;;;;;1;;
Q25;2013;420780637;420002495;6;2;;;;;;;;
Q25;2013;420780744;420000325;;;;;;;1;;;
Q25;2013;420782096;420787095;1;2;;;;;;;;
Q25;2013;420782559;420784878;12;29;;;;;;;;
Q25;2013;420782567;420784878;0;2;;;;;;;;
Q25;2013;420782591;420000887;;;;;;1;;;;
Q25;2013;420785354;420784878;4;16;;;;;;;;
Q25;2013;430000026;630786754;1;9;;;1;3;;8;;
Q25;2013;430000117;430000018;1;9;0;0;0;0;0;2;0;0
Q25;2013;430000166;430005843;;1;;;;;;;;
Q25;2013;430000174;430006890;1;1;;;;;1;;;
Q25;2013;430000190;430000034;1;3;;;;;1;;;
Q25;2013;430000216;750811820;;2;;;;;;;;
Q25;2013;430000299;430000059;;1;;;;1;;;;
Q25;2013;430000307;430000067;1;;;;;;1;3;;
Q25;2013;430000356;430000091;;;;5;;;;;;
Q25;2013;430007419;630786754;;4;;;;;1;1;;
Q25;2013;440000016;440000057;7;25;;;;;;;;
Q25;2013;440000024;440000065;;4;;;;;;;;
Q25;2013;440000180;440000263;3;18;;;;;;;;
Q25;2013;440000255;440042844;;1;;;;;;;;
Q25;2013;440000271;440000289;0;1;0;0;1;3;0;0;0;0
Q25;2013;440000396;440000297;;1;;;;;;;;
Q25;2013;440000404;440000925;;;;;;1;;;;
Q25;2013;440000412;440000941;;;;;1;;1;;;
Q25;2013;440000503;440000313;2;4;;;;;;;;
Q25;2013;440000552;440042141;;1;;;;1;;;;
Q25;2013;440000560;850009010;1;1;;;;;;;;
Q25;2013;440000644;440000347;1;2;;;;;;;;
Q25;2013;440000677;440000362;;;1;;;;;;;
Q25;2013;440000693;440041895;;;;;;;2;;;
Q25;2013;440000883;440042141;;2;;;;1;;;;
Q25;2013;440001113;490017258;;;;;;1;;1;;
Q25;2013;440001188;440018661;1;;;;;1;;;;
Q25;2013;440001279;440041531;;1;;;;;;;;
Q25;2013;440001295;440000859;;1;;;;;1;;;
Q25;2013;440001964;440003267;;1;;;;;;1;;
Q25;2013;440002459;440001501;1;1;;;1;1;;;;
Q25;2013;440002939;440001758;3;9;;;;;;;;
Q25;2013;440003291;440000289;0;2;0;0;3;1;0;0;0;0
Q25;2013;440005080;440002590;;;;;2;1;;;;
Q25;2013;440007482;;;;;;1;;;;;
Q25;2013;440012128;440003960;;;;;1;;;;;
Q25;2013;440017598;440000289;0;0;0;0;4;1;0;0;0;0
Q25;2013;440021392;440000289;0;1;0;0;0;0;0;0;0;0
Q25;2013;440024669;440042844;1;1;;;;;;;;
Q25;2013;440033819;440006344;;;;;2;;;;;
Q25;2013;440041580;440041572;;;;;1;1;;;;
Q25;2013;440044451;750721334;0;1;;;;;;;;
Q25;2013;440046944;750721334;0;1;0;0;0;0;0;0;0;0
Q25;2013;440048239;440041895;;;;;;;;1;;
Q25;2013;440048676;750721334;0;1;;;;;;;;
Q25;2013;450000047;450000096;;1;;;;;2;;;
Q25;2013;450000062;450000104;;10;;;;;;;;
Q25;2013;450000070;450000112;2;3;;;1;;1;4;;
Q25;2013;450000120;450000138;2;5;;;;;;;;
Q25;2013;450000187;450000146;;1;;;;;;;;
Q25;2013;450000245;450000542;;;;;;1;;;;
Q25;2013;450000260;450000161;1;8;;;;;;2;;
Q25;2013;450000336;450000179;1;;;;;;;2;;
Q25;2013;450000526;930019484;2;5;;;1;1;;;;
Q25;2013;450000930;450002423;6;18;0;0;0;0;2;0;0;0
Q25;2013;450002613;450000088;;;;;0;2;5;1;;
Q25;2013;450010079;450000195;;;;;2;;;;;
Q25;2013;450014956;450000849;;7;;;;;2;2;;
Q25;2013;460000045;460780083;4;19;0;0;0;0;0;0;0;0
Q25;2013;460000060;460780117;1;7;;;;;;9;;
Q25;2013;460000102;460780208;;1;;;;;;;;
Q25;2013;460000110;460780216;3;15;0;0;0;0;3;3;0;0
Q25;2013;460785090;;;1;;;1;;;4;;
Q25;2013;460785595;460780216;0;1;0;0;0;0;0;0;0;0
Q25;2013;470000027;470014069;;;;;;4;;;;
Q25;2013;470000142;470000795;;;;;;2;;;;
Q25;2013;470000308;930019484;;1;;;;;;;;
Q25;2013;470000423;470000316;5;13;0;0;1;0;0;0;0;0
Q25;2013;470000431;470000324;6;27;;;;;2;2;;
Q25;2013;470000480;470001660;9;24;0;0;0;0;3;1;0;0
Q25;2013;470000530;470000357;;1;;;;;;;;
Q25;2013;470000555;470001660;0;2;0;0;0;0;0;0;0;0
Q25;2013;470000571;470000407;1;14;;;;;1;;;
Q25;2013;470008780;470000316;0;2;0;0;0;0;0;0;0;0
Q25;2013;470012931;470001660;0;3;0;0;0;0;0;1;0;0
Q25;2013;480000017;480780097;2;3;;;1;1;;2;;
Q25;2013;480000041;480780139;1;2;;;;;;1;;
Q25;2013;480000058;480780147;;3;;;;;1;;;
Q25;2013;480000074;480780162;1;;;;;1;;1;;
Q25;2013;480780543;480782101;1;;;;;;;;;
Q25;2013;480783034;480782101;;1;;;;;;;;
Q25;2013;490000049;490000031;1;;;;;2;2;12;;
Q25;2013;490000106;490000163;;3;;;;;;;;
Q25;2013;490000155;490017258;2;0;0;0;0;2;0;1;0;0
Q25;2013;490000239;490015765;1;;;;;;;;;
Q25;2013;490000296;490000387;;4;;;;;;;;
Q25;2013;490000338;490000403;1;1;;;;;2;;;
Q25;2013;490000353;490000411;;1;;;;;;;;
Q25;2013;490000494;490000429;;;;;;;2;;;
Q25;2013;490000569;490000437;;2;;;;;1;;;
Q25;2013;490000635;490000676;5;7;;;1;;;;;
Q25;2013;490000643;440042844;;2;;;;2;;;;
Q25;2013;490000700;490000692;1;6;;;;;;;;
Q25;2013;490001765;490528452;3;15;;;;1;;;;
Q25;2013;490002037;490000890;;;;;;2;;;;
Q25;2013;490002979;490535705;;;;;1;;;;;
Q25;2013;490004256;490001716;;1;;;;;;;;
Q25;2013;490008604;490001070;1;10;;;;;;;;
Q25;2013;490014909;490008109;;;;;3;3;;;;
Q25;2013;490016870;440048643;;;;;;2;;;;
Q25;2013;490532173;530000025;;1;;;;;;;;
Q25;2013;490536224;490000031;0;0;0;0;0;0;0;1;0;0
Q25;2013;500000021;500000054;0;6;;;;;;;;
Q25;2013;500000187;500000013;6;26;;;;;;;;
Q25;2013;500000195;500000039;2;12;;;;;;9;;
Q25;2013;500000260;500000054;2;7;0;;0;;2;1;;
Q25;2013;500000435;500000104;3;5;;;;;;;;
Q25;2013;500000450;500000112;5;15;0;0;1;0;0;0;0;0
Q25;2013;500000468;500000013;1;2;;;;;;;;
Q25;2013;500000476;500000138;;6;;;;;;;;
Q25;2013;500000575;500000245;2;4;;;;;;;;
Q25;2013;500000591;500000393;5;17;;;;;;;;
Q25;2013;500010384;;;9;;;;;;;;
Q25;2013;500015185;;;13;;4;;;;;;
Q25;2013;500021423;500000567;0;0;0;0;1;1;0;0;0;0
Q25;2013;510000169;510000037;3;7;;;;1;;;;
Q25;2013;510000177;100006279;3;2;;;;;2;;;
Q25;2013;510000185;510000532;1;;;;;;;;;
Q25;2013;510000193;510000557;;;;;;1;;;;
Q25;2013;510000201;750034589;;;;;;;;1;;
Q25;2013;510000219;510000052;1;2;;;;;;;;
Q25;2013;510000235;510000060;1;2;;;1;;;;;
Q25;2013;510000250;510000078;4;7;;;;;;;;
Q25;2013;510000292;750720534;1;1;;;;;;;;
Q25;2013;510000359;510000086;1;1;;;;;1;;;
Q25;2013;510000466;510000102;;1;;;;;;;;
Q25;2013;510000516;510000136;5;5;0;0;0;0;0;0;0;0
Q25;2013;510011679;510000029;1;2;0;0;0;0;1;0;0;0
Q25;2013;520000019;520780024;3;14;0;0;0;0;0;1;0;0
Q25;2013;520000027;520780032;;;;;2;;9;21;;
Q25;2013;520000035;520780040;2;14;;;;;;2;;
Q25;2013;520000043;520780057;;8;;;;;;;;
Q25;2013;520000050;520780065;2;13;;;;;;;;
Q25;2013;520000068;520780073;2;5;;;;;3;6;;
Q25;2013;520000076;520780081;2;10;;;;;;;;
Q25;2013;520000084;520780099;2;12;;;;;;;;
Q25;2013;520782939;520780032;;;;;;;;3;;
Q25;2013;530000017;530000025;;6;;;;;1;2;;
Q25;2013;530000132;530007202;;;;;;;;1;;
Q25;2013;530000140;530000058;0;1;0;0;0;0;0;0;0;0
Q25;2013;530000264;530000371;1;3;;;1;3;;;;
Q25;2013;530000611;530002591;;4;;;;;;;;
Q25;2013;530032788;530000025;;1;;;;;;;;
Q25;2013;540000015;540023264;;1;;;;1;;;;
Q25;2013;540000023;540000049;1;6;0;0;0;0;0;0;0;0
Q25;2013;540000072;540014081;;;;;;;1;2;;
Q25;2013;540000148;540019007;1;12;;;;;;;;
Q25;2013;540000155;540000080;;;;;;1;;;;
Q25;2013;540000270;540003399;;;;;;;1;;;
Q25;2013;540000726;750721334;;2;;;;1;;;;
Q25;2013;540000981;540001112;;;;;;1;;;;
Q25;2013;540001070;540000767;1;2;;;;2;;;;
Q25;2013;540001138;540002078;;;;;;2;;;;
Q25;2013;540001286;540003019;;;;;3;5;;;;
Q25;2013;540002698;540002078;;;;;2;7;;;;
Q25;2013;540008364;540000049;;7;;;;1;;;;
Q25;2013;540009578;540000122;;;;;;1;;;;
Q25;2013;540009701;540019726;;;;;;1;;;;
Q25;2013;540013224;540000536;;;;;1;;;;;
Q25;2013;550000012;550000020;;;;;;1;;;;
Q25;2013;550000038;550000046;1;1;;;0;1;;;;
Q25;2013;550000202;550000053;2;1;;;;;1;;;
Q25;2013;550000251;550000095;1;2;;;;;2;1;;
Q25;2013;550000434;550003354;10;6;;;;;6;2;;
Q25;2013;560000127;560023210;10;4;0;0;0;0;0;0;0;0
Q25;2013;560000135;560005746;11;19;;;;;;5;;
Q25;2013;560000143;560014748;;7;;;;;;1;;8
Q25;2013;560000184;560006017;1;1;;;;2;1;10;;
Q25;2013;560000192;560000044;;;;;;1;;1;;
Q25;2013;560000200;560023210;3;1;0;0;0;0;0;0;0;0
Q25;2013;560000275;560005746;;;;;;;;1;;
Q25;2013;560000382;560002032;4;5;;;;;;2;;
