BOR;AN;FI;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;PDSA;NRML;NBLIB;CAR;SAMUSDIS
SMURSAMU;2013;290000025;290020700;1;1;0;0;0;290020700;0;0;168;0;0;1;1;1;0;1117;79;76;19;6;0;1221;461;105;33;34;289;962;91;164;902;60;;;;;;;;;;;;;;;
SMURSAMU;2013;290000033;290021542;1;1;0;0;0;290021542;0;0;168;168;168;1;1;;;1028;143;;2;1;;1174;382;107;6;67;189;648;96;180;530;118;;;;;;;;;;;;;;;
SMURSAMU;2013;290000066;290020700;1;1;0;0;0;290020700;0;0;168;0;0;1;1;0;0;562;53;40;9;1;0;625;250;47;37;13;153;474;33;103;447;27;;;;;;;;;;;;;;;
SMURSAMU;2013;290000256;290000017;1;1;0;0;0;;0;0;168;168;168;;;;;519;89;;0;0;0;608;;80;0;52;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;290000785;220020739;1;1;0;0;0;290000785;0;0;336;420;;1;;;;416;66;;4;8;6;500;74;45;6;23;0;352;31;116;222;130;;;;;;;;;;;;;;;
SMURSAMU;2013;290000934;290000306;1;1;0;0;0;290000306;0;0;191;168;168;;1;;;662;151;0;21;4;;838;238;87;0;0;115;544;58;103;328;216;;;;;;;;;;;;;;;
SMURSAMU;2013;290004324;290000017;1;1;0;0;0;290000017;0;1;461;406;406;3;2;1;;2862;1566;151;437;344;192;5401;;228;15;91;;2630;;;2249;381;285954;272666;267894;153972;153972;66262;308;168;140;1030;1;0;0;1856;0
SMURSAMU;2013;290029982;290020700;1;0;0;0;0;290020700;0;0;168;0;0;1;1;0;0;548;126;56;38;57;0;769;235;61;10;15;149;500;45;118;282;218;;;;;;;;;;;;;;;
SMURSAMU;2013;2A0000022;2A0000014;1;1;0;0;0;2A0000014;0;1;336;336;588;3;3;1;0;2450;686;;474;836;0;4446;422;110;12;93;207;2502;141;72;2357;145;62588;58540;58150;24098;24098;;948;204;744;1488;1;0;0;1530;0
SMURSAMU;2013;2A0002614;2A0002606;1;0;0;0;1;2A0000014;0;0;154;308;0;;;;;422;;;;;;422;46;16;2;22;0;316;;;198;118;;;;;;;;;;;;;;;
SMURSAMU;2013;2A0003125;2A0000014;1;1;0;0;1;2A0000014;0;0;168;84;168;0;1;0;0;394;24;0;0;0;0;418;44;14;2;27;1;351;0;7;0;351;;;;;;;;;;;;;;;
SMURSAMU;2013;2A0003133;2A0000014;1;1;0;0;1;2A0000014;0;0;168;0;168;0;1;0;0;524;31;0;0;0;0;555;;25;15;30;101;353;3;0;3;350;;;;;;;;;;;;;;;
SMURSAMU;2013;2A0003141;2A0000014;1;1;0;0;1;2A0000014;0;0;168;0;168;0;1;0;0;246;40;0;0;0;0;286;89;17;1;31;40;157;12;5;4;153;;;;;;;;;;;;;;;
SMURSAMU;2013;2B0000012;2B0000020;1;1;0;0;0;2B0000020;0;1;294;252;588;0;0;0;0;2009;1176;20;544;616;0;4345;374;95;74;131;0;3138;0;0;2575;563;83625;82560;78432;39847;39847;4200;188;168;20;336;1;1;0;300;0
SMURSAMU;2013;2B0000038;2B0004246;1;0;0;0;1;;0;0;1;1;0;;1;;;314;;;;;;314;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;2B0003420;2B0000020;1;1;0;0;1;;0;0;168;168;168;0;1;0;0;436;37;;;;;473;89;27;14;43;;464;;;100;364;;;;;;;;;;;;;;;
SMURSAMU;2013;2B0004907;2B0000020;1;1;0;0;1;;0;0;168;168;168;0;1;0;0;238;61;0;0;0;0;299;53;19;8;24;0;228;0;0;65;163;;;;;;;;;;;;;;;
SMURSAMU;2013;2B0005409;2B0000020;1;0;0;0;1;;0;0;168;112;168;0;1;0;0;832;1;0;0;0;0;833;407;21;39;344;0;443;0;0;388;55;;;;;;;;;;;;;;;
SMURSAMU;2013;300000023;300780046;1;1;0;0;0;300780046;0;0;168;168;0;0;2;0;0;2282;75;0;0;0;0;2357;125;10;2;26;47;1733;115;426;1255;478;;;;;;;;;;;;;;;
SMURSAMU;2013;300000031;300780053;1;1;0;0;0;300780053;0;0;208;176;0;0;0;0;0;830;0;;;;;830;184;96;2;86;0;646;;;539;107;;;;;;;;;;;;;;;
SMURSAMU;2013;300782117;300780038;1;1;0;0;0;;0;1;5824;616;586;5;3;1;;4493;1471;138;233;325;;6522;3551;1670;136;1680;65;3975;;;3411;564;253493;219571;202714;175266;157031;49686;1456;;;;1;0;0;1662;0
SMURSAMU;2013;310000310;310780671;1;1;0;0;0;;0;0;168;168;168;1;1;;;829;436;122;0;0;0;1265;226;113;2;73;210;420;23;112;293;127;;;;;;;;;;;;;;;
SMURSAMU;2013;310016977;310781406;1;0;0;1;0;;0;0;223;152;132;1;1;2;;367;1360;199;26;123;0;1876;153;4;0;67;82;322;306;0;277;45;;;;;;;;;;;;;;;
SMURSAMU;2013;310783048;310781406;1;1;0;0;0;;0;1;574;672;708;3;5;2;0;6623;2658;1487;578;220;0;10079;3366;742;42;359;2223;6058;271;1041;3861;2197;543994;483226;;374163;192283;68154;658;378;274;1008;1;0;95;2506;0
SMURSAMU;2013;320000086;320780117;1;1;0;0;1;320780117;0;1;168;168;0;;;;;1192;129;;;;;1321;;;;;;;;;;;;70747;;;26533;;;;;;0;1;;476;1
SMURSAMU;2013;320000102;320780133;1;0;0;0;1;320000102;0;0;168;168;168;;2;;;357;77;;4;4;;442;151;36;1;28;86;357;33;106;195;162;;;;;;;;;;;;;;;
SMURSAMU;2013;330000555;330781204;1;1;0;0;0;;0;0;168;168;168;;1;;;655;;;29;;;684;162;130;1;63;;548;33;80;379;169;;;;;;;;;;;;;;;
SMURSAMU;2013;330000571;330781220;1;1;0;0;0;;0;0;504;504;504;1;;;;258;123;26;0;0;0;381;100;45;2;10;4;13;12;1;13;;;;;;;;;;;;;;;;
SMURSAMU;2013;330000589;330027509;1;1;0;0;0;;0;0;168;168;168;0;1;1;;630;;;;;;630;139;107;0;31;1;491;15;58;349;142;;;;;;;;;;;;;;;
SMURSAMU;2013;330000605;330781253;1;1;0;0;0;;0;0;336;350;336;4;8;0;0;1483;132;;0;0;;1615;195;129;;14;52;1277;73;166;1220;57;;;;;;;;;;;;;;;
SMURSAMU;2013;330780495;330796392;1;1;0;0;0;;0;0;168;168;168;;7;;;491;1;;;;;492;128;75;1;21;31;390;0;0;247;143;;;;;;;;;;;;;;;
SMURSAMU;2013;330780537;330000324;1;1;0;0;0;330780537;0;0;168;168;168;1;0;0;0;335;0;0;0;0;0;335;122;30;30;31;31;249;14;59;170;79;;;;;;;;;;;;;;;
SMURSAMU;2013;330781360;330781196;1;1;0;1;0;;0;1;168;168;0;6;4;1;;4807;2944;;476;386;;8613;;;;;;;;;;;;445093;;318249;277332;140805;;;;;1;0;;7553;0
SMURSAMU;2013;340000033;340780055;1;1;0;0;0;;0;0;336;336;336;2;2;;;2147;663;;0;0;0;2810;551;263;6;190;;1596;118;433;1388;208;;;;;;;;;;;;;;;
SMURSAMU;2013;340000223;340011295;1;1;0;0;0;340011295;0;0;168;168;0;0;0;0;0;1036;56;0;0;0;0;1092;539;138;0;59;342;497;;;402;95;;;;;;;;;;;;;;;
SMURSAMU;2013;340000231;340780535;1;0;0;0;1;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;340780436;340011295;1;0;0;0;1;340011295;0;0;113;113;0;0;0;0;0;753;0;0;0;0;0;753;134;53;0;81;;619;;;340;279;;;;;;;;;;;;;;;
SMURSAMU;2013;340780717;340008150;1;0;0;0;1;340785161;0;0;168;168;168;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;340785161;340780477;1;1;0;0;0;;0;1;336;252;816;7;4;1;0;7237;1580;;199;425;0;9441;;408;38;540;2;4320;1669;2411;3485;835;418615;362929;268998;270102;218498;51604;269;168;101;888;1;0;18;624;0
SMURSAMU;2013;350000147;350000022;1;1;0;0;0;;0;0;168;168;168;2;6;0;0;828;18;;;;;846;20;109;10;18;;684;29;167;666;18;;;;;;;;;;;;;;;
SMURSAMU;2013;350000154;350000030;1;1;0;0;0;;0;0;168;168;152;;1;;;430;103;0;0;2;0;535;92;65;1;10;10;352;34;110;276;76;;;;;;;;;;;;;;;
SMURSAMU;2013;350000162;350000048;1;1;0;0;0;350000048;0;0;186;186;0;;1;;;504;107;;0;0;0;611;66;30;0;6;30;500;;;387;113;;;;;;;;;;;;;;;
SMURSAMU;2013;350000188;350000055;1;1;0;0;0;;0;0;168;168;168;;1;;;336;59;;;;;395;138;45;0;10;83;360;35;88;249;111;;;;;;;;;;;;;;;
SMURSAMU;2013;350000741;350005179;1;1;0;0;0;;0;1;336;218;588;4;4;0;0;3010;1508;315;8;17;;4543;953;351;1;164;437;1580;201;245;1424;156;235941;218595;196736;134752;132905;46969;295;222;73;654;1;0;0;766;0
SMURSAMU;2013;360000137;360000053;1;1;0;0;0;;0;1;366;336;336;3;3;1;;1836;953;211;235;324;;3348;578;293;29;219;37;2216;115;359;2107;109;312500;246800;;99310;79881;19429;216;168;48;420;1;0;26;43;1
SMURSAMU;2013;360000160;360000079;1;1;0;0;1;360000053;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;370000499;370000481;1;1;0;1;0;370000481;0;1;;;;1;;;;117;599;;8;131;;855;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;370000531;370000606;1;1;0;0;0;;0;0;168;168;0;0;1;;;383;22;0;6;0;0;411;92;66;25;0;89;297;23;55;169;128;;;;;;;;;;;;;;;
SMURSAMU;2013;370000879;370000564;1;1;0;0;0;;0;0;168;168;0;2;0;0;0;466;33;33;0;0;0;499;137;43;5;16;73;402;;;155;247;;;;;;;;;;;;;;;
SMURSAMU;2013;370000903;370000614;1;1;0;0;1;370000481;0;0;168;168;0;;;;;331;27;0;0;0;0;358;52;35;1;16;0;285;;;91;194;;;;;;;;;;;;;;;
SMURSAMU;2013;370004467;370000481;1;1;0;0;0;370000481;0;1;672;672;336;4;4;1;0;2292;1037;22;153;322;;3804;837;286;11;76;464;2163;191;372;1734;429;165308;165308;;95222;;;276;228;48;554;1;0;18;2193;1
SMURSAMU;2013;380000034;380780049;1;1;0;0;0;;0;0;252;252;252;3;1;;;1408;297;138;;;;1705;343;162;139;42;;1510;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;380000067;380780080;1;1;0;0;0;;0;1;571;408;504;8;4;1;0;3338;1369;271;1045;430;0;6182;1236;353;17;248;509;3115;563;555;2188;927;408006;330058;303653;223228;131239;91999;456;202;202;980;1;1;23;1352;0
SMURSAMU;2013;380000174;380781435;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;1045;42;0;0;0;0;1087;;143;5;41;;889;69;170;600;289;;;;;;;;;;;;;;;
SMURSAMU;2013;380000406;380784751;1;1;0;0;0;;0;0;336;1008;168;1;1;0;0;1048;108;11;0;0;0;1156;;118;33;140;;1048;64;242;474;574;;;;;;;;;;;;;;;
SMURSAMU;2013;390000040;390780146;1;1;0;0;0;;0;0;384;336;336;0;3;0;0;1592;226;0;0;0;0;1818;804;143;8;158;495;940;117;570;802;138;;;;;;;;;;;;;;;
SMURSAMU;2013;390000065;390780161;1;1;0;0;0;;0;0;168;168;168;;1;;;316;115;;0;0;0;431;79;31;14;34;0;254;;;214;40;;;;;;;;;;;;;;;
SMURSAMU;2013;390000214;390780591;1;1;0;0;0;;0;0;168;159;159;;1;;;458;85;;28;;;571;97;42;1;56;29;362;35;120;158;204;;;;;;;;;;;;;;;
SMURSAMU;2013;390000222;390780609;1;1;0;0;0;;0;0;220;220;220;1;2;;;1358;335;;;;;1693;692;78;3;114;497;587;156;344;432;155;;;;;;;;;;;;;;;
SMURSAMU;2013;390005742;390780146;1;1;0;0;1;;0;0;168;168;0;;1;;;334;14;;44;;;392;102;21;;50;102;274;34;28;49;225;;;;;;;;;;;;;;;
SMURSAMU;2013;400000105;400780193;1;1;0;0;0;;0;0;6552;3520;3520;3;1;;;1459;387;;;20;;1866;365;124;1;120;120;1100;20;18;929;171;;;;;;;;;;;;;;;
SMURSAMU;2013;400000139;400011177;1;1;0;0;0;400011177;0;1;168;168;168;2;1;0;0;1090;117;0;0;0;0;1207;307;109;6;108;83;788;117;184;769;19;332559;288068;285088;116888;93657;24963;248;168;80;1680;1;1;25;636;0
SMURSAMU;2013;400011383;400780193;1;1;1;0;1;400780193;1;0;1512;;;;1;;;156;;;;;;156;137;9;;56;72;143;12;8;41;102;;;;;;;;;;;;;;;
SMURSAMU;2013;400011391;400780193;1;1;1;0;1;;1;0;588;0;0;;;1;;;;;127;;;127;114;;82;32;;11;8;1;4;7;;;;;;;;;;;;;;;
SMURSAMU;2013;400012506;400011177;1;0;1;0;1;400011177;1;0;0;0;0;0;1;0;0;234;0;0;0;0;0;234;131;5;9;84;59;81;78;9;0;81;;;;;;;;;;;;;;;
SMURSAMU;2013;400012514;400011177;1;0;0;0;1;400011177;0;0;84;84;84;1;0;0;0;251;149;0;0;0;0;400;143;20;2;44;77;119;28;36;84;35;;;;;;;;;;;;;;;
SMURSAMU;2013;400012522;400011177;1;0;0;0;1;400011177;0;0;21;21;21;1;0;0;0;30;36;0;0;0;0;66;3;1;0;1;1;25;2;6;16;9;;;;;;;;;;;;;;;
SMURSAMU;2013;410000020;410000087;1;1;0;0;0;410000087;0;1;336;336;168;2;3;1;;2964;605;;151;384;;4104;;;;;;;;;;;;;;117749;83755;;168;;15;360;1;0;0;349;0
SMURSAMU;2013;410000038;410000095;1;1;0;0;0;;0;0;168;37;;;2;;;601;31;0;0;0;0;632;177;91;2;25;59;390;22;105;336;54;;;;;;;;;;;;;;;
SMURSAMU;2013;410000046;410000103;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;595;3;0;0;0;0;598;297;90;1;84;122;357;;;271;86;;;;;;;;;;;;;;;
SMURSAMU;2013;420000010;420780033;1;1;0;0;0;420000010;0;1;144;336;336;1;2;0;0;1164;879;421;29;94;0;2166;289;130;3;85;71;853;76;191;729;124;67416;63686;63059;46682;46682;10970;78;78;52;287;1;0;0;32;0
SMURSAMU;2013;420000226;420013831;1;1;0;0;0;;0;0;168;168;0;;1;;;451;40;0;0;0;0;491;96;60;2;30;4;355;0;0;325;30;;;;;;;;;;;;;;;
SMURSAMU;2013;420000267;420013831;1;1;0;0;0;;0;0;320;357;0;0;2;0;0;374;69;51;;;;443;374;61;;15;0;298;36;63;209;89;;;;;;;;;;;;;;;
SMURSAMU;2013;420785354;420784878;1;1;0;0;0;;0;1;;;;4;5;1;0;2069;1199;;373;361;;4002;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;430000117;430000018;1;1;0;0;0;;0;1;238;287;0;1;3;;;1279;156;;;;;1435;317;137;2;70;108;862;108;286;812;50;98996;98996;;51704;24694;27010;168;168;;280;1;1;0;;0
SMURSAMU;2013;430000190;430000034;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;285;154;4;0;0;0;439;45;34;0;10;1;392;30;38;190;202;;;;;;;;;;;;;;;
SMURSAMU;2013;440000016;440000057;1;1;0;0;0;;0;0;336;336;336;;3;;;1262;157;;;;;1419;417;110;4;34;269;1226;138;226;1089;137;;;;;;;;;;;;;;;
SMURSAMU;2013;440000271;440000289;1;1;0;0;0;;0;1;407;504;504;3;6;;;2591;1932;564;171;500;0;5194;877;206;8;104;549;3571;280;294;2615;956;458845;401817;376100;187278;187278;97002;600;252;348;940;1;0;0;;
SMURSAMU;2013;440000503;440000313;1;1;0;0;0;;0;0;8760;;;0;1;0;0;370;12;;0;0;0;382;124;57;;17;86;233;19;36;177;56;;;;;;;;;;;;;;;
SMURSAMU;2013;450000021;450000088;1;0;0;1;0;;0;0;50;220;50;;;;;5;90;88;0;3;0;98;0;0;0;0;0;5;5;0;5;0;;;;;;;;;;;;;;;
SMURSAMU;2013;450000047;450000096;1;1;0;0;0;;0;0;744;672;0;;2;;;750;;;;;;750;9;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;450000062;450000104;1;1;0;0;0;450000104;0;0;168;168;168;;2;;;1074;7;0;;;;1081;543;121;7;53;362;877;49;173;816;61;;;;;;;;;;;;;;;
SMURSAMU;2013;450000070;450000112;1;1;0;0;0;;0;0;168;168;168;2;;;;637;15;;;;;652;349;67;5;28;220;562;63;138;244;318;;;;;;;;;;;;;;;
SMURSAMU;2013;450002613;450000088;1;1;0;0;0;;0;1;336;238;504;2;4;1;0;2945;439;0;282;483;0;4149;1518;283;27;324;907;1705;149;310;1468;237;244290;244290;232394;103502;103502;;384;336;48;465;1;0;13;1318;0
SMURSAMU;2013;460000045;460780083;1;1;0;0;0;460780083;0;0;35;35;35;0;1;0;0;212;26;26;0;0;0;238;127;29;;14;41;168;19;32;132;36;;;;;;;;;;;;;;;
SMURSAMU;2013;460000052;460780091;1;1;0;0;0;460780091;0;0;50;134;53;;2;;;311;22;;;;;333;147;40;0;42;65;231;19;44;133;98;;;;;;;;;;;;;;;
SMURSAMU;2013;460000102;460780208;1;1;0;0;0;;0;0;29;37;37;;1;;;234;;;;;;234;121;31;2;9;92;184;14;28;92;92;;;;;;;;;;;;;;;
SMURSAMU;2013;460000110;460780216;1;1;0;0;0;460780216;0;1;168;203;168;1;3;;;638;447;154;;;;1085;209;67;1;52;89;443;38;65;;;51014;51014;51014;32373;32373;0;168;168;;168;0;0;0;873;0
SMURSAMU;2013;470000423;470000316;1;1;0;0;0;;0;1;457;168;240;2;2;;;938;744;;;;;1682;210;115;5;26;59;728;63;229;391;337;156185;;;73158;;;168;;97;396;1;0;27;355;1
SMURSAMU;2013;470000431;470000324;1;1;0;0;0;;0;0;168;168;168;;1;;;785;42;;;;;827;194;106;2;46;40;472;;;401;71;;;;;;;;;;;;;;;
SMURSAMU;2013;470000480;470001660;1;1;0;0;0;470001660;0;0;168;504;336;2;2;;;495;21;;;;;516;122;103;;19;;373;;;327;46;;;;;;;;;;;;;;;
SMURSAMU;2013;480000017;480780097;1;1;0;0;0;;0;1;168;168;168;3;2;1;;708;179;;28;61;;976;289;43;3;96;149;771;82;156;681;90;204250;181449;50000;55618;21908;0;168;168;0;252;0;1;37;59;0
SMURSAMU;2013;490000049;490000031;1;1;0;0;0;490000031;0;1;336;206;206;3;3;0;0;2151;1087;184;0;0;0;3238;531;270;5;62;273;1620;182;272;1452;168;289866;226664;206666;122913;119489;54628;302;168;134;566;1;1;0;1290;0
SMURSAMU;2013;490000635;490000676;1;1;0;0;0;;0;0;168;168;0;;2;;;1026;38;;;;;1064;444;145;4;48;247;582;74;86;436;146;;;;;;;;;;;;;;;
SMURSAMU;2013;490001765;490528452;1;1;0;0;0;;0;0;168;168;168;1;2;;;659;28;;;;;687;278;129;3;51;95;499;39;97;318;181;;;;;;;;;;;;;;;
SMURSAMU;2013;500000021;500000054;1;1;0;0;0;;0;0;168;168;0;;2;;;431;17;;6;;;454;131;59;;10;62;306;35;100;271;35;;;;;;;;;;;;;;;
SMURSAMU;2013;500000187;500000013;1;1;0;0;0;500000187;0;0;168;168;168;;2;;;747;403;;16;3;;1169;222;113;9;16;84;601;58;148;552;49;;;;;;;;;;;;;;;
SMURSAMU;2013;500000260;500000054;1;1;0;0;0;500000054;0;0;168;168;36;2;1;;;364;659;;24;47;3;1097;141;78;3;9;46;220;11;62;142;78;;;;;;;;;;;;;;;
SMURSAMU;2013;500000427;500000096;1;1;0;0;0;;0;0;1582;1582;0;0;1;0;0;229;26;;;;;255;71;40;0;5;26;158;17;55;43;115;;;;;;;;;;;;;;;
SMURSAMU;2013;500000450;500000112;1;1;0;0;0;500000112;0;1;336;168;0;6;0;0;0;650;129;;10;4;0;793;266;120;17;9;89;381;20;129;263;118;97369;97369;;74201;74201;15221;173;168;52;454;1;0;54;1384;0
SMURSAMU;2013;500000468;500000013;1;1;0;0;1;500000187;0;0;168;168;;;2;;;533;42;;8;0;;583;218;98;3;22;95;405;41;134;361;44;;;;;;;;;;;;;;;
SMURSAMU;2013;500000591;500000393;1;1;0;0;0;500000393;0;0;168;168;0;;;;;517;28;;21;0;0;566;241;94;12;14;95;392;;;130;262;;;;;;;;;;;;;;;
SMURSAMU;2013;510000169;510000037;1;1;0;0;0;510000037;0;0;168;0;255;3;0;0;0;841;150;72;0;0;0;991;252;105;40;29;78;713;56;150;680;33;;;;;;;;;;;;;;;
SMURSAMU;2013;510000235;510000060;1;1;0;0;0;;0;0;168;168;168;1;1;;;678;17;;;;;695;57;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;510000250;510000078;1;1;0;0;0;;0;0;168;168;0;;1;;;466;13;0;0;0;0;479;105;58;3;44;1;361;28;100;333;28;;;;;;;;;;;;;;;
SMURSAMU;2013;510004302;510000029;1;1;0;1;0;;0;1;504;504;420;3;2;0;0;1836;1092;0;46;262;0;3236;513;225;13;120;155;1522;37;311;1236;286;227973;200492;194209;92600;79873;24182;296;168;128;444;1;0;0;1834;0
SMURSAMU;2013;510023914;510000037;1;1;0;0;1;510000037;0;0;168;0;0;2;0;0;0;152;32;1;0;0;0;184;42;13;18;0;11;124;8;32;48;76;;;;;;;;;;;;;;;
SMURSAMU;2013;510023922;100006279;1;0;0;0;1;100006279;0;0;168;168;0;;1;;;375;30;;;;;405;217;44;4;28;144;171;27;107;14;157;;;;;;;;;;;;;;;
SMURSAMU;2013;520000027;520780032;1;1;0;0;0;520780032;0;1;44;262;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;44;0;168;;;;1422;
SMURSAMU;2013;520000043;520780057;1;1;0;0;0;520780057;0;0;168;168;0;0;1;0;0;656;5;0;0;0;0;661;391;62;6;64;241;265;18;77;232;33;;;;;;;;;;;;;;;
SMURSAMU;2013;520000068;520780073;1;1;0;0;0;;0;0;168;168;168;;2;;;860;83;83;;;;943;423;96;7;61;259;437;42;91;380;57;;;;;;;;;;;;;;;
