BOR;AN;FI;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;PDSA;NRML;NBLIB;CAR;SAMUSDIS
SMURSAMU;2013;750100018;750712184;1;1;0;0;1;750100208;0;0;168;168;168;1;;;;1608;216;;;;;1824;823;106;19;93;604;750;12;129;690;60;;;;;;;;;;;;;;;
SMURSAMU;2013;750100042;750712184;1;1;0;0;1;;0;0;168;420;168;1;;;;2203;90;;;;0;2293;1176;176;392;76;716;1484;100;484;828;656;;;;;;;;;;;;;;;
SMURSAMU;2013;750100125;750712184;1;1;0;0;0;;0;0;403;252;423;2;;;;2947;255;;;;;3202;2151;181;971;999;;1795;;;1657;138;;;;;;;;;;;;;;;
SMURSAMU;2013;750100208;750712184;1;1;0;1;0;750100208;0;1;712;762;762;6;4;0;0;5745;2887;626;5;42;0;8679;2989;;;;;2580;;;284;2296;817455;393413;253300;304380;153773;23540;600;554;46;910;1;0;0;94;0
SMURSAMU;2013;750803454;750712184;1;0;0;1;0;;0;0;245;171;176;2;0;0;0;495;811;0;0;4;0;1310;113;5;0;41;67;382;382;0;219;163;;;;;;;;;;;;;;;
SMURSAMU;2013;760000018;760780023;1;1;0;0;0;;0;0;168;177;175;1;;;;893;21;;2;2;;918;311;106;5;32;145;388;28;64;294;94;;;;;;;;;;;;;;;
SMURSAMU;2013;760000158;760780239;1;1;0;0;0;760780239;0;1;505;588;1008;4;4;0;0;3922;1788;0;33;42;0;5785;751;550;18;123;60;4999;817;2523;3456;1543;333658;330235;323649;164563;151069;60428;431;330;111;753;1;1;0;2527;0
SMURSAMU;2013;760000364;760780734;1;1;0;0;0;;0;0;40;175;171;;;;;982;;;;;;982;;78;91;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;760000372;760780742;1;1;0;0;0;760780742;0;0;168;168;70;0;0;0;0;873;0;0;0;0;0;873;364;85;3;78;198;561;;;175;386;;;;;;;;;;;;;;;
SMURSAMU;2013;760000463;760024042;1;1;0;0;0;;0;0;4992;228;228;0;2;0;0;1178;125;0;0;0;0;1303;202;112;9;81;0;976;145;217;728;248;;;;;;;;;;;;;;;
SMURSAMU;2013;760026252;760780023;1;0;0;0;1;760780023;0;0;;;;1;;;;504;16;;0;0;;520;188;60;5;23;100;207;13;33;74;133;;;;;;;;;;;;;;;
SMURSAMU;2013;760805770;760780726;1;1;0;0;0;760780726;0;1;504;504;336;4;3;3;1;4571;991;;73;210;12;5857;1054;294;27;838;;2897;96;597;2329;568;264590;214752;195331;113178;113178;29132;225;168;57;336;1;1;0;343;0
SMURSAMU;2013;770000131;770110013;1;1;0;0;0;;0;0;168;168;168;;2;;;1043;;;;;;1043;;107;7;65;230;274;;;;274;;;;;;;;;;;;;;;
SMURSAMU;2013;770000149;770110021;1;1;0;0;0;770110021;0;0;168;168;;0;2;0;0;968;10;0;5;0;0;983;451;84;12;69;286;532;;;274;258;;;;;;;;;;;;;;;
SMURSAMU;2013;770000156;770110054;1;1;0;0;0;770110054;0;1;566;420;430;3;6;0;0;3662;1281;0;37;87;0;5067;1857;231;5;229;1102;1805;150;272;1078;727;332250;258006;205810;185914;175452;36503;;336;144;994;1;0;0;6480;0
SMURSAMU;2013;770000164;770110062;1;1;0;0;0;;0;0;;;;2;0;0;0;776;;;;;;776;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;770000172;770110070;1;1;0;0;0;;0;0;336;336;336;3;1;;;1008;280;;1;21;;1310;482;99;7;80;296;472;24;105;314;158;;;;;;;;;;;;;;;
SMURSAMU;2013;770000214;770130052;1;1;0;0;0;;0;0;1987;168;0;;1;;;724;;;;;;724;352;77;5;63;207;588;39;201;156;432;;;;;;;;;;;;;;;
SMURSAMU;2013;770000446;770700185;1;1;0;0;0;;0;0;336;720;299;2;3;0;0;2371;556;;;;;2927;1313;185;30;129;1277;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;770019032;770170017;1;1;0;0;0;;0;0;387;387;387;3;4;0;0;3579;421;0;21;;;4021;1557;101;27;256;1173;1731;184;299;1167;564;;;;;;;;;;;;;;;
SMURSAMU;2013;780000287;780110011;1;1;0;0;1;;0;0;0;720;0;1;1;0;0;1387;;;;;;1387;;144;0;81;218;1136;0;0;685;451;;;;;;;;;;;;;;;
SMURSAMU;2013;780000311;780001236;1;1;0;0;0;780001236;0;0;336;252;336;2;2;0;0;2287;775;;;;;3062;862;185;;138;539;1964;;;1216;748;;;;;;;;;;;;;;;
SMURSAMU;2013;780000329;780110052;1;1;0;0;0;;0;0;168;168;0;0;0;0;0;829;1;0;0;4;0;834;180;71;3;31;75;644;21;47;381;263;;;;;;;;;;;;;;;
SMURSAMU;2013;780000337;780001236;1;1;0;0;0;;0;0;170;170;170;0;1;0;0;1562;2;;;;;1564;764;175;;126;463;1261;;;702;559;;;;;;;;;;;;;;;
SMURSAMU;2013;780800256;780110078;1;1;0;0;0;;0;1;742;417;732;4;5;0;0;4623;1088;0;9;7;0;5727;1930;351;17;621;966;2677;273;558;1530;1147;627654;580991;561658;197175;197175;0;757;;0;1109;0;0;0;874;0
SMURSAMU;2013;790000087;790000012;1;1;0;0;0;;0;1;336;252;420;3;2;0;0;2526;1319;;61;360;;4266;609;307;91;248;6;2090;240;415;1839;251;154803;144671;108260;115286;84244;28688;270;168;108;442;1;0;0;448;0
SMURSAMU;2013;790000095;790006654;1;1;0;0;0;790000012;0;0;168;168;168;0;1;0;0;535;141;0;0;0;0;676;287;97;10;51;129;378;62;70;252;126;;;;;;;;;;;;;;;
SMURSAMU;2013;790000103;790006654;1;1;0;0;0;790000012;0;0;168;168;168;0;1;0;0;439;130;0;0;0;0;569;152;60;9;18;65;352;39;92;188;164;;;;;;;;;;;;;;;
SMURSAMU;2013;790003537;790006654;1;1;0;0;0;790000012;0;0;168;168;168;0;1;0;0;519;63;0;0;0;0;582;254;100;5;54;95;361;48;93;265;96;;;;;;;;;;;;;;;
SMURSAMU;2013;800000143;800000028;1;1;0;0;0;800000028;0;0;336;336;336;2;3;0;0;1872;111;12;0;0;0;1983;775;158;16;164;381;1150;195;405;995;155;;;;;;;;;;;;;;;
SMURSAMU;2013;800000192;800000044;1;1;0;1;0;800000044;0;1;290;708;450;4;3;2;;3577;2531;1221;207;409;0;6724;630;266;64;178;242;3154;408;540;2660;494;448752;296793;286734;101242;97188;24295;185;185;100;600;1;0;64;3303;
SMURSAMU;2013;800000226;800000069;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;633;2;0;0;0;0;635;304;59;2;38;205;316;34;74;72;244;;;;;;;;;;;;;;;
SMURSAMU;2013;800000390;800000085;1;1;0;0;0;;0;0;168;168;168;1;1;;;957;0;0;0;0;0;957;473;80;11;37;345;440;74;131;118;322;;;;;;;;;;;;;;;
SMURSAMU;2013;800000432;800000093;1;1;0;0;0;;0;0;168;175;175;1;1;;;843;;;;;;843;354;68;7;76;203;721;73;99;379;342;;;;;;;;;;;;;;;
SMURSAMU;2013;810000505;810000331;1;1;0;0;0;810000331;0;1;202;84;168;1;2;;;1998;546;;;;;2544;387;197;8;162;674;1018;34;248;478;540;141887;139163;130940;57252;51776;18318;180;;79;360;1;0;0;4348;0
SMURSAMU;2013;810000521;810000380;1;1;0;0;0;;0;0;654;336;336;1;3;0;0;1468;391;20;0;0;0;1859;453;106;8;68;249;1015;106;377;800;215;;;;;;;;;;;;;;;
SMURSAMU;2013;810000562;810000455;1;1;0;0;0;;0;0;168;168;0;;1;;;528;0;0;0;0;0;528;289;46;1;38;204;438;33;95;212;226;;;;;;;;;;;;;;;
SMURSAMU;2013;820000032;820000016;1;1;0;0;0;820000016;0;1;504;84;252;1;3;0;0;1246;378;0;0;0;0;1624;464;160;3;56;255;788;56;138;402;386;130038;106068;104013;51526;40990;0;168;168;0;336;1;1;0;2189;0
SMURSAMU;2013;820000883;820004950;1;1;0;0;0;;0;0;168;236;88;;2;;;455;33;0;0;0;0;488;201;70;3;27;114;256;20;48;64;192;;;;;;;;;;;;;;;
SMURSAMU;2013;830000279;830100517;1;1;0;1;0;;0;0;168;84;168;0;1;0;0;1314;0;;;;;1314;456;132;13;57;254;721;11;251;552;169;;;;;;;;;;;;;;;
SMURSAMU;2013;830000287;830100525;1;1;0;0;0;830000287;0;0;218;0;168;;2;;;898;554;;;;;1452;322;111;4;38;169;591;46;130;485;106;;;;;;;;;;;;;;;
SMURSAMU;2013;830000295;830100533;1;1;0;0;0;;0;0;168;168;168;;16;;;1272;55;;;;;1327;427;111;59;;257;481;68;373;;481;;;;;;;;;;;;;;;
SMURSAMU;2013;830000311;830100566;1;1;0;0;0;830100566;0;0;168;168;168;0;2;0;0;1311;0;0;0;0;0;1311;286;134;5;117;112;913;;;844;69;;;;;;;;;;;;;;;
SMURSAMU;2013;830000337;830100590;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;729;0;0;0;0;0;729;186;84;3;51;20;563;21;22;398;165;;;;;;;;;;;;;;;
SMURSAMU;2013;830000345;830100616;1;1;0;1;0;830100616;0;1;724;486;504;6;6;;;3923;1815;;431;354;;6523;1678;348;40;220;1050;2899;;;1689;1210;308269;281258;235614;162738;36311;76456;;;;;1;0;0;2510;0
SMURSAMU;2013;840000343;840000012;1;1;0;0;1;840006597;0;0;264;364;0;1;1;;;398;;;;;;398;221;26;4;39;155;314;24;64;270;44;;;;;;;;;;;;;;;
SMURSAMU;2013;840000392;840000046;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1128;2;2;;;;1130;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;840000418;840004659;1;1;0;0;0;;0;0;168;168;168;1;2;;;1598;2;;;;;1600;;122;;233;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;840000483;840000087;1;1;0;0;1;840000087;0;0;168;168;168;1;2;;;1979;310;0;;;;2289;790;128;14;216;432;590;43;128;365;225;;;;;;;;;;;;;;;
SMURSAMU;2013;840000491;130041916;1;0;0;0;1;;0;0;15;133;0;;;;;834;6;0;0;0;;840;435;54;72;0;309;405;36;150;366;39;;;;;;;;;;;;;;;
SMURSAMU;2013;840000525;840000111;1;0;0;0;1;;0;0;0;168;0;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;840001861;840006597;1;1;0;1;0;;0;1;672;252;420;4;3;1;;4203;1407;;24;173;;5807;;112;;1422;;;;;;;115089;115089;;67013;;;168;168;;504;;;;737;1
SMURSAMU;2013;850000142;850000019;1;1;0;0;0;;0;1;336;336;336;2;3;;;1611;831;40;63;38;;2543;604;147;6;76;375;1034;70;180;943;91;233064;216656;194851;170973;117279;55667;168;168;230;332;1;1;9;2428;0
SMURSAMU;2013;850000175;850009010;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1080;45;;2;0;0;1127;389;118;0;74;197;859;95;195;573;286;;;;;;;;;;;;;;;
SMURSAMU;2013;850000209;850000019;1;1;0;0;1;850000019;0;0;168;168;0;1;;;;456;30;;;;;486;124;65;1;22;36;372;40;96;218;154;;;;;;;;;;;;;;;
SMURSAMU;2013;850000225;850000019;1;1;0;0;1;850000019;0;0;168;168;0;1;;;;428;3;;;;;431;148;42;;19;87;286;31;61;213;73;;;;;;;;;;;;;;;
SMURSAMU;2013;850000241;850000084;1;1;0;0;0;;0;0;168;175;168;1;1;;;859;53;;;;;912;146;99;7;8;32;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;850009630;850000035;1;1;0;0;0;850000035;0;0;168;175;168;1;;;;579;0;;0;0;0;579;99;63;1;35;0;517;32;117;355;162;;;;;;;;;;;;;;;
SMURSAMU;2013;860000025;860780063;1;1;0;0;0;;0;0;168;175;168;1;;;;687;;;;;;687;202;125;10;7;60;409;27;88;331;78;;;;;;;;;;;;;;;
SMURSAMU;2013;860000033;860780071;1;1;0;0;0;;0;0;168;168;0;;1;;;331;16;0;;;;347;97;55;;3;39;234;27;91;164;70;;;;;;;;;;;;;;;
SMURSAMU;2013;860000058;860780097;1;1;0;0;0;;0;0;168;168;0;;1;;;287;;;;;;287;56;34;11;11;;192;;;138;54;;;;;;;;;;;;;;;
SMURSAMU;2013;860000223;860013077;1;1;0;1;0;;0;1;547;488;456;4;1;1;;2507;832;;166;738;0;4243;607;282;7;201;117;2292;134;366;2120;172;254212;199266;;105127;72473;32654;386;168;129;504;1;0;0;936;0
SMURSAMU;2013;870000064;870000015;1;1;0;0;0;;0;1;336;336;336;3;3;1;0;2330;862;51;344;208;0;3744;569;214;2;107;246;2115;294;397;2029;86;138990;130440;112880;109958;56865;29031;292;168;124;425;1;0;0;600;0
SMURSAMU;2013;870000098;870000023;1;1;0;0;1;870000015;0;0;168;168;4;;1;;;408;38;32;;;;446;408;49;2;132;334;334;20;129;185;149;;;;;;;;;;;;;;;
SMURSAMU;2013;870000270;870000031;1;0;0;0;1;870000015;0;0;70;70;0;0;1;0;0;150;0;0;0;0;0;150;32;21;0;7;4;106;9;36;70;36;;;;;;;;;;;;;;;
SMURSAMU;2013;880000021;880007059;1;1;0;0;0;880007059;0;1;252;252;1488;;;;;1055;439;71;;;;1494;;132;16;53;;853;;;804;49;171532;171532;;109671;81611;28060;;740;356;1892;1;1;25;1867;1
SMURSAMU;2013;880000039;880780069;1;1;0;0;1;880780077;0;0;70;70;70;0;1;0;0;156;20;;;;;176;64;12;0;26;67;130;17;30;10;120;;;;;;;;;;;;;;;
SMURSAMU;2013;880000047;880780077;1;1;0;0;1;880780077;0;0;168;168;0;;1;;;570;132;;;22;;724;110;83;5;22;;461;;;379;82;;;;;;;;;;;;;;;
SMURSAMU;2013;880000054;880007299;1;1;0;0;0;880007299;0;0;252;416;168;;1;;;303;108;;0;0;0;411;78;17;1;30;29;225;22;74;202;23;;;;;;;;;;;;;;;
SMURSAMU;2013;880000062;880780093;1;1;0;0;0;;0;0;406;574;168;0;1;0;0;443;222;50;;;;665;93;60;;17;16;356;31;67;291;65;;;;;;;;;;;;;;;
SMURSAMU;2013;880000070;880007299;1;0;0;0;1;880000054;0;0;168;168;168;;1;;;327;80;;;;;407;59;48;1;10;1;280;38;65;196;84;;;;;;;;;;;;;;;
SMURSAMU;2013;890975527;890000037;1;1;0;0;0;;;1;336;504;416;;;;;1318;301;;193;304;;2116;487;143;9;99;236;1457;;;1414;43;162266;157838;157838;74642;61809;13603;168;;;;1;1;14;1893;0
SMURSAMU;2013;890975535;890000409;1;1;0;0;0;890975535;0;0;168;168;0;;;;;423;37;;;43;;503;203;44;11;25;123;377;;;243;134;;;;;;;;;;;;;;;
SMURSAMU;2013;890975543;890000417;1;1;0;0;0;890000417;0;0;277;277;277;0;0;0;0;875;271;;;;;1146;145;86;21;38;0;714;;;453;261;;;;;;;;;;;;;;;
SMURSAMU;2013;890975550;890970569;1;1;0;0;0;890970569;0;0;469;252;336;1;2;0;0;1178;241;;;;0;1419;211;135;3;59;;960;79;226;914;46;;;;;;;;;;;;;;;
SMURSAMU;2013;890975568;890000433;1;1;0;0;0;;0;0;168;168;168;;1;;;347;3;;;;;350;60;41;3;16;;290;;;212;78;;;;;;;;;;;;;;;
SMURSAMU;2013;900000167;900000365;1;1;0;0;0;900000365;0;1;168;168;336;0;2;;;1991;228;0;;;;2219;919;121;20;125;653;1072;;;1067;5;83122;83122;83122;34164;24801;9363;;112;48;317;1;1;10;104;0
SMURSAMU;2013;910000272;910110014;1;1;0;0;0;;0;0;168;35;168;;;;;1409;;;;;;1409;605;100;12;44;449;804;41;167;291;513;;;;;;;;;;;;;;;
SMURSAMU;2013;910000298;910110055;1;1;0;0;0;;0;0;168;168;168;;1;;;1758;;;;;;1758;729;167;13;119;412;1029;49;216;400;629;;;;;;;;;;;;;;;
SMURSAMU;2013;910000306;910110063;1;1;0;0;0;;0;0;168;35;168;;2;;;1184;;;2;;;1186;556;81;;53;411;1050;74;224;491;559;;;;;;;;;;;;;;;
SMURSAMU;2013;910000314;910002773;1;1;0;0;0;;0;1;429;312;504;4;4;0;0;3064;1522;0;30;130;0;4746;1398;228;13;108;870;1677;120;309;1131;546;311821;282824;265521;171947;110075;62908;628;336;229;803;1;0;0;2515;1
SMURSAMU;2013;910001973;910019447;1;1;0;0;0;;0;0;168;168;168;;;;;874;3;;;;;877;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;910018423;910019454;1;0;0;0;0;;0;0;190;122;168;;2;;;1878;;;;;;1878;631;152;14;74;391;1205;0;0;93;1112;;;;;;;;;;;;;;;
SMURSAMU;2013;920100021;750712184;1;0;0;1;0;;0;0;258;213;258;2;1;0;0;416;1236;0;0;6;0;1658;31;4;0;6;21;385;385;;81;304;;;;;;;;;;;;;;;
SMURSAMU;2013;920100039;750712184;1;1;0;0;0;;0;0;496;396;436;0;0;0;0;3449;750;0;0;3;0;4202;1047;198;200;;729;1536;154;299;292;1244;;;;;;;;;;;;;;;
SMURSAMU;2013;920100054;750712184;1;1;0;0;0;;0;1;554;575;588;5;2;1;0;3797;1556;;;;;5353;2193;311;19;173;1421;3627;209;681;100;3527;414135;405439;384004;308906;151562;107861;330;336;215;845;1;0;0;;0
SMURSAMU;2013;930000286;930021480;1;1;0;0;0;;0;0;183;183;183;3;;;;1797;54;;;;;1851;925;145;25;152;563;872;57;188;445;427;;;;;;;;;;;;;;;
SMURSAMU;2013;930000328;930110051;1;1;0;0;0;;0;0;208;208;208;3;;;;1936;418;0;0;0;0;2354;962;130;9;140;633;974;125;175;395;579;;;;;;;;;;;;;;;
SMURSAMU;2013;930000336;930110069;1;1;0;0;0;;0;0;468;2400;0;3;0;1;0;1043;656;;;2;6;1707;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;930100037;750712184;1;1;0;1;0;;0;1;620;620;620;5;1;;;4610;2553;0;0;0;0;7163;2317;313;14;357;1471;2274;535;454;627;1647;486757;479583;396364;363815;198176;73682;722;386;336;903;1;0;2;0;0
SMURSAMU;2013;940000599;940110042;1;0;0;0;0;;;0;168;168;168;1;;;;1499;319;0;0;0;0;1818;535;109;4;36;361;957;81;200;465;492;;;;;;;;;;;;;;;
SMURSAMU;2013;940100027;750712184;1;1;0;0;0;;0;1;599;584;840;5;1;1;0;5807;1401;0;0;45;0;7253;2439;448;27;306;1549;3509;289;598;1321;2188;406900;307431;248695;232276;132982;62883;441;313;222;857;1;0;22;0;0
SMURSAMU;2013;950000307;950110015;1;1;0;0;0;950110080;0;0;336;336;336;0;0;0;0;2785;403;0;5;1;0;3194;1307;191;247;12;857;2339;171;458;1618;721;;;;;;;;;;;;;;;
SMURSAMU;2013;950000315;950001370;1;1;0;0;0;950000315;0;0;188;188;35;1;0;0;0;1377;49;0;11;0;0;1437;561;113;14;61;373;771;0;0;426;345;;;;;;;;;;;;;;;
SMURSAMU;2013;950000323;950013870;1;1;0;0;0;950013870;0;0;336;336;336;2;2;;;3107;620;;0;2;16;3745;1763;224;24;205;1104;2903;187;819;1726;1177;;;;;;;;;;;;;;;
SMURSAMU;2013;950000331;950110049;1;1;0;0;0;;0;0;48;48;0;0;0;0;0;2343;202;0;0;0;0;2545;1159;136;29;262;732;1184;339;466;926;258;;;;;;;;;;;;;;;
SMURSAMU;2013;950000364;950110080;1;1;0;1;0;950110080;0;1;448;420;448;5;2;0;0;3387;890;0;29;35;0;4341;1237;161;18;149;926;2241;458;633;1407;834;801909;476160;390175;234684;170227;29604;442;336;106;737;1;0;0;2796;0
SMURSAMU;2013;970100392;970100178;1;1;0;0;0;970100178;0;0;168;168;168;;1;0;;671;137;;18;15;;841;72;40;2;30;;689;65;212;670;19;;;;;;;;;;;;;;;
SMURSAMU;2013;970100400;970100186;0;0;0;0;1;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;970100442;970100228;1;1;0;0;0;;0;1;336;420;420;2;3;;;5271;448;;493;469;28;6709;;;;;;;;;;;108000;108000;;95276;69233;;318;198;120;504;1;1;3;746;0
SMURSAMU;2013;970211215;970211207;1;1;0;0;0;;0;1;336;228;396;2;3;0;0;4368;781;300;617;211;15;5992;2860;368;43;500;1949;2129;593;539;1983;146;;;;171780;130553;28140;168;168;82;585;1;0;0;1600;0
SMURSAMU;2013;970211223;970211207;1;1;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;970300026;970302022;1;1;0;0;0;970300026;0;1;168;390;230;1;2;;0;1157;79;0;275;602;3;2116;330;134;0;46;150;1202;;;1192;10;541691;495734;;34456;28218;0;168;168;0;353;0;0;0;859;0
SMURSAMU;2013;970300083;970302121;1;1;0;0;0;;0;0;48;57;0;;;;;220;;;;;;220;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;970300265;750721334;1;1;0;0;0;;0;0;168;168;0;;;;;147;;;;;;147;30;17;10;;3;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;970400024;970408589;1;1;0;1;0;970408589;0;1;343;548;;2;3;;;1805;549;164;137;92;0;2583;660;186;55;156;263;1444;110;102;1298;146;;;;313910;127377;39209;581;336;245;679;1;0;0;441;0
SMURSAMU;2013;970400057;970408589;1;1;0;0;1;970408589;0;0;252;252;0;0;5;0;0;2205;341;0;2;0;0;2548;0;134;7;75;343;1488;0;0;1417;71;;;;;;;;;;;;;;;
SMURSAMU;2013;970400065;970421038;1;1;0;0;0;;0;0;175;345;0;0;2;0;0;1042;418;313;;;;1460;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2013;970400073;970403606;1;1;0;0;0;;0;0;168;168;0;;3;;;865;433;0;0;0;0;1298;98;43;1;46;6;744;75;69;570;174;;;;;;;;;;;;;;;
SMURSAMU;2013;980500011;980500003;1;1;0;0;0;980500011;0;0;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
