BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2013;590000592;590782165;GEN;336;588;1;IAO;27278;2648;6715;3580;568;294;207;285;4;354;21;163;;6;2190;2808;884;2091;1;1
URGENCES2;2013;590000618;590782215;GEN;566;1325;1;MAO;53354;8553;467;7744;2373;30;;;;1915;;;;17;6205;14607;7652;7471;1;1
URGENCES2;2013;590000618;590782215;PED;;;1;IAO;22549;;;;;;;;;;;;5058;3;1095;0;0;0;;
URGENCES2;2013;590000758;590782637;GEN;223;;1;IAO;32037;2922;11702;10617;2064;2360;;;;;;;;10;3650;8343;5613;3009;1;1
URGENCES2;2013;590000774;590782652;GEN;168;227;1;IAO;15336;1666;3511;3147;1049;122;0;0;0;665;279;20;;2;730;1701;1066;1710;0;0
URGENCES2;2013;590001004;590783239;GEN;505;;;;45431;5917;646;13703;3750;84;2;281;;489;;;;11;4015;4919;866;4610;;
URGENCES2;2013;590001004;590783239;PED;168;;;;19556;;;;;;;;;;;;2977;;;0;0;0;;
URGENCES2;2013;590001749;590788956;GEN;168;315;1;IAO;14623;817;4179;2038;;;;;;;;;;2;730;314;219;314;0;0
URGENCES2;2013;590008041;590008033;GEN;168;455;;;14878;;;;;;;;;;;;;10;;563;88;513;;
URGENCES2;2013;590780284;590051801;GEN;;;1;IAO;21380;3689;2496;6816;2434;152;5;5;;;;;;7;2555;3365;1585;1963;;
URGENCES2;2013;590796975;590780193;GEN;1460;3078;1;IAO;93836;5643;2583;15732;3430;384;;565;15;954;275;8;;13;3172;18616;11258;7540;0;1
URGENCES2;2013;590796975;590780193;PED;211;476;0;;24286;;;;;;;;;;;;4953;10;2510;4854;2473;2404;;
URGENCES2;2013;590797353;590051801;GEN;;;1;IAO;39806;2046;2943;8305;1360;314;;;;;;;;7;255;3290;839;3050;0;0
URGENCES2;2013;590797353;590051801;PED;;;0;;19832;;;;;;;;;;;;2835;5;1825;1195;293;924;;
URGENCES2;2013;590801106;590782421;GEN;956;1155;1;IAO;57210;;;8811;;;;12;;1850;;;;20;7259;17503;11672;6035;0;1
URGENCES2;2013;590801106;590782421;PED;168;367;1;IAO;25032;;;;;;;;;;;;4026;0;0;0;0;0;;
URGENCES2;2013;590804696;590781902;GEN;413;924;1;IAO;47202;3838;14785;8974;2198;1777;10;13;0;1012;119;77;;8;2920;3564;1811;1772;1;1
URGENCES2;2013;590816310;590000048;GEN;168;217;1;IAO;12255;456;3917;894;97;77;;;;117;12;13;;3;1095;57;24;34;1;1
URGENCES2;2013;600000053;600101984;GEN;391;588;1;IAO;27791;2062;3360;5856;1222;75;11;13;;299;69;13;;6;2190;1477;219;1607;0;0
URGENCES2;2013;600000053;600101984;PED;168;175;0;;8621;;;;;;;;;;;;1405;;;0;0;0;;
URGENCES2;2013;600000186;600100648;GEN;168;252;0;;22787;1587;6095;2022;603;51;2;2;0;513;;;;0;0;0;0;0;1;0
URGENCES2;2013;600000194;600100713;GEN;616;606;1;IAO;41121;5987;5635;11387;3810;185;;;;476;;;;11;4015;5384;1931;4152;1;1
URGENCES2;2013;600000194;600100713;PED;;;1;IAO;18090;;;;;;;;;;;;2603;4;368;319;87;243;;
URGENCES2;2013;600000285;600100721;GEN;106;527;1;IAO;16392;274;0;2359;;0;;1;0;59;13;0;;3;1095;921;292;655;0;1
URGENCES2;2013;600000467;600101984;GEN;544;910;1;MAO;42264;3416;4358;9680;1836;144;;;;496;154;19;;12;4380;3406;285;4271;1;1
URGENCES2;2013;600000467;600101984;PED;133;188;0;;16626;;;;;;;;;;;;2687;;;0;0;0;;
URGENCES2;2013;600100754;600000228;GEN;189;292;1;IAO;16659;442;3776;;;;;;;;;;;5;1825;300;260;40;1;1
URGENCES2;2013;600113476;600100721;GEN;35;35;1;IAO;41423;;;;;;;;;;;;;12;;3468;350;3896;0;1
URGENCES2;2013;600113476;600100721;PED;38;0;1;IAO;14001;;;;;;;;;;;;2295;;;0;0;0;;
URGENCES2;2013;610000044;610780074;GEN;168;252;0;;15093;1952;3949;3474;1354;170;;;;;;;;4;1460;1729;637;1211;1;0
URGENCES2;2013;610000051;610780082;GEN;168;865;1;IAO;33580;4500;7078;6847;2216;693;10;17;0;683;177;21;;8;2920;1813;332;2307;0;1
URGENCES2;2013;610000069;610780090;GEN;168;228;0;;18617;2686;4270;5632;1877;562;;;;106;17;1;;5;1825;5345;3435;2039;1;1
URGENCES2;2013;610000077;610780124;GEN;168;168;1;IAO;7988;1190;1743;1646;696;4;3;10;0;340;60;64;;2;730;680;145;561;1;0
URGENCES2;2013;610000119;610780165;GEN;386;624;1;IAO;26934;3096;3144;5981;;;;290;;311;;;;6;2190;3109;1062;2327;1;1
URGENCES2;2013;610780116;610790594;GEN;133;316;0;;9609;1536;2214;2458;1088;34;22;32;0;370;86;68;;3;1095;793;173;679;0;0
URGENCES2;2013;620000034;620100057;GEN;386;770;1;IAO;37945;4322;4397;10810;2914;291;275;629;12;1172;491;18;;10;3650;8628;5729;3006;1;1
URGENCES2;2013;620000034;620100057;PED;168;140;1;IAO;8535;;;;;;;;;;;;2274;2;730;307;280;29;;
URGENCES2;2013;620000224;620100651;GEN;241;1260;1;IAO;40990;4645;11421;8413;2050;1964;14;17;;1155;270;58;;6;2190;14;12;2;1;0
URGENCES2;2013;620000257;620100685;GEN;918;1275;1;IAO;55796;5241;21173;15378;2644;3902;446;1084;19;641;144;37;;16;5840;6069;770;6529;1;0
URGENCES2;2013;620000323;620101337;GEN;524;1097;1;IAO;39450;2964;11805;11201;2292;2037;1;170;9;0;0;0;;12;4380;5578;1648;4320;1;0
URGENCES2;2013;620000349;620101360;GEN;168;168;;;30942;3329;8848;10339;;;;1;;206;;;;7;2555;4736;1167;3877;;
URGENCES2;2013;620000653;620103440;GEN;313;1057;1;IAO;39793;;;;;;;;;;;;;10;3650;8160;5300;3240;1;0
URGENCES2;2013;620000653;620103440;PED;313;1057;1;IAO;6900;;;;;;;;;;;;;2;730;447;432;15;;
URGENCES2;2013;620003202;620103432;GEN;336;481;1;IAO;28247;3018;8099;9098;2338;1626;26;267;2;;;;;6;3120;3066;533;2849;1;0
URGENCES2;2013;620003350;620001834;GEN;395;613;1;IAO;22724;2555;4792;6022;;;;2;;311;;;;2;184;730;492;255;1;1
URGENCES2;2013;620003376;620001834;GEN;523;;1;IAO;26566;;;7295;;;;;;1394;;;;5;;5265;1739;3727;0;0
URGENCES2;2013;620025346;620001834;GEN;336;560;1;IAO;20292;2480;5537;;;;;;;;;;;7;2555;2134;725;1627;0;0
URGENCES2;2013;620100735;620000265;GEN;168;168;0;;11157;;;1032;;;;;;;;;;2;;627;;627;0;0
URGENCES2;2013;620106088;620000976;GEN;168;168;0;;3396;;;442;;;;;;;;;;1;0;69;69;69;0;0
URGENCES2;2013;630000404;630780989;GEN;436;;1;IAO;45297;5386;1540;14647;3908;218;;;;;;;;14;5110;7591;1575;8017;0;0
URGENCES2;2013;630000412;630780997;GEN;168;280;0;;9714;956;2342;1508;537;36;;0;;263;;;;4;1460;626;142;715;0;1
URGENCES2;2013;630000420;630781003;GEN;;;1;IAO;15234;;;;;;;;;;;;;2;730;889;248;684;0;0
URGENCES2;2013;630000438;630781011;GEN;168;259;0;;16614;2588;2422;3519;1426;16;1;1;0;;;;;4;1460;1311;247;1321;0;0
URGENCES2;2013;630000446;630781029;GEN;168;168;0;;13688;;;3308;;;;;;;;;;4;1460;1087;408;731;;
URGENCES2;2013;630780211;630000107;GEN;188;296;0;;16782;684;2721;1324;224;43;;;;2;2;;;2;730;3;2;1;1;1
URGENCES2;2013;630781268;630780989;PED;;;;;26889;;;;;;;;;;;;3462;4;1460;1355;486;1042;;
URGENCES2;2013;640000162;640780417;GEN;574;994;1;IAO;41213;4773;1724;13224;3445;571;20;562;38;;;;;8;2920;2585;458;2321;;
URGENCES2;2013;640000162;640780417;PED;172;;1;IAO;11421;;;;;;;;;;;;2693;5;1825;1048;1012;37;;
URGENCES2;2013;640000402;640780813;GEN;168;336;0;;13368;2237;3485;2248;;;;9;;657;;;;4;1460;1068;487;598;0;1
URGENCES2;2013;640000410;640780821;GEN;273;224;1;IAO;13352;1921;2623;3425;1245;145;0;0;0;22;17;1;;2;732;558;216;349;0;0
URGENCES2;2013;640000600;640781290;GEN;420;912;1;IAO;39942;5606;1450;6148;;;;392;0;1025;;;;8;3737;3663;522;3374;0;0
URGENCES2;2013;640000600;640781290;PED;138;341;0;;20014;;;;;;;;;;;;1941;1;365;219;218;1;;
URGENCES2;2013;640017646;640017638;GEN;168;168;1;IAO;6073;774;1628;1673;502;47;;;;158;;;;2;730;354;222;148;0;0
URGENCES2;2013;640780433;640012209;GEN;168;224;0;;9422;1265;2214;2174;571;79;;;;;;;;6;;562;475;87;;
URGENCES2;2013;640780490;640000212;GEN;168;179;0;;15145;1910;2402;3375;842;57;;;;146;69;30;;4;1460;1406;1107;299;1;1
URGENCES2;2013;640780748;640000360;GEN;;;;;3346;277;871;3346;277;871;;;;;;;;9;;3618;2908;731;;
URGENCES2;2013;640780938;640000451;GEN;168;168;0;;10708;;;2016;;;;0;;0;;;;2;730;690;684;6;1;0
URGENCES2;2013;650000045;650780158;GEN;336;504;1;IAO;18323;2298;3420;3156;1047;97;2;2;0;419;56;49;;6;2190;1907;834;1094;1;1
URGENCES2;2013;650000052;650780166;GEN;168;168;0;;5858;456;1534;470;345;2;1;1;0;460;88;49;;2;730;112;106;6;0;0
URGENCES2;2013;650000417;650783160;GEN;1204;;;;33453;4307;10365;10302;2708;1750;17;26;0;276;58;6;;8;2920;3516;1156;2621;;
URGENCES2;2013;650780679;650000243;GEN;;;0;;8838;912;1471;8838;912;1471;;;;;;;;;;255;166;89;1;0
URGENCES2;2013;650784218;650780174;GEN;168;504;0;;12090;1348;2592;2229;682;96;12;69;2;349;66;50;;2;730;1164;659;508;1;1
URGENCES2;2013;660000084;660780180;GEN;606;1907;1;IAO;52873;10241;5464;13700;6333;312;;;;;;;;22;8030;7120;1984;7540;1;0
URGENCES2;2013;660000084;660780180;PED;175;355;1;IAO;20686;;;;;;;;;;;;2715;5;1825;1226;549;701;;
URGENCES2;2013;660780628;660000282;GEN;168;168;1;IAO;6037;741;1252;1213;451;58;;;;67;8;6;;2;368;296;296;0;1;1
URGENCES2;2013;660780776;660000399;GEN;168;168;0;;8856;1274;2087;2036;765;107;;;;;;;;2;730;554;0;554;0;1
URGENCES2;2013;660780784;660000407;GEN;399;413;1;IAO;27888;2254;5640;3886;170;879;;;;1389;406;107;;2;730;556;476;80;1;1
URGENCES2;2013;660790387;660790379;GEN;252;413;1;IAO;37850;;;4382;;;;;;;;;;10;3650;519;361;158;1;0
URGENCES2;2013;670000025;670780055;GEN;538;1330;1;MAO;31655;4693;769;9289;2926;51;9;129;3;1101;294;4;;18;6570;15342;7032;10470;1;1
URGENCES2;2013;670000157;670780337;GEN;473;868;1;IAO;33382;4080;4447;9464;2910;116;4;5;0;886;;;;10;3650;5032;936;4748;1;0
URGENCES2;2013;670000157;670780337;PED;496;270;0;;10059;;;;;;;;;;;;1038;;;0;0;0;;
URGENCES2;2013;670000165;670780345;GEN;236;770;1;IAO;19563;2984;2012;5123;1990;4;91;133;;869;364;1;;4;1460;1469;302;1295;;
URGENCES2;2013;670000165;670780345;PED;;;;;8173;;;;;;;;;;;;1099;1;365;305;153;166;;
URGENCES2;2013;670000272;670780543;GEN;224;175;1;IAO;12545;1500;2868;2676;984;78;3;12;0;241;17;58;;2;730;230;116;114;1;1
URGENCES2;2013;670000397;670780691;GEN;296;635;1;IAO;29699;2914;8496;5128;1698;963;;;;649;243;35;;4;1460;1819;750;1086;1;1
URGENCES2;2013;670016237;670016211;GEN;168;368;1;IAO;26025;781;6534;682;144;54;2;2;0;687;48;117;;5;1825;1452;1003;453;1;1
URGENCES2;2013;670780212;670014604;GEN;;;1;IAO;14624;1023;3528;2291;543;37;;;;12;;;;5;1825;2291;1347;953;0;0
URGENCES2;2013;670783273;670780055;GEN;504;1505;1;IAO;34986;4655;446;6765;1834;39;21;118;0;720;356;0;;12;4532;12647;6467;7752;1;1
URGENCES2;2013;670783273;670780055;PED;196;753;1;IAO;36805;;;;;;;;;;;;4148;8;2920;4148;2332;1977;;
URGENCES2;2013;680000197;680000049;GEN;168;168;1;IAO;16367;1758;3240;1810;690;71;;;;216;;;;;;0;0;0;1;0
URGENCES2;2013;680000320;680000643;GEN;168;408;1;IAO;29887;2593;5550;5475;1419;60;0;0;0;891;126;90;;4;;1975;1480;515;1;0
URGENCES2;2013;680000544;680000395;GEN;218;262;1;IAO;15711;1408;3413;2161;687;134;0;2;0;0;0;0;;2;730;537;265;312;1;0
URGENCES2;2013;680000601;680000437;GEN;238;280;0;;15407;1727;3841;1688;792;48;;0;;584;90;96;;2;730;535;238;305;1;0
URGENCES2;2013;680000627;680000486;PED;193;250;0;;13658;;;;;;;;;;;;2251;2;730;497;297;211;;
URGENCES2;2013;680000684;680000973;GEN;640;1243;1;IAO;46870;4873;3449;11940;2658;209;;;;;;;;10;3650;3943;1006;3112;0;0
URGENCES2;2013;680000700;680001005;GEN;168;295;;;21644;1535;3187;1322;;;;;;;;;;3;1095;686;363;325;;
URGENCES2;2013;680001245;680000973;PED;376;266;0;;17246;;;;;;;;;;;;2791;4;1460;45;27;18;;
URGENCES2;2013;680004546;680000486;GEN;929;1208;1;IAO;59015;6591;7264;10875;485;3157;;;;1282;109;67;;15;5475;4372;960;4149;0;0
URGENCES2;2013;690000013;690780036;GEN;336;294;0;;17818;1317;2561;1590;538;16;;;;92;16;2;;3;1095;754;282;483;1;1
URGENCES2;2013;690000575;690782222;GEN;925;1848;1;IAO;58281;5117;25777;11305;;;;;;;;;;16;5840;5238;850;4779;;
URGENCES2;2013;690000625;690782271;GEN;269;269;0;;16817;1614;4061;2265;873;7;2;2;0;24;6;6;;4;1460;1182;269;953;0;
URGENCES2;2013;690007539;690781810;PED;476;924;1;IAO;94615;;;;;;;;;;;;6760;19;4601;4498;923;3690;;
URGENCES2;2013;690023411;690000252;GEN;168;252;1;IAO;15354;2153;2605;2948;415;13;;;;290;180;3;;4;1460;1550;747;882;1;0
URGENCES2;2013;690780093;750821092;GEN;252;420;1;IAO;23933;2880;108;3528;764;0;;;;255;212;0;;4;1460;1006;192;854;1;1
URGENCES2;2013;690780382;690000211;GEN;168;252;0;;16424;639;4259;320;55;18;;0;;;;;;3;1095;226;139;97;1;1
URGENCES2;2013;690780390;690000229;GEN;189;252;1;IAO;18942;1444;3862;2213;672;81;;;;113;17;25;;5;1825;760;366;423;1;
URGENCES2;2013;690780416;690031190;GEN;274;490;1;IAO;27163;2900;5052;1706;;;;;;600;;;;8;2920;2407;652;1969;1;0
URGENCES2;2013;690780648;690036900;GEN;252;402;1;IAO;16613;1479;1073;2327;;;;;;172;;;;6;2190;1018;221;1100;1;0
URGENCES2;2013;690780655;690000377;GEN;213;420;1;IAO;28448;2051;;826;;;;;;528;;;;6;178;277;99;178;0;1
URGENCES2;2013;690782834;690000724;GEN;204;560;1;IAO;22055;1994;;1251;;;;;;46;;;;4;1402;731;50;1243;1;1
URGENCES2;2013;690783154;690781810;GEN;1216;1661;1;IAO;109670;5924;2186;12437;3570;153;;;;2028;268;73;;19;10625;8300;1249;9461;1;0
URGENCES2;2013;690784137;690781810;GEN;504;840;1;IAO;33436;4072;;4346;1304;;1488;5116;;453;95;;;13;7064;4502;699;5586;1;1
URGENCES2;2013;690784152;690781810;GEN;414;875;1;IAO;25925;2731;;4390;1678;;0;0;;117;39;;;9;3672;3749;644;3153;1;1
URGENCES2;2013;690805361;690805353;GEN;482;1400;1;IAO;36673;4687;1077;7761;2933;48;;;;642;179;19;;13;4745;4629;114;6766;1;0
URGENCES2;2013;690807367;690003447;GEN;190;280;1;IAO;15525;;;;;;;;;;;;;2;;65;59;6;;
URGENCES2;2013;700000011;700780026;GEN;168;168;1;IAO;10543;1611;2053;1617;;;;0;;903;;;;2;730;544;201;355;1;0
URGENCES2;2013;700000029;700004591;GEN;576;596;1;MAO;29253;3521;6466;11355;2605;1197;;400;;586;;;;10;3650;4273;1151;3516;1;1
URGENCES2;2013;710010067;710780644;GEN;218;392;1;IAO;20683;3157;5168;;;;;;;;;;;5;1825;1694;463;1391;1;0
URGENCES2;2013;710010786;710781451;GEN;245;490;0;;13959;;;2389;;;;;;;;;;2;;647;196;496;;
URGENCES2;2013;710978263;710780958;GEN;396;496;1;IAO;46487;4793;14788;10698;3146;1514;1;1;0;;;;;8;2920;3443;386;4120;1;0
URGENCES2;2013;710978289;710780263;GEN;;;1;IAO;46118;5205;26777;9871;3259;1340;42;404;0;;66;;;10;3650;3514;427;3256;1;1
URGENCES2;2013;710978313;710976705;GEN;168;168;0;;18784;4101;3596;5271;;;;;;673;;;;;;0;0;0;1;0
URGENCES2;2013;710978347;710781204;GEN;252;588;1;IAO;27266;3344;9307;4144;1455;280;2;5;0;583;640;269;;2;730;563;553;10;1;0
URGENCES2;2013;720000033;720000025;GEN;500;1064;1;IAO;52107;9403;152;15297;5869;45;26;33;0;1304;104;3;;22;8030;12236;5518;7141;1;1
URGENCES2;2013;720000033;720000025;PED;350;765;1;IAO;27722;;;;;;;;;;;;5177;7;2555;2623;1205;1431;;
URGENCES2;2013;720000124;720000066;GEN;168;168;1;IAO;8590;1316;2013;1131;621;10;4;10;0;318;56;55;;3;;192;85;113;0;0
URGENCES2;2013;720000470;610780082;GEN;168;333;0;;7658;1312;1752;2278;896;69;4;5;0;134;18;19;;3;1095;1483;1086;425;0;1
URGENCES2;2013;720000520;720000140;GEN;168;175;0;;7629;999;1554;;583;5;1;;0;;37;43;;3;;594;188;488;1;0
URGENCES2;2013;720001437;720006022;GEN;168;168;0;;13877;2127;3080;3122;1378;66;0;0;0;249;20;87;;3;1095;1181;363;886;1;0
URGENCES2;2013;720016179;720016724;GEN;168;508;1;IAO;23731;3170;6077;6683;2104;927;11;18;0;395;35;55;;4;1460;1630;535;1148;1;0
URGENCES2;2013;720017748;720000561;GEN;252;525;1;IAO;29456;1861;4860;3976;;;;47;;;;;;7;2555;1613;321;1365;1;1
URGENCES2;2013;730000031;730000015;GEN;163;238;1;IAO;53714;5942;15161;11776;;;;;;;;;;14;4552;3665;789;3116;;
URGENCES2;2013;730000049;730002839;GEN;168;165;1;IAO;12025;780;2284;2733;394;162;1;1;0;285;30;19;;0;;0;0;0;1;1
URGENCES2;2013;730000080;730780103;GEN;336;504;1;IAO;14214;1407;3201;3127;;;;0;;371;;;;2;;658;287;377;1;1
URGENCES2;2013;730000098;730780111;GEN;168;270;1;;15455;3698;2534;1549;832;0;;;;;;;;3;1095;1002;245;801;0;0
URGENCES2;2013;730000247;730780525;GEN;168;168;1;IAO;13426;601;3455;2521;311;265;;;;399;29;86;;6;1345;1299;459;882;0;1
URGENCES2;2013;730000262;730002839;GEN;168;256;0;;21221;1870;5917;5561;1186;1199;1;3;0;476;49;45;;8;2920;1605;248;1460;1;1
URGENCES2;2013;730004298;730010048;GEN;188;350;1;IAO;24715;1014;7238;1641;242;169;;;;;;;;6;2190;358;117;257;1;0
URGENCES2;2013;740000237;740781133;GEN;524;1505;1;IAO;63024;6522;18791;13244;3387;447;28;620;2;507;159;21;;16;4724;4834;1210;4267;0;1
URGENCES2;2013;740000294;740781208;GEN;63;63;0;;5529;;;95;;;;0;;0;;;;;;0;0;0;0;0
URGENCES2;2013;740000302;740781216;GEN;406;160;1;IAO;23233;2277;5682;6076;1575;813;0;569;0;421;0;0;;6;2190;1957;442;1597;1;1
URGENCES2;2013;740000328;740790381;GEN;48;35;1;IAO;40001;;;;;;;;;;;;;10;;2357;163;3104;1;1
URGENCES2;2013;740014345;740000617;GEN;168;326;1;IAO;25842;524;7581;;;;;;;;;;;6;520;228;86;153;1;1
URGENCES2;2013;740780424;740000120;GEN;12;19;1;IAO;4;;;3;;;;;;;;;;;;0;0;0;1;
URGENCES2;2013;740781141;740790258;GEN;490;924;1;IAO;50212;5301;12403;10823;2828;1842;;;;899;;;;9;3285;2033;212;1858;1;1
URGENCES2;2013;740781224;740001839;GEN;252;560;1;IAO;35167;2905;8556;8453;1757;1782;;;;467;48;27;;10;3650;2260;156;2871;1;1
URGENCES2;2013;750000481;750110025;GEN;408;287;1;IAO;45574;2155;2754;1634;236;44;;;;;;;;;;0;0;0;1;0
URGENCES2;2013;750000523;750150120;GEN;358;712;1;IAO;38232;5945;711;12920;3449;73;;;;70;22;0;;6;2190;2438;502;1950;0;0
URGENCES2;2013;750000549;750150229;GEN;168;218;1;IAO;27824;1134;4437;520;72;72;;;;;;;;3;1095;47;46;1;0;0
URGENCES2;2013;750100018;750712184;GEN;434;654;1;IAO;63652;2799;1654;3341;;;;;;1828;;1;;12;4380;1940;616;1762;1;1
URGENCES2;2013;750100042;750712184;GEN;760;1915;1;IAO;62205;4084;2425;7196;1294;81;10;16;0;2625;522;73;;13;4745;6002;1943;5443;1;1
URGENCES2;2013;750100075;750712184;GEN;350;672;1;IAO;34810;1587;772;34810;1587;772;;;;;;;;7;2555;2345;610;2316;1;1
URGENCES2;2013;750100091;750712184;GEN;612;1799;1;IAO;51925;5330;1019;10703;3172;90;0;117;0;1466;205;20;;11;6854;4487;954;3966;1;1
URGENCES2;2013;750100109;750712184;PED;;;1;IAO;46998;;;;;;;;;;;;7050;6;3096;5338;2476;3135;;
URGENCES2;2013;750100125;750712184;GEN;647;1522;1;IAO;57366;4302;5347;9543;;;;44;;110;;;;20;7300;6974;2053;5582;1;1
URGENCES2;2013;750100166;750712184;GEN;630;1302;1;IAO;44464;6382;253;9315;;;;;;;;;;19;6935;8946;4679;4751;1;1
URGENCES2;2013;750100208;750712184;PED;638;1288;1;IAO;65930;;;;;;;;;;;;4223;12;4566;4565;2718;1896;;
URGENCES2;2013;750100232;750712184;GEN;55;37;;;76199;5624;2133;13351;3441;104;2;27;0;1302;156;80;;24;8312;10076;3312;8538;;
URGENCES2;2013;750100273;750712184;GEN;455;1204;1;IAO;45617;4032;1015;8292;2073;68;0;0;0;1356;203;39;;14;5936;7101;2304;5255;1;1
URGENCES2;2013;750150237;750006728;GEN;258;438;1;IAO;18319;1983;354;1447;;;;;;391;;;;2;730;503;98;428;1;0
URGENCES2;2013;750803447;750712184;GEN;561;1434;1;IAO;50335;;;11276;;;;;;1161;;;;15;5475;5117;2196;3546;1;1
URGENCES2;2013;750803454;750712184;PED;1092;1548;1;IAO;81053;;;;;;;;;;;;6935;15;4175;3667;1781;1919;;
URGENCES2;2013;760000018;760780023;GEN;373;647;1;IAO;33903;3841;8960;8700;2331;1572;30;682;26;;;;;2;730;984;58;1171;0;
URGENCES2;2013;760000042;760780056;GEN;168;168;0;;16459;1006;5465;327;;;;;;962;;;;;;0;0;0;0;
URGENCES2;2013;760000141;760780239;GEN;168;353;1;IAO;21938;2336;4415;3785;1440;50;;;;;;;;5;;3800;2721;1085;0;1
URGENCES2;2013;760000158;760780239;GEN;930;2045;1;MAO;84061;10930;2436;52504;7012;528;;;;;;;;16;5840;26217;16228;10208;0;1
URGENCES2;2013;760000158;760780239;PED;396;636;1;IAO;36627;;;;;;;;;;;;6455;;;0;0;0;;
URGENCES2;2013;760000364;760780734;GEN;80;330;1;IAO;20932;3110;5756;4251;;;;;;637;;;;4;;1548;359;1390;1;
URGENCES2;2013;760000372;760780742;GEN;336;385;0;;19339;1640;5532;2510;774;29;119;119;0;1604;;169;;4;1095;1718;692;1062;0;0
URGENCES2;2013;760000463;760024042;GEN;7488;924;1;IAO;41433;5898;6786;8891;;;;524;;444;;;;8;2920;2135;313;2333;;
URGENCES2;2013;760021329;760000448;GEN;230;454;1;IAO;35181;;;3182;;;;;;;;;;6;2190;2211;1971;241;1;1
URGENCES2;2013;760780510;760000257;GEN;186;253;1;IAO;13853;667;3443;1662;;;;;;;;;;4;;235;105;131;0;1
URGENCES2;2013;760780791;760000414;GEN;209;410;1;IAO;25097;1046;4274;2151;;;;0;;0;;;;4;1460;790;570;221;;
URGENCES2;2013;760805770;760780726;GEN;504;1216;1;IAO;38464;5473;1115;13665;3982;70;;28;2;187;16;1;;8;2920;4216;1391;2928;1;1
URGENCES2;2013;760805770;760780726;PED;284;577;1;IAO;31008;;;;;;;;;;;;5210;2;730;836;764;74;;
URGENCES2;2013;760921809;760000273;GEN;282;360;0;;27607;2064;11593;1886;231;102;;;;;;;;6;2190;755;115;708;1;1
URGENCES2;2013;770000131;770110013;GEN;238;420;1;IAO;30187;3238;9505;6146;;;;;;;;;;2;730;546;128;448;0;0
URGENCES2;2013;770000131;770110013;PED;;;;;6147;;;;;;;;;;;;;;;0;0;0;;
URGENCES2;2013;770000149;770110021;GEN;208;588;1;IAO;23061;2439;3093;3636;1343;152;9;11;;614;58;34;;4;1460;1182;383;834;1;1
URGENCES2;2013;770000149;770110021;PED;50;168;1;IAO;13727;;;;;;;;;;;;1359;2;730;438;430;9;;
URGENCES2;2013;770000156;770110054;GEN;428;588;1;IAO;42212;4360;5727;9504;2882;246;;360;;;;;;12;4380;6666;2521;4408;1;1
URGENCES2;2013;770000156;770110054;PED;168;672;1;IAO;14871;;;;;;;;;;;;2412;2;730;602;490;124;;
URGENCES2;2013;770000164;770110062;GEN;;;1;IAO;36876;;;4304;;;;5;;269;;;;4;1460;1154;739;422;;
URGENCES2;2013;770000172;770110070;GEN;208;336;0;;23002;2235;3695;4939;1387;139;3;125;0;279;39;14;;5;1825;2215;1337;891;1;0
URGENCES2;2013;770000172;770110070;PED;168;21;0;;8196;;;;;;;;;;;;1063;1;59;7;6;1;;
URGENCES2;2013;770000214;770130052;GEN;168;336;0;;17577;1118;3280;2183;828;24;14;488;32;;;;;3;1095;835;159;798;0;0
URGENCES2;2013;770000446;770700185;GEN;480;781;1;IAO;50842;3649;8834;9797;1879;2755;12;571;12;;;;;10;3650;1667;135;2107;1;0
URGENCES2;2013;770000446;770700185;PED;132;208;1;IAO;12650;;;;;;;;;;;;;2;730;262;194;68;;
URGENCES2;2013;770019032;770170017;GEN;861;1092;1;IAO;59688;3254;7932;6593;1670;222;61;1060;28;861;118;112;;12;3967;2839;1157;1779;1;1
