BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2013;770019032;770170017;PED;168;168;1;IAO;12198;;;;;;;;;;;;1521;;;0;0;0;;
URGENCES2;2013;770300135;770000289;GEN;252;227;0;;19428;940;5667;840;;;;;;;;;;3;;162;150;12;1;1
URGENCES2;2013;770790707;770000719;GEN;228;420;0;;13954;471;3982;1487;;;;;;;;;;5;1825;389;131;282;1;0
URGENCES2;2013;780000287;780110011;GEN;476;926;1;IAO;43748;2800;4245;7549;1933;119;24;388;2;180;21;2;;8;2920;2653;851;2074;1;1
URGENCES2;2013;780000287;780110011;PED;;;0;;18388;;;;;;;;;;;;2175;;;0;0;0;;
URGENCES2;2013;780000295;780002697;GEN;40;35;1;IAO;27319;1699;3485;1024;200;20;3;6;0;138;16;20;;9;3285;1965;380;1812;1;1
URGENCES2;2013;780000311;780001236;GEN;802;980;1;IAO;45673;;;15059;;;;;;;;;;9;3285;4687;1252;4317;0;1
URGENCES2;2013;780000311;780001236;PED;506;504;1;IAO;22318;;;;;;;;;;;;3317;6;2190;1508;463;1100;;
URGENCES2;2013;780000329;780110052;GEN;426;1347;1;IAO;27837;2772;4680;7076;1860;223;;;;427;90;9;;11;4015;5188;2122;3661;1;1
URGENCES2;2013;780000329;780110052;PED;168;84;1;IAO;8916;;;;;;;;;;;;1063;0;0;0;0;0;;
URGENCES2;2013;780000436;780150041;GEN;470;480;1;IAO;16196;1613;3627;1413;;;;;;154;;;;2;730;495;310;195;0;1
URGENCES2;2013;780300323;780003679;GEN;168;336;1;IAO;24184;1829;5399;1428;;;;;;158;;;;4;1460;725;344;408;1;0
URGENCES2;2013;780300406;780018032;GEN;175;228;1;IAO;15689;1898;3699;1257;;;;;;109;;;;4;1460;201;47;163;1;0
URGENCES2;2013;780300414;780000675;GEN;168;336;1;IAO;13398;2409;3690;2619;282;71;;;;;;;;4;4;1384;1172;212;1;1
URGENCES2;2013;780300422;780002259;GEN;357;660;1;IAO;50879;;;5373;581;323;;;;;;;;8;;2044;1043;1109;1;
URGENCES2;2013;780300455;780000717;GEN;168;168;0;;19905;994;4531;2477;;;;;;101;;;;4;1460;275;275;0;1;0
URGENCES2;2013;780800256;780110078;GEN;;240;1;MAO;70704;7027;23687;14064;2623;2714;42;1383;50;3842;2022;438;;13;4745;11571;5413;6746;0;1
URGENCES2;2013;780800256;780110078;PED;;;0;;;;;;;;;;;;;;;4;1460;1199;300;1015;;
URGENCES2;2013;790000087;790000012;GEN;342;1328;1;IAO;39907;6618;4281;10849;3475;1968;115;1293;40;618;254;65;;12;4380;6867;1821;6123;1;1
URGENCES2;2013;790000087;790000012;PED;63;168;0;;10308;;;;;;;;;;;;550;2;730;534;457;77;;
URGENCES2;2013;790000095;790006654;GEN;168;282;1;IAO;15737;1668;4189;2764;949;141;0;46;1;473;8;155;;4;1460;936;170;961;1;1
URGENCES2;2013;790000103;790006654;GEN;168;168;1;IAO;12789;1474;3394;2166;925;47;11;18;0;502;71;156;;4;1460;1047;179;1070;1;1
URGENCES2;2013;790003537;790006654;GEN;168;225;1;IAO;13937;2075;3103;2993;1249;64;6;243;4;226;26;52;;4;1460;1004;235;942;1;1
URGENCES2;2013;790009948;790001242;GEN;168;322;1;MAO;15940;;;1951;;;;;;;;;;4;1460;274;74;235;1;1
URGENCES2;2013;800000143;800000028;GEN;268;819;1;IAO;32018;5271;5048;10097;3611;291;;443;;232;;;;8;2928;2684;597;2244;1;0
URGENCES2;2013;800000192;800000044;GEN;430;896;1;IAO;51525;4186;2645;13522;2306;214;;;;;;;;5;1825;3283;1015;2353;;
URGENCES2;2013;800000192;800000044;PED;135;556;1;IAO;22363;;;;;;;;;;;;3851;1;365;156;128;29;;
URGENCES2;2013;800000226;800000069;GEN;234;336;0;;12520;1758;3163;1916;705;16;8;10;0;;;;;4;1460;889;332;588;1;0
URGENCES2;2013;800000390;800000085;GEN;;;0;;14229;676;2578;2520;77;2;;;;693;;;;3;897;900;232;712;0;0
URGENCES2;2013;800000432;800000093;GEN;168;175;0;;13962;1735;2831;2223;812;52;102;169;0;451;118;0;;;;0;0;0;0;0
URGENCES2;2013;800006124;800000044;GEN;67;354;1;IAO;12978;3834;108;6571;2740;22;;;;;;;;0;;54;50;4;0;1
URGENCES2;2013;800015729;800015679;GEN;240;439;1;IAO;29039;;;2697;;;;;;3817;;;;6;2190;1588;840;769;;0
URGENCES2;2013;810000224;810000471;GEN;35;35;0;;14355;1935;3455;3889;524;936;;;;;;;;5;1825;777;348;431;1;1
URGENCES2;2013;810000505;810000331;GEN;336;771;1;IAO;30720;4444;8289;5841;2243;855;;;;650;126;45;;8;2920;6367;5049;1327;;
URGENCES2;2013;810000521;810000380;GEN;446;957;1;IAO;38735;5415;9969;10801;3668;1505;14;313;4;497;42;22;;6;2178;2390;721;1740;1;1
URGENCES2;2013;810000562;810000455;GEN;168;168;0;;17630;1926;5333;2215;974;78;;118;;476;86;106;;4;1460;1220;466;806;0;0
URGENCES2;2013;810101444;810000992;GEN;182;252;1;IAO;14264;2663;2232;14264;2663;2232;;;;;;;;5;1825;449;142;309;1;1
URGENCES2;2013;820000032;820000016;GEN;252;504;1;IAO;31383;3101;8980;8753;2187;1511;56;803;42;0;0;0;;9;3285;2989;1117;2039;1;1
URGENCES2;2013;820000057;820000131;GEN;168;406;1;IAO;16988;2220;3101;4387;1294;175;;;;1702;43;69;;6;2190;1362;279;1185;1;1
URGENCES2;2013;820000883;820004950;GEN;168;403;1;IAO;15245;1844;4035;87;63;0;274;337;0;1618;708;72;;4;1460;1204;363;943;1;1
URGENCES2;2013;830000279;830100517;GEN;324;420;1;IAO;29772;2715;7458;3116;1226;122;12;12;0;1653;202;296;;10;10;2101;788;1345;1;0
URGENCES2;2013;830000287;830100525;GEN;376;637;1;IAO;37579;3600;11029;7980;1730;1211;1;439;4;997;231;97;;12;4380;3010;534;3139;1;1
URGENCES2;2013;830000295;830100533;GEN;410;;1;IAO;34552;4704;8567;9404;2790;1715;0;0;0;560;238;7;;10;10;4626;2348;2308;1;0
URGENCES2;2013;830000311;830100566;GEN;386;779;1;IAO;40448;5043;9170;10016;3087;1295;9;310;0;362;55;101;;4;1460;807;213;604;0;1
URGENCES2;2013;830000311;830100566;PED;54;58;0;;4243;;;;;;;;;;;;1160;1;365;138;138;0;;
URGENCES2;2013;830000337;830100590;GEN;168;336;1;IAO;24141;2382;5833;2873;841;50;0;0;0;830;143;208;;4;1460;2006;909;1107;1;1
URGENCES2;2013;830000345;830100616;GEN;546;1344;1;IAO;50010;6752;5517;10569;3783;376;17;362;6;513;103;24;;12;4380;4659;2161;2680;1;1
URGENCES2;2013;830000345;830100616;PED;386;204;0;;15097;;;;;;;;;;;;2286;4;2040;1629;750;940;;
URGENCES2;2013;830100574;750821092;GEN;420;756;1;IAO;27500;5794;1500;7671;2854;136;;;;712;312;42;;11;;4307;1425;3006;1;1
URGENCES2;2013;830100608;830100616;GEN;238;565;1;IAO;25059;3354;4324;3357;1520;107;1;79;;212;;2;;3;1095;1937;816;1170;1;1
URGENCES2;2013;830200523;830210084;GEN;168;224;0;;16759;844;4344;1212;219;64;;;;243;22;45;;;;0;0;0;1;0
URGENCES2;2013;840000343;840000012;GEN;264;364;1;IAO;11899;1268;2757;2621;1004;84;;8;;137;;;;3;;1415;872;559;1;1
URGENCES2;2013;840000392;840000046;GEN;168;336;1;IAO;24431;;;3254;;;;;;;;;;6;2190;2653;1032;1651;1;0
URGENCES2;2013;840000418;840004659;GEN;300;441;1;IAO;22655;1744;;5164;;;;;;;;;;5;1825;1538;510;1186;1;0
URGENCES2;2013;840000483;840000087;GEN;336;336;1;IAO;26542;3014;5525;5737;;;;2;;;;;;10;3650;2740;760;2732;1;1
URGENCES2;2013;840000491;130041916;GEN;336;280;0;;14060;1316;3471;2214;728;81;13;13;0;66;7;5;;4;1460;1740;977;883;0;0
URGENCES2;2013;840000525;840000111;GEN;;168;0;;8637;1329;2062;1286;;;;1;;545;;;;3;1095;524;291;238;0;0
URGENCES2;2013;840000533;840000129;GEN;;;;;9652;;;;;;;;;;;;;6;2190;921;440;532;0;
URGENCES2;2013;840001861;840006597;GEN;837;756;1;IAO;64458;6018;2517;16001;3725;213;4;9;0;2005;160;67;;2;730;365;334;31;;
URGENCES2;2013;840001861;840006597;PED;354;588;1;IAO;28973;;;;;;;;;;;;5693;4;1460;845;383;472;;
URGENCES2;2013;850000118;850013244;GEN;168;336;1;IAO;15607;799;3792;1925;386;160;;;;;;;;6;2190;859;243;694;1;0
URGENCES2;2013;850000142;850000019;GEN;370;927;1;IAO;44040;4330;14616;12150;2665;3167;7;12;0;591;70;30;;7;2555;848;142;713;1;1
URGENCES2;2013;850000175;850009010;GEN;263;542;1;IAO;24934;3955;4686;6946;2509;220;16;237;2;192;17;44;;3;1095;974;80;1002;1;1
URGENCES2;2013;850000209;850000019;GEN;168;280;0;;13176;2096;2992;2308;1156;95;47;57;0;194;14;6;;4;1460;892;466;440;1;0
URGENCES2;2013;850000225;850000019;GEN;168;205;0;;10261;1228;2685;1534;753;92;2;6;;183;18;19;;2;730;446;36;439;1;0
URGENCES2;2013;850000241;850000084;GEN;336;630;1;IAO;24832;3698;5727;6068;2081;550;;;;;;;;8;2920;3898;495;4720;0;1
URGENCES2;2013;850009630;850000035;GEN;168;317;1;IAO;18470;2586;4433;4175;1399;691;9;220;4;1336;320;120;;4;1460;1678;50;1778;1;0
URGENCES2;2013;860000025;860780063;GEN;336;615;1;IAO;20172;3152;4376;3462;2220;109;0;1;0;679;80;150;;6;2190;3423;760;3269;1;0
URGENCES2;2013;860000033;860780071;GEN;168;168;0;;7549;1975;1159;1193;681;1;0;0;0;214;53;20;;2;730;439;129;347;1;0
URGENCES2;2013;860000058;860780097;GEN;168;168;0;IAO;8616;2140;1593;2641;1433;78;11;11;;262;53;55;;;;0;0;0;1;1
URGENCES2;2013;860000223;860013077;GEN;466;1150;1;IAO;44440;7396;1830;20092;5734;364;16;27;0;0;0;0;;;;0;0;0;0;1
URGENCES2;2013;860000223;860013077;PED;218;441;1;IAO;17685;;;;;;;;;;;;3158;;;0;0;0;;
URGENCES2;2013;860010321;860010313;GEN;168;381;1;IAO;14735;1604;2615;2786;711;159;;;;;;;;4;1460;132;35;107;0;0
URGENCES2;2013;870000064;870000015;GEN;417;1109;1;IAO;41275;7279;1077;13962;4312;144;286;372;0;1403;360;3;;11;4015;4243;630;4634;1;1
URGENCES2;2013;870000098;870000023;GEN;84;306;1;IAO;13326;2220;2760;3697;1535;111;36;42;;378;;;;3;1095;1309;378;1012;1;0
URGENCES2;2013;870000270;870000031;GEN;168;168;0;;8224;2395;1266;2245;;;;3;;371;;;;2;730;450;78;418;1;0
URGENCES2;2013;870000288;870017415;GEN;240;595;1;IAO;26520;1650;2861;4576;1092;75;;;;378;;;;3;1095;348;48;321;1;1
URGENCES2;2013;870014859;870000015;PED;245;490;1;IAO;23118;;;;;;;;;;;;3360;4;1460;1309;520;802;;
URGENCES2;2013;880000021;880007059;GEN;504;504;1;IAO;32040;3710;10518;6722;2228;1217;;;;1360;;;;6;2190;4475;778;4451;1;1
URGENCES2;2013;880000047;880780077;GEN;336;590;1;IAO;22511;4323;4309;6648;2685;2820;;6;;642;;;;6;2190;1684;652;1081;1;0
URGENCES2;2013;880000054;880007299;GEN;252;416;0;;16023;2271;3679;5460;1583;699;0;0;0;285;26;33;;2;730;831;497;383;1;1
URGENCES2;2013;880000062;880780093;GEN;406;574;1;IAO;23143;2537;6500;6032;1585;1318;;;;753;140;39;;4;1460;1110;337;929;1;0
URGENCES2;2013;880000070;880007299;GEN;168;252;0;;8648;937;1937;1637;543;16;3;6;0;486;69;114;;2;730;623;396;230;1;0
URGENCES2;2013;890002389;890000730;GEN;168;168;0;;12258;;;960;;;;2;;;;;;4;1460;524;0;0;;
URGENCES2;2013;890975527;890000037;GEN;830;728;1;IAO;35893;;;9865;;;;1;;464;;;;11;3828;3529;1480;3471;0;0
URGENCES2;2013;890975527;890000037;PED;168;205;1;IAO;11629;;;;;;;;;;;;1503;0;0;0;0;0;;
URGENCES2;2013;890975535;890000409;GEN;168;221;0;;10352;1568;;875;;;;;;587;;;;2;730;709;435;323;1;0
URGENCES2;2013;890975543;890000417;GEN;168;336;0;;16858;1920;3969;2595;1111;28;;;;668;110;118;;3;1095;1151;483;694;1;1
URGENCES2;2013;890975550;890970569;GEN;469;498;1;IAO;31991;3493;3937;5988;1897;40;9;10;0;4;2;0;;5;1825;1588;651;1012;1;0
URGENCES2;2013;890975550;890970569;PED;168;168;0;;10137;;;;;;;;;;;;906;0;0;0;0;0;;
URGENCES2;2013;890975568;890000433;GEN;;;0;;9956;1245;2115;1227;;;;;;484;;;;2;730;383;123;367;1;1
URGENCES2;2013;900000167;900000365;GEN;380;965;1;IAO;36821;4296;5507;8680;;;;;;;;;;9;3285;2415;403;2360;;1
URGENCES2;2013;910000272;910110014;GEN;436;287;1;IAO;20954;2012;3922;3977;1113;175;5;5;0;375;141;8;;4;1460;2074;1636;443;0;1
URGENCES2;2013;910000272;910110014;PED;168;168;1;IAO;5098;;;;;;;;;;;;1105;;;0;0;0;;
URGENCES2;2013;910000280;910019447;GEN;;424;;;21742;;;3226;;;;;;142;;;;4;1460;1177;211;1029;1;1
URGENCES2;2013;910000298;910110055;GEN;364;924;;;33296;3710;1468;7620;2164;181;10;21;;3700;;;;10;3650;3378;596;3187;;
URGENCES2;2013;910000298;910110055;PED;;406;;;23637;;;;;;;;;;;;1451;4;;126;35;105;;
URGENCES2;2013;910000306;910110063;GEN;270;830;1;IAO;25131;;1159;3044;;;;503;;793;;;;8;2920;2288;431;2120;0;0
URGENCES2;2013;910000306;910110063;PED;174;279;0;;16500;;;;;;;;;;;;1570;3;1095;101;46;72;;
URGENCES2;2013;910001973;910019447;GEN;399;588;;;24845;;;4058;;;;;;258;;;;5;1825;1733;429;1433;1;1
URGENCES2;2013;910018423;910019454;GEN;218;420;1;IAO;26647;1846;5510;1517;936;29;9;9;0;1038;78;165;;2;730;748;366;394;1;1
URGENCES2;2013;910020254;910002773;GEN;;;1;IAO;64546;4460;8402;;;;;;;;;;;19;6916;6272;928;7630;0;1
URGENCES2;2013;910020254;910002773;PED;;;;;23704;;;;;;;;;;;;2699;6;1878;1520;454;1155;;
URGENCES2;2013;910300144;910000447;GEN;168;203;1;IAO;16935;1015;2708;;;;;;;;;;;5;1810;942;766;188;1;1
URGENCES2;2013;910300219;910003888;GEN;3912;504;1;IAO;27177;1782;;3032;;;;;;;;;;6;2190;1308;546;820;0;1
URGENCES2;2013;910300300;910000538;GEN;;35;1;IAO;10612;;;;;;;;;;;;;2;365;146;45;102;1;0
URGENCES2;2013;910803543;910017615;GEN;238;532;0;;27901;2645;7955;2972;;;;;;;;;;5;1825;1284;834;484;0;1
URGENCES2;2013;920000577;920110020;GEN;;;;;37874;;;4706;;;;322;;;;;;4;1460;1182;262;1083;;
URGENCES2;2013;920000585;920026374;GEN;;578;1;IAO;26523;1889;0;5387;1845;0;0;0;0;721;140;0;;5;1825;2367;551;2085;1;1
URGENCES2;2013;920000585;920026374;PED;;168;1;IAO;12802;;;;;;;;;;;;1015;0;0;0;0;0;;
URGENCES2;2013;920000619;920009909;GEN;7;;0;;13948;1464;1789;1479;633;40;;;;253;;;;6;;714;106;736;0;0
URGENCES2;2013;920000627;920009909;GEN;;;0;;11579;820;1336;1064;367;14;;;;182;;;;2;;207;53;156;;
URGENCES2;2013;920000643;920150034;GEN;;;1;IAO;40432;2806;6244;6247;1461;46;0;0;0;288;34;0;;7;2555;1875;186;2354;;
URGENCES2;2013;920000643;920150034;PED;;;1;IAO;15411;;;;;;;;;;;;2446;;;0;0;0;;
URGENCES2;2013;920000650;920150059;GEN;498;1099;1;IAO;47098;4381;3668;9470;2748;82;9;28;2;540;122;51;;5;1825;6404;1291;5974;1;1
URGENCES2;2013;920100013;750712184;GEN;;924;1;IAO;34591;5172;;5389;;;;;;2494;;;;18;6570;4907;782;4441;1;1
URGENCES2;2013;920100013;750712184;PED;;354;1;IAO;19815;;;;;;;;;;;;380;4;1460;2267;1570;700;;
URGENCES2;2013;920100021;750712184;GEN;377;756;1;IAO;31010;4352;2071;7030;2904;127;0;1;0;951;94;25;;11;4015;5017;2350;2870;1;1
URGENCES2;2013;920100021;750712184;PED;397;357;1;IAO;22131;;;;;;;;;;;;2677;6;;408;291;124;;
URGENCES2;2013;920100039;750712184;GEN;;;1;IAO;28676;2550;1119;4881;1228;37;0;0;0;1187;228;60;;10;3650;3805;1321;2962;1;1
URGENCES2;2013;920100047;750712184;GEN;737;1965;1;IAO;25734;1833;1199;1370;243;46;5;240;8;716;85;23;;10;3650;2394;612;2641;;
URGENCES2;2013;920100047;750712184;PED;1092;490;1;IAO;29521;;;;;;;;;;;;3715;9;3285;3117;1647;1488;;
URGENCES2;2013;920120011;750821092;GEN;357;403;1;IAO;19167;2593;751;1906;482;28;3;152;0;;;;;5;1825;1675;328;1491;1;1
URGENCES2;2013;920300043;920001526;GEN;420;840;1;IAO;54709;5342;13365;4355;1387;134;;;;;;;;11;4015;3308;1585;1839;1;1
URGENCES2;2013;920300597;920000940;GEN;168;168;1;IAO;11207;640;2644;714;234;35;;;;19;4;4;;3;1095;0;0;0;1;1
URGENCES2;2013;930000286;930021480;GEN;448;980;1;IAO;37467;3935;17155;7025;2361;1709;0;0;0;694;88;108;;10;3650;854;172;748;1;0
URGENCES2;2013;930000286;930021480;PED;91;105;1;IAO;11484;;;;;;;;;;;;1530;0;;0;0;0;;
URGENCES2;2013;930000302;930110036;GEN;440;840;1;IAO;43398;3523;6141;4950;1664;73;;;;2234;707;63;;7;2555;2326;257;2488;0;1
URGENCES2;2013;930000302;930110036;PED;176;168;1;IAO;16080;;;;;;;;;;;;1068;3;1095;78;33;46;;
URGENCES2;2013;930000328;930110051;GEN;40;;1;IAO;48158;2367;1823;5899;1315;177;5;12;0;1150;290;3;;8;2920;156;87;71;1;0
URGENCES2;2013;930000328;930110051;PED;40;;1;IAO;28263;;;;;;;;;;;;3866;4;1460;922;481;445;;
URGENCES2;2013;930000336;930110069;GEN;484;1008;1;IAO;64056;2868;25333;11154;1721;3178;2;336;7;457;50;57;;11;;3626;726;4219;1;1
URGENCES2;2013;930000336;930110069;PED;48;48;1;IAO;23218;;;;;;;;;;;;332;;;0;0;0;;
URGENCES2;2013;930100037;750712184;GEN;588;642;1;IAO;39519;5256;248;7505;4715;222;;;;1548;540;26;;12;4380;3385;605;3642;;
URGENCES2;2013;930100045;750712184;GEN;684;672;1;IAO;28367;1731;;2819;275;;;;;903;395;;;10;3650;2135;441;2626;0;1
URGENCES2;2013;930100045;750712184;PED;193;957;1;IAO;29402;;;;;;;;;;;;2208;6;2190;1182;290;1046;;
URGENCES2;2013;930300025;930000393;GEN;504;672;1;IAO;34591;496;4571;71;49;0;;;;;;;;5;;241;104;138;1;1
URGENCES2;2013;930300066;930000401;GEN;266;336;1;IAO;20379;1981;2181;2212;;;;;;209;;;;4;1460;278;172;108;1;1
URGENCES2;2013;930300082;930000419;GEN;224;252;1;IAO;18330;1195;4155;2545;445;77;;;;213;17;54;;;;0;0;0;1;1
URGENCES2;2013;930300116;930000427;GEN;252;252;1;IAO;23364;;;2045;;;;;;;;;;3;1095;41;12;31;;
URGENCES2;2013;930300553;930000633;GEN;245;220;1;IAO;31522;978;8685;2275;71;108;;;;;;;;7;2555;564;312;290;1;1
URGENCES2;2013;930300595;930000658;GEN;240;340;1;IAO;27038;1080;5948;2635;;;;;;;;;;4;392;365;113;269;0;0
URGENCES2;2013;940000573;940110018;GEN;340;360;1;IAO;54351;3479;36666;6316;1588;4251;;;;;;;;;;0;0;0;1;1
URGENCES2;2013;940000573;940110018;PED;272;324;1;IAO;35594;;;;;;;;;;;;5362;;;0;0;0;;
URGENCES2;2013;940000599;940110042;GEN;850;1092;1;IAO;55919;3755;10947;8365;2244;1005;0;53;1;619;146;17;;13;459;3876;495;4780;1;1
URGENCES2;2013;940000599;940110042;PED;168;346;1;IAO;15929;;;;;;;;;;;;2333;0;0;9;8;1;;
URGENCES2;2013;940000649;940150014;GEN;543;1023;1;IAO;39293;4312;1646;9782;2849;248;;;;;;;;12;4380;7515;1474;6595;0;1
URGENCES2;2013;940000649;940150014;PED;351;551;1;IAO;28571;;;;;;;;;;;;3264;6;2190;1478;618;864;;
URGENCES2;2013;940100027;750712184;GEN;672;3360;1;IAO;46051;5423;875;11715;3197;77;65;413;0;1306;362;24;;16;5840;7577;1513;6663;1;1
URGENCES2;2013;940100043;750712184;GEN;704;1242;1;IAO;48341;4862;2051;7078;1731;164;0;0;0;2540;903;38;;21;7665;6318;922;8123;1;1
URGENCES2;2013;940100043;750712184;PED;704;846;1;IAO;34074;;;;;;;;;;;;3238;6;2190;2018;552;1566;;
URGENCES2;2013;940120017;750821092;GEN;41;41;1;IAO;22088;3202;474;7581;2302;126;;;;;;;;6;2190;4302;2768;1623;1;1
URGENCES2;2013;940300031;940000706;GEN;168;168;0;;11127;;;1283;;;;;;60;;;;4;1460;353;280;73;1;0
URGENCES2;2013;940300270;940000771;GEN;168;168;1;IAO;17479;;;;;;;0;;;;;;4;1460;1072;502;728;;1
URGENCES2;2013;940300445;940000854;GEN;168;252;1;IAO;11115;850;2140;3;;;;;;;;;;3;1500;3;0;3;;
URGENCES2;2013;940300569;940000912;GEN;231;385;0;;26501;440;8102;1229;30;370;;;;;;;;4;1460;1306;1165;142;1;0
URGENCES2;2013;950000307;950110015;GEN;;1543;1;IAO;61732;;;;;;;;;;;;;16;5840;6087;1428;6190;;
URGENCES2;2013;950000307;950110015;PED;;1543;1;IAO;18042;;;;;;;;;;;;1777;0;0;0;0;0;;
URGENCES2;2013;950000315;950001370;GEN;383;560;1;IAO;31374;2185;11623;5185;1160;1267;3;348;3;520;;;;6;2190;1903;705;1254;0;0
URGENCES2;2013;950000315;950001370;PED;;;;;;;;;;;;;;;;;;;;123;32;97;;
URGENCES2;2013;950000323;950013870;GEN;742;1092;1;IAO;49549;9190;5333;8235;;;;835;;970;;;;22;8030;4610;539;6284;1;1
URGENCES2;2013;950000331;950110049;GEN;48;;1;IAO;48476;4649;8471;8243;;;;736;;268;;;;10;3630;1296;285;1068;1;0
URGENCES2;2013;950000331;950110049;PED;48;;1;IAO;24343;;;;;;;;;;;;3812;4;1460;1128;649;484;;
URGENCES2;2013;950000349;950015289;GEN;168;168;0;;10431;422;3792;899;138;1;1;2;0;204;17;57;;2;730;485;310;191;1;0
URGENCES2;2013;950000356;950013870;PED;168;336;1;IAO;17505;;;;;;;;;;;;2036;;;0;0;0;;
URGENCES2;2013;950000364;950110080;GEN;726;952;1;IAO;59156;4246;10161;9605;2267;461;3;92;1;387;130;17;;19;;5258;1616;5425;0;
URGENCES2;2013;950000364;950110080;PED;168;168;1;IAO;22972;;;;;;;;;;;;3408;5;1825;1414;539;942;;
URGENCES2;2013;950300244;950000539;GEN;230;404;;;31172;1659;6761;2639;;;;;;120;;;;4;;723;317;414;1;1
URGENCES2;2013;950300277;950000547;GEN;222;268;1;IAO;24780;;;542;;;;0;;167;;;;8;2920;891;534;417;1;0
URGENCES2;2013;950807982;950001636;GEN;504;252;0;;19600;674;5162;1270;194;101;;;;;;;;4;;36;21;15;1;1
URGENCES2;2013;970100392;970100178;GEN;238;2203;1;IAO;24790;2700;6000;5466;1500;800;;;;271;15;10;;8;2920;2509;218;3096;1;0
URGENCES2;2013;970100400;970100186;GEN;48;39;1;IAO;18472;280;5223;3429;132;335;;;;0;;;;2;2;651;133;923;0;0
URGENCES2;2013;970100426;970100202;GEN;672;672;1;IAO;5055;458;84;1103;370;84;88;154;0;355;79;18;;2;649;844;603;253;1;0
URGENCES2;2013;970100442;970100228;GEN;672;1008;1;IAO;70094;;;15952;;;;;;;;;;12;4380;2091;272;3273;0;0
URGENCES2;2013;970100442;970100228;PED;168;;1;IAO;19114;;;;;;;;;;;;3126;2;566;778;298;498;;
URGENCES2;2013;970107249;970100731;GEN;252;252;;;24621;2307;4370;2640;1675;965;;;;;;;;7;2555;2540;1883;680;1;0
URGENCES2;2013;970211215;970211207;GEN;14;68;1;IAO;45480;;;14145;;;;;;;;;;19;6935;3178;483;3854;;
URGENCES2;2013;970211223;970211207;GEN;280;658;1;IAO;25016;;;3222;;;;;;;;;;5;1825;430;43;515;0;1
URGENCES2;2013;970211223;970211207;PED;;;1;IAO;6747;;;;;;;;;;;;877;2;730;69;56;14;;
URGENCES2;2013;970211231;970211207;GEN;;;1;IAO;2079;;;459;;;;;;;;;;10;900;240;17;584;;
URGENCES2;2013;970211256;970211207;PED;;;1;IAO;25220;;;;;;;;;;;;2362;3;1095;1364;1024;370;;
URGENCES2;2013;970300026;970302022;GEN;665;1134;1;IAO;51936;1518;14952;6921;382;;;;;77;330;;;12;4380;1807;126;4100;1;1
URGENCES2;2013;970300026;970302022;PED;25;340;1;IAO;14952;;;;;;;;;;;;;;;0;0;0;;
URGENCES2;2013;970300083;970302121;GEN;275;594;1;IAO;22189;597;8355;4534;84;1068;;;;137;;;;;;0;0;0;1;0
URGENCES2;2013;970300265;750721334;GEN;301;508;1;IAO;19368;204;7413;;;;;;;;;;;5;1825;1146;336;928;0;0
URGENCES2;2013;970400024;970408589;GEN;410;714;1;IAO;33433;2440;3864;10660;1683;301;;1;;390;11;13;;14;5110;6735;2527;4460;1;1
URGENCES2;2013;970400024;970408589;PED;189;240;1;IAO;9925;;;;;;;;;;;;2403;6;1937;1636;463;1332;;
URGENCES2;2013;970400057;970408589;GEN;480;1008;1;IAO;44477;3838;5147;14775;2319;457;6;1248;21;;;;;19;6935;5850;1480;4900;1;1
URGENCES2;2013;970400057;970408589;PED;168;259;0;;13330;;;;;;;;;;;;3404;4;;1250;354;929;;
URGENCES2;2013;970400065;970421038;GEN;450;533;1;IAO;26933;;;7560;;;;;;;;;;6;2190;2534;465;2160;1;1
URGENCES2;2013;970400065;970421038;PED;;208;1;IAO;13678;;;;;;;;;;;;2101;;;0;0;0;;
URGENCES2;2013;970400073;970403606;GEN;504;420;1;IAO;24490;2204;3673;5546;;;;0;;807;;;;6;2190;2302;425;2214;1;1
URGENCES2;2013;980500011;980500003;GEN;;;1;IAO;44465;527;20276;5583;;;;;;;;;;16;5840;3370;149;5853;0;1
